event_date,ab_group,avg_completions_7d_bucket,players,pct_of_dau,total_revenue,arpdau,payer_rate_pct,arppu,avg_time_spent_mins,avg_level_attempts,avg_level_completes,pass_rate,oom_rate,foom_rate,avg_apc,avg_hc_gain_total,avg_hc_gain_total_minus_saga,avg_hc_gain_saga,avg_hc_gain_paid,avg_hc_gain_free,avg_hc_spent,hc_spent_per_attempt,paid_pct_of_total_gain,p50_hc_balance,p75_hc_balance,p90_hc_balance,avg_player_performance,avg_pr_last_50_levels,avg_daily_streak,p25_daily_streak,p50_daily_streak,p75_daily_streak,p90_daily_streak,pct_player_days_passed_R1,pct_player_days_passed_R2,pct_player_days_passed_R3,d1_churn_rate,actual_liveops_active_rate_pct,actual_pct_finished_R1,actual_pct_finished_R2,actual_pct_finished_R3,avg_booster_gain_total,avg_booster_gain_paid,avg_booster_gain_free,avg_booster_spend,booster_spend_per_attempt,hc_clean_players,hc_excluded_players,avg_hc_gain_CORE,avg_hc_gain_META,avg_hc_gain_ADS,avg_hc_gain_PURCHASE,avg_hc_gain_OTHER,p99_daily_streak,p99_hc_balance,avg_prelevel_gain_total,avg_prelevel_gain_paid,avg_prelevel_gain_free,avg_prelevel_spend,prelevel_spend_per_attempt,avg_ingame_gain_total,avg_ingame_gain_paid,avg_ingame_gain_free,avg_ingame_spend,ingame_spend_per_attempt,avg_red_gain_total,avg_red_gain_paid,avg_red_gain_free,avg_red_spend,avg_chuck_gain_total,avg_chuck_gain_paid,avg_chuck_gain_free,avg_chuck_spend,avg_bomb_gain_total,avg_bomb_gain_paid,avg_bomb_gain_free,avg_bomb_spend,avg_star_gain_total,avg_star_gain_paid,avg_star_gain_free,avg_star_spend,avg_slingshot_gain_total,avg_slingshot_gain_paid,avg_slingshot_gain_free,avg_slingshot_spend,avg_shuffle_gain_total,avg_shuffle_gain_paid,avg_shuffle_gain_free,avg_shuffle_spend,avg_spt_gain_total,spt_gainer_rate_pct,avg_spt_gain_per_gainer,avg_spt_gain_CORE,avg_spt_gain_RAINBOW,avg_spt_gain_OFFER,avg_spt_gain_EVENT,avg_spt_gain_OTHER,hc_players_over_config,avg_hc_excess_removed,avg_hc_gain_total_uncorrected,avg_spt_excess_removed,avg_spt_gain_RAINBOW_uncorrected
2026-07-28,Variant,C. 10-19,6158,22.82,320.84,0.0521,1.88,2.7659,43.0,22.97,13.85,0.6031,0.5174,0.306,1.6582,76.53,68.09,8.44,4.79,71.74,85.27,3.713,6.26,222,347,1022,51.5577,0.6812,9.7,4,9,13,19,66.45,28.11,3.43,0.3668,36.34,36.34,21.06,10.67,5.7826,0.0822,5.7004,5.1327,0.2235,6158,0,34.89,33.17,2.78,4.79,0.9,33,17968,3.2286,0.057,3.1716,2.7309,0.1189,2.5539,0.0252,2.5287,2.4018,0.1046,1.3688,0.0291,1.3397,1.1718,1.3019,0.0101,1.2918,1.0166,0.558,0.0179,0.5401,0.5425,0.3819,0.0049,0.3771,0.4513,1.3649,0.0109,1.354,1.1122,0.8071,0.0094,0.7977,0.8383,108.14,82.12,131.68,70.47,31.85,3.48,2.33,0.0,2050,1.83,78.36,3.87,35.72
2026-07-28,Variant,D. 20-39,4971,18.42,514.95,0.1036,2.45,4.2209,65.8,37.28,26.46,0.7098,0.407,0.254,1.4089,128.59,113.33,15.26,8.76,119.82,138.72,3.7214,6.81,257,420,1018,53.4842,0.7464,16.71,7,13,23,33,59.55,20.96,4.53,0.2991,37.34,37.34,21.67,11.55,8.8954,0.1452,8.7502,7.6399,0.2049,4971,0,60.78,53.85,3.05,8.76,2.15,63,15952,4.9167,0.0833,4.8334,3.8228,0.1025,3.9787,0.062,3.9167,3.8171,0.1024,1.8175,0.0292,1.7884,1.4715,1.9139,0.0231,1.8908,1.4359,1.1853,0.031,1.1543,0.9153,0.7047,0.0139,0.6908,0.7988,1.9121,0.0255,1.8865,1.6055,1.3619,0.0225,1.3394,1.4128,204.76,92.52,221.33,138.87,57.32,4.65,3.92,0.0,1997,2.42,131.0,6.69,64.01
2026-07-28,Variant,E. 40-99,2898,10.74,692.03,0.2388,3.76,6.3489,116.37,70.63,52.27,0.7401,0.3627,0.2306,1.3512,232.56,201.43,31.12,20.48,212.08,256.19,3.6273,8.81,302,509,1281,55.1871,0.7821,29.1,11,21,41,60,40.44,10.25,2.31,0.1932,41.03,41.03,24.29,15.73,14.6021,0.3282,14.274,12.8806,0.1824,2898,0,119.23,84.89,3.57,20.48,4.38,120,16301,7.8727,0.1822,7.6905,6.0669,0.0859,6.7295,0.146,6.5835,6.8137,0.0965,2.775,0.0611,2.7139,2.1998,2.8747,0.06,2.8147,2.2233,2.2229,0.0611,2.1618,1.6439,1.0932,0.0397,1.0535,1.3965,3.1598,0.0531,3.1066,2.8751,2.4765,0.0531,2.4234,2.5421,385.94,99.03,389.71,271.98,100.84,7.3,5.82,0.0,1488,3.1,235.65,9.77,110.61
2026-07-28,Variant,F. 100+,414,1.53,114.76,0.2772,6.28,4.4138,253.81,171.27,131.3,0.7666,0.3115,0.1969,1.3044,493.38,412.03,81.34,32.25,461.13,533.33,3.1139,6.54,400,703,1443,58.2731,0.7986,60.42,22,41,82,141,25.85,5.31,0.97,0.1039,65.46,65.46,51.93,44.44,29.7778,0.3961,29.3816,34.9203,0.2039,414,0,276.88,165.69,4.81,32.25,13.75,275,16217,16.3019,0.1449,16.157,12.2319,0.0714,13.4758,0.2512,13.2246,22.6884,0.1325,5.6739,0.0531,5.6208,4.3502,6.1546,0.0459,6.1087,4.5411,4.4734,0.0459,4.4275,3.3406,2.0966,0.0676,2.029,10.3333,5.9952,0.0918,5.9034,6.0338,5.3841,0.0918,5.2923,6.3213,1007.48,99.03,1017.31,704.54,282.73,13.33,6.88,0.0,229,13.4,506.78,29.88,312.61
2026-07-29,Control,A. 0,4972,18.43,427.24,0.0859,0.84,10.1724,17.97,9.59,6.24,0.6503,0.4578,0.215,1.5376,25.73,25.63,0.1,6.27,19.47,24.5,2.5532,24.35,199,390,2929,50.0925,0.5166,,,,,,0.0,0.0,0.0,0.5392,,,,,0.9829,0.0708,0.9121,1.077,0.1123,4972,0,10.86,6.01,2.38,6.27,0.22,,27283,0.4085,0.0284,0.3801,0.5535,0.0577,0.5744,0.0424,0.532,0.5235,0.0546,0.1364,0.0105,0.1259,0.2228,0.1593,0.0093,0.15,0.1935,0.1128,0.0086,0.1042,0.1372,0.0748,0.0097,0.0652,0.0939,0.2745,0.0191,0.2554,0.2104,0.2251,0.0137,0.2114,0.2192,70.96,11.06,641.49,69.33,0.0,0.46,1.18,0.0,1,0.0,25.73,0.0,0.0
2026-07-29,Control,B. 1-9,7931,29.39,124.35,0.0157,0.67,2.3462,19.28,10.42,4.95,0.4748,0.6231,0.3618,2.1063,37.73,29.58,8.14,1.75,35.98,37.52,3.6009,4.63,201,313,1127,49.802,0.6025,3.92,1,3,5,8,74.32,34.06,5.5,0.5224,,,,,1.9919,0.0488,1.9431,2.0149,0.1934,7931,0,25.96,7.51,1.94,1.75,0.56,15,18144,1.2027,0.0329,1.1698,1.1391,0.1093,0.7892,0.0159,0.7733,0.8758,0.0841,0.4279,0.0131,0.4148,0.4611,0.5682,0.0067,0.5615,0.4524,0.2067,0.0131,0.1935,0.2256,0.1286,0.003,0.1256,0.1647,0.3566,0.0076,0.349,0.3818,0.304,0.0053,0.2987,0.3293,43.97,44.58,98.62,40.93,0.0,1.52,1.51,0.0,0,0.0,37.73,0.0,0.0
2026-07-29,Control,C. 10-19,5969,22.12,349.46,0.0585,1.78,3.2968,39.91,22.29,13.54,0.6074,0.5121,0.3063,1.6464,79.18,54.5,24.68,4.81,74.37,82.05,3.6817,6.08,238,393,1165,51.8027,0.6894,9.21,4,8,13,18,64.28,25.77,2.7,0.3806,,,,,4.5264,0.0978,4.4285,4.3222,0.1939,5969,0,56.84,13.92,2.51,4.81,1.11,32,21057,2.9152,0.0623,2.8529,2.4671,0.1107,1.6112,0.0355,1.5756,1.8551,0.0832,1.1139,0.0209,1.093,0.9846,1.2955,0.0134,1.2821,0.9854,0.5058,0.028,0.4778,0.4971,0.2441,0.0069,0.2372,0.3386,0.745,0.0151,0.7299,0.7675,0.622,0.0136,0.6085,0.749,109.61,62.79,174.56,102.28,0.01,2.44,4.88,0.0,0,0.0,79.18,0.0,0.01
2026-07-29,Control,D. 20-39,4629,17.15,648.0,0.14,2.83,4.9466,57.74,34.35,24.48,0.7127,0.4019,0.2544,1.4032,142.42,93.75,48.66,11.68,130.74,153.24,4.4614,8.2,279,473,1164,53.2494,0.7785,16.1,7,13,22,32,57.68,19.44,3.78,0.3102,,,,,7.7038,0.1964,7.5075,6.9216,0.2015,4629,0,100.08,25.76,2.4,11.68,2.49,61,18055,4.8743,0.1231,4.7511,3.7691,0.1097,2.8296,0.0732,2.7563,3.1525,0.0918,1.7583,0.0363,1.722,1.4398,2.2,0.0389,2.1612,1.5509,0.916,0.048,0.868,0.7784,0.461,0.0199,0.4411,0.6369,1.2322,0.0264,1.2059,1.2426,1.1363,0.027,1.1093,1.2731,203.74,76.0,268.08,192.94,0.0,3.28,7.52,0.0,0,0.0,142.42,0.0,0.0
2026-07-29,Control,E. 40-99,3029,11.22,565.12,0.1866,3.53,5.2815,113.52,70.96,52.26,0.7364,0.3703,0.2359,1.358,266.36,158.66,107.7,20.24,246.12,311.08,4.3836,7.6,328,594,1420,55.2414,0.786,29.38,11,21,41,62,40.28,11.22,2.21,0.1737,,,,,14.689,0.6193,14.0697,13.4279,0.1892,3029,0,200.0,38.24,3.72,20.24,4.17,129,14226,9.0928,0.4338,8.659,7.0716,0.0997,5.5962,0.1855,5.4107,6.3562,0.0896,3.555,0.1113,3.4437,2.7696,3.8313,0.135,3.6963,2.8874,1.7065,0.1875,1.519,1.4147,0.9396,0.068,0.8716,1.3516,2.3133,0.0647,2.2486,2.3189,2.3433,0.0528,2.2905,2.6857,475.23,89.37,531.76,458.16,0.0,5.76,11.3,0.0,0,0.0,266.36,0.0,0.0
2026-07-29,Control,F. 100+,455,1.69,121.73,0.2675,5.71,4.6819,232.2,158.08,119.44,0.7556,0.3245,0.2044,1.3235,546.55,293.35,253.2,26.59,519.96,611.1,3.8657,4.87,416,717,1457,58.3162,0.8178,53.97,19,37,67,120,20.44,3.52,0.88,0.1011,,,,,31.0396,1.0484,29.9912,28.3275,0.1792,455,0,441.14,56.81,5.54,26.59,16.46,273,15903,19.2044,0.8374,18.367,15.0308,0.0951,11.8352,0.211,11.6242,13.2967,0.0841,7.2703,0.0901,7.1802,5.8659,8.0923,0.1429,7.9495,6.1978,3.8418,0.6044,3.2374,2.967,2.0813,0.0484,2.033,2.9956,4.6901,0.0879,4.6022,4.8681,5.0637,0.0747,4.989,5.433,1170.13,95.82,1221.12,1144.29,0.0,8.48,17.35,0.0,0,0.0,546.55,0.0,0.0
2026-07-29,Variant,A. 0,4903,18.27,305.57,0.0623,0.98,6.366,21.82,11.88,8.42,0.7085,0.4137,0.2192,1.4114,49.01,48.91,0.1,4.75,44.26,42.32,3.563,9.7,200,368,2280,49.785,0.4989,,,,,,0.0,0.0,0.0,0.555,8.32,8.32,5.04,2.71,2.9345,0.0518,2.8827,1.7675,0.1488,4903,0,8.49,33.09,2.49,4.75,0.19,,26129,0.7192,0.0196,0.6996,0.7812,0.0658,2.2154,0.0322,2.1832,0.9863,0.083,0.2692,0.008,0.2613,0.3078,0.2515,0.0061,0.2454,0.2735,0.1984,0.0055,0.1929,0.1999,0.5782,0.008,0.5703,0.2217,0.8476,0.0137,0.834,0.34,0.7895,0.0106,0.7789,0.4246,66.06,13.73,481.24,46.81,17.83,0.67,0.74,0.0,962,41.62,90.63,1.98,19.81
2026-07-29,Variant,B. 1-9,7688,28.64,98.99,0.0129,0.56,2.3021,19.48,10.29,4.97,0.4828,0.6146,0.3528,2.0713,32.07,29.16,2.91,1.09,30.98,32.29,3.1395,3.41,200,292,1012,49.4469,0.6046,3.93,1,3,5,8,75.29,33.17,5.75,0.5405,28.92,28.92,13.25,3.93,2.5592,0.0369,2.5222,2.1406,0.2081,7688,0,16.16,12.69,1.62,1.09,0.51,15,16638,1.4648,0.025,1.4398,1.1893,0.1156,1.0944,0.012,1.0825,0.9514,0.0925,0.6401,0.0104,0.6297,0.5294,0.6237,0.0057,0.618,0.4519,0.201,0.0088,0.1921,0.208,0.113,0.002,0.1111,0.1318,0.6579,0.004,0.6539,0.4939,0.3235,0.006,0.3175,0.3257,39.47,45.02,87.68,30.98,6.52,1.33,0.65,0.0,1603,0.77,32.85,0.79,7.31
2026-07-29,Variant,C. 10-19,5972,22.25,476.58,0.0798,2.39,3.3327,41.6,22.36,13.61,0.6089,0.5063,0.2938,1.6424,73.29,65.22,8.08,7.23,66.06,77.5,3.4663,9.87,222,359,1113,51.6897,0.6999,9.52,4,8,13,18,66.24,27.19,3.18,0.3948,34.76,34.76,20.11,9.21,5.3552,0.1256,5.2296,4.6934,0.2099,5972,0,34.25,27.98,2.63,7.23,1.2,33,18629,2.7649,0.0794,2.6855,2.4148,0.108,2.5903,0.0462,2.544,2.2786,0.1019,1.1077,0.0311,1.0765,1.0069,1.0812,0.0216,1.0596,0.8853,0.576,0.0266,0.5494,0.5226,0.4151,0.0117,0.4034,0.43,1.3523,0.0188,1.3336,1.0573,0.8228,0.0157,0.8071,0.7914,77.43,61.3,126.31,55.13,19.13,2.0,1.17,0.0,1951,1.37,74.66,2.53,21.66
2026-07-29,Variant,D. 20-39,4843,18.04,397.39,0.0821,2.13,3.8582,62.92,36.17,25.5,0.7049,0.4122,0.2578,1.4186,131.8,115.88,15.92,6.96,124.85,139.49,3.8567,5.28,249,399,1013,53.3962,0.7716,16.75,7,14,23,34,60.62,20.81,4.27,0.3079,37.04,37.04,20.48,10.39,8.6054,0.2059,8.3995,7.4859,0.207,4843,0,62.13,57.54,2.58,6.96,2.59,60,16787,4.4846,0.1493,4.3353,3.4908,0.0965,4.1208,0.0566,4.0642,3.995,0.1105,1.5897,0.0502,1.5395,1.3093,1.6727,0.0471,1.6256,1.2893,1.2222,0.052,1.1701,0.8922,0.61,0.0136,0.5963,0.9273,1.973,0.0227,1.9502,1.6273,1.5379,0.0202,1.5177,1.4404,150.64,76.61,196.64,110.37,35.44,2.92,1.91,0.0,1972,1.74,133.54,4.51,39.96
2026-07-29,Variant,E. 40-99,2999,11.17,891.95,0.2974,3.77,7.8934,114.71,70.88,52.51,0.7408,0.3622,0.2306,1.3499,296.95,265.98,30.97,28.51,268.44,278.29,3.926,9.6,322,526,1222,55.4129,0.7843,29.49,11,22,41,61,41.28,10.7,2.13,0.1774,42.78,42.78,26.74,15.97,14.5432,0.3491,14.1941,12.2621,0.173,2999,0,118.2,142.27,3.58,28.49,4.41,119,14467,7.4732,0.146,7.3271,5.7489,0.0811,7.07,0.2031,6.867,6.5132,0.0919,2.7066,0.0467,2.6599,2.107,2.7529,0.0497,2.7032,2.1,2.0137,0.0497,1.964,1.5418,1.0917,0.0584,1.0333,1.2361,3.089,0.0764,3.0127,2.6869,2.8893,0.0684,2.8209,2.5902,328.85,89.3,368.26,238.53,80.45,6.75,3.12,0.0,1539,6.71,303.66,8.98,89.43
2026-07-29,Variant,F. 100+,436,1.62,101.66,0.2332,5.05,4.6209,247.8,170.08,129.16,0.7594,0.3162,0.2008,1.3169,574.54,494.8,79.75,21.1,553.44,540.48,3.1778,3.67,382,706,1384,58.9602,0.8148,55.9,24,44,72,114,22.71,2.06,0.0,0.094,69.04,69.04,55.05,47.02,38.5138,0.3693,38.1445,30.3761,0.1786,436,0,276.58,260.16,4.22,21.1,12.48,203,19713,15.8073,0.117,15.6904,12.2844,0.0722,22.7064,0.2523,22.4541,18.0917,0.1064,5.2982,0.0367,5.2615,4.2317,5.9817,0.0367,5.945,4.5711,4.5275,0.0436,4.4839,3.4817,5.4794,0.0436,5.4358,7.2202,8.9771,0.1284,8.8486,5.0367,8.25,0.0803,8.1697,5.8349,884.78,96.33,918.48,626.07,238.7,12.94,7.08,0.0,254,312.2,886.74,21.91,260.61
2026-07-30,Control,A. 0,5190,19.66,448.7,0.0865,1.29,6.697,21.14,11.81,8.43,0.7139,0.4009,0.2014,1.4007,61.64,61.46,0.18,6.92,54.72,37.74,3.1954,11.22,200,454,3214,49.8882,0.4998,,,,,,0.0,0.0,0.0,0.5119,,,,,1.604,0.0603,1.5437,1.311,0.111,5190,0,12.89,39.25,2.35,6.92,0.23,,29208,0.4784,0.0208,0.4576,0.5048,0.0427,1.1256,0.0395,1.0861,0.8062,0.0683,0.1703,0.0079,0.1624,0.2,0.1775,0.0062,0.1713,0.1817,0.1306,0.0067,0.1239,0.1231,0.2495,0.0081,0.2414,0.1973,0.41,0.0206,0.3894,0.2651,0.4661,0.0108,0.4553,0.3437,136.7,17.57,777.94,109.16,0.0,0.92,26.62,0.0,0,0.0,61.64,0.0,0.0
2026-07-30,Control,B. 1-9,7640,28.94,64.7,0.0085,0.5,1.7026,17.9,9.57,4.76,0.4974,0.6086,0.3675,2.0105,37.15,29.35,7.8,1.0,36.15,37.63,3.9315,2.7,200,316,1239,49.7605,0.5961,3.8,1,3,5,8,73.64,31.69,5.42,0.5075,,,,,2.0107,0.0357,1.975,1.9501,0.2037,7640,0,26.05,7.87,1.83,1.0,0.39,15,17834,1.1263,0.0243,1.102,1.064,0.1112,0.8844,0.0114,0.873,0.8861,0.0926,0.4171,0.0153,0.4018,0.4338,0.5291,0.0039,0.5251,0.4255,0.1801,0.0051,0.175,0.2047,0.1153,0.0007,0.1147,0.1457,0.4359,0.0065,0.4293,0.4056,0.3332,0.0042,0.3291,0.3348,49.91,52.66,94.78,45.25,0.0,1.32,3.33,0.0,0,0.0,37.15,0.0,0.0
2026-07-30,Control,C. 10-19,5628,21.32,325.92,0.0579,1.58,3.662,36.22,20.18,13.1,0.649,0.4754,0.294,1.5408,92.15,67.42,24.73,4.8,87.35,85.32,4.2286,5.21,240,404,1187,51.8577,0.7084,9.5,4,8,13,18,64.02,27.91,3.23,0.3868,,,,,4.9684,0.1103,4.858,4.1811,0.2072,5628,0,56.8,26.64,2.61,4.8,1.3,36,20973,2.8797,0.0762,2.8035,2.202,0.1091,2.0887,0.0341,2.0545,1.979,0.0981,1.0739,0.0211,1.0528,0.8699,1.2752,0.0153,1.26,0.8772,0.5306,0.0398,0.4908,0.4549,0.3225,0.0073,0.3152,0.3779,0.9042,0.0158,0.8884,0.8303,0.8619,0.011,0.8509,0.7708,142.47,68.51,207.94,123.89,0.0,1.95,16.63,0.0,0,0.0,92.15,0.0,0.0
2026-07-30,Control,D. 20-39,4497,17.04,590.12,0.1312,2.56,5.1315,55.96,33.19,24.26,0.7311,0.3879,0.2548,1.3678,175.73,126.52,49.21,11.7,164.03,163.61,4.9295,6.66,281,467,1119,53.1917,0.7763,16.45,6,13,23,34,57.99,20.66,4.96,0.318,,,,,8.7392,0.366,8.3731,7.0925,0.2137,4497,0,101.12,58.02,2.48,11.7,2.41,61,17903,4.9242,0.2722,4.652,3.5239,0.1062,3.815,0.0938,3.7211,3.5686,0.1075,1.8303,0.0825,1.7478,1.3273,2.1256,0.0798,2.0458,1.447,0.9682,0.1099,0.8584,0.7496,0.6613,0.0247,0.6366,0.775,1.4928,0.0342,1.4585,1.3053,1.6609,0.0349,1.626,1.4883,276.47,83.37,331.63,237.68,0.03,3.73,35.03,0.0,1,0.0,175.73,0.0,0.03
2026-07-30,Control,E. 40-99,3018,11.43,456.9,0.1514,3.21,4.7103,109.86,68.45,52.18,0.7623,0.3487,0.2334,1.3118,365.34,257.14,108.2,16.29,349.05,336.86,4.9212,4.46,373,664,1615,55.4082,0.7809,30.22,11,22,42,64,41.95,12.26,2.49,0.1915,,,,,15.8032,0.6064,15.1968,12.7727,0.1866,3018,0,197.79,142.26,3.68,16.29,5.32,126,14637,8.8002,0.4622,8.338,6.1375,0.0897,7.003,0.1441,6.8588,6.6352,0.0969,3.4347,0.1325,3.3022,2.3824,3.721,0.1484,3.5726,2.5149,1.6445,0.1812,1.4632,1.2402,1.4264,0.0461,1.3804,1.4645,2.4254,0.059,2.3665,2.3486,3.1511,0.0391,3.112,2.8221,638.57,94.3,677.16,557.68,0.04,5.49,75.36,0.0,1,0.0,365.34,0.0,0.04
2026-07-30,Control,F. 100+,425,1.61,188.83,0.4443,5.65,7.8679,236.39,162.23,126.8,0.7816,0.3095,0.2045,1.2794,775.43,509.07,266.36,40.35,735.08,670.47,4.1329,5.2,532,897,1657,59.0346,0.8032,61.36,23,44,87,131,28.71,4.24,0.71,0.1224,,,,,32.6871,0.68,32.0071,27.8471,0.1717,425,0,438.39,278.56,5.74,40.35,12.38,237,17169,18.3294,0.2894,18.04,13.1153,0.0808,14.3576,0.3906,13.9671,14.7318,0.0908,7.2306,0.0824,7.1482,5.0753,7.8424,0.0894,7.7529,5.3788,3.2565,0.1176,3.1388,2.6612,3.3459,0.1012,3.2447,3.5529,5.0165,0.1835,4.8329,5.2988,5.9953,0.1059,5.8894,5.88,1554.07,97.18,1599.23,1404.95,0.0,7.25,141.87,0.0,0,0.0,775.43,0.0,0.0
2026-07-30,Variant,A. 0,5019,19.43,297.67,0.0593,1.22,4.8798,23.51,12.82,8.86,0.6913,0.4296,0.2186,1.4466,56.1,56.04,0.07,5.42,50.68,42.56,3.3209,9.66,200,399,2829,49.5673,0.4847,,,,,,0.0,0.0,0.0,0.5304,9.82,9.82,5.48,3.21,5.8344,0.0412,5.7932,1.8848,0.1471,5019,0,8.67,39.2,2.6,5.42,0.22,,25834,0.7703,0.0137,0.7565,0.7737,0.0604,5.0642,0.0275,5.0367,1.1112,0.0867,0.2781,0.0052,0.273,0.3005,0.268,0.0046,0.2634,0.2638,0.2241,0.004,0.2202,0.2094,1.5324,0.0058,1.5266,0.3054,1.8103,0.0112,1.7992,0.374,1.7215,0.0106,1.7109,0.4318,123.04,19.31,637.29,77.42,20.0,0.47,25.14,0.0,1083,135.55,191.65,1.52,21.52
2026-07-30,Variant,B. 1-9,7239,28.02,94.99,0.0131,0.58,2.2617,19.45,10.26,4.94,0.482,0.6168,0.3573,2.0748,30.81,27.95,2.87,1.11,29.7,32.91,3.2082,3.59,200,298,1171,49.787,0.6103,3.92,1,3,5,8,74.39,33.22,5.72,0.5267,31.94,31.94,14.39,4.43,2.4908,0.0333,2.4575,2.1412,0.2088,7239,0,16.15,11.31,1.75,1.11,0.5,16,16731,1.4531,0.0195,1.4336,1.1583,0.1129,1.0377,0.0138,1.0239,0.9829,0.0958,0.6523,0.0086,0.6437,0.5078,0.6005,0.0044,0.5961,0.4432,0.2003,0.0065,0.1938,0.2073,0.131,0.0019,0.129,0.1579,0.5794,0.0047,0.5747,0.4887,0.3274,0.0072,0.3202,0.3362,53.13,51.49,103.19,41.29,8.3,1.19,2.34,0.0,1540,0.67,31.48,0.99,9.29
2026-07-30,Variant,C. 10-19,5615,21.73,540.81,0.0963,2.01,4.7859,41.05,22.3,13.05,0.5853,0.5296,0.3128,1.7087,69.36,61.12,8.24,5.79,63.57,72.82,3.265,8.34,209,347,961,51.5593,0.6978,9.11,4,8,12,18,63.26,25.13,2.8,0.3751,38.47,38.47,22.28,10.2,5.0766,0.096,4.9806,4.5808,0.2054,5615,0,34.9,25.08,2.58,5.79,1.01,32,18174,2.8142,0.0492,2.7651,2.3825,0.1068,2.2623,0.0468,2.2155,2.1982,0.0986,1.1081,0.0201,1.088,0.9799,1.0725,0.0132,1.0593,0.8677,0.6337,0.0159,0.6178,0.535,0.3792,0.0089,0.3703,0.4139,1.1252,0.016,1.1092,1.0023,0.758,0.0219,0.7361,0.782,121.05,70.7,171.21,85.67,22.13,2.39,10.86,0.0,1856,1.03,70.39,3.01,25.14
2026-07-30,Variant,D. 20-39,4632,17.93,384.03,0.0829,2.37,3.4912,63.45,36.28,24.96,0.688,0.4284,0.2701,1.4535,127.31,111.86,15.46,9.3,118.01,130.17,3.588,7.31,239,405,1047,53.4111,0.7671,15.92,6,13,22,32,56.52,18.83,4.45,0.2971,39.03,39.03,21.76,11.31,7.9495,0.1725,7.777,7.2252,0.1992,4632,0,60.57,52.44,2.76,9.3,2.24,60,15549,4.3836,0.0991,4.2845,3.4907,0.0962,3.5658,0.0734,3.4924,3.7345,0.1029,1.5708,0.0289,1.5419,1.3001,1.6259,0.0289,1.5969,1.288,1.187,0.0412,1.1457,0.9026,0.4674,0.0194,0.448,0.7653,1.7705,0.0309,1.7396,1.5954,1.3279,0.0231,1.3048,1.3737,238.76,84.28,283.28,168.53,39.01,3.17,28.05,0.0,1955,1.56,128.88,4.94,43.95
2026-07-30,Variant,E. 40-99,2927,11.33,456.8,0.1561,3.21,4.8596,109.73,67.99,49.61,0.7296,0.3731,0.2391,1.3705,251.36,221.57,29.79,14.47,236.89,243.95,3.588,5.76,312,542,1232,55.5113,0.7827,27.2,10,19,38,58,37.17,9.43,1.95,0.1865,42.71,42.71,26.48,16.84,12.8678,0.1698,12.698,11.1613,0.1642,2927,0,110.94,118.27,3.34,14.47,4.34,116,15745,7.0061,0.0687,6.9375,5.494,0.0808,5.8616,0.1011,5.7605,5.6672,0.0834,2.4906,0.0236,2.467,2.0208,2.6522,0.0225,2.6297,2.0407,1.8633,0.0225,1.8408,1.4325,0.8275,0.0284,0.7991,1.0284,2.6795,0.0451,2.6344,2.3806,2.3546,0.0277,2.327,2.2583,529.72,94.57,560.15,361.09,94.06,5.28,69.3,0.0,1510,4.7,256.06,11.39,105.45
2026-07-30,Variant,F. 100+,403,1.56,128.5,0.3189,4.71,6.7632,244.62,164.58,121.47,0.738,0.3441,0.22,1.3549,581.78,507.86,73.92,30.02,551.76,539.45,3.2777,5.16,427,817,1660,58.4041,0.7778,48.44,19,32,62,112,17.12,2.73,0.5,0.1191,63.77,63.77,50.12,43.18,61.9553,0.5409,61.4144,29.402,0.1786,403,0,248.35,285.19,5.35,30.02,12.87,221,21175,14.0819,0.3499,13.732,12.335,0.0749,47.8734,0.1911,47.6824,17.067,0.1037,4.6352,0.1414,4.4938,4.1836,5.0596,0.0521,5.0074,4.4194,4.3871,0.1563,4.2308,3.732,13.8809,0.0471,13.8337,5.6526,17.2407,0.0868,17.1538,5.2382,16.7519,0.0571,16.6948,6.1762,1226.72,98.51,1245.26,868.92,211.44,9.38,136.99,0.0,247,1166.3,1748.08,23.66,235.1
2026-07-31,Control,A. 0,5020,19.36,614.18,0.1223,1.35,9.0321,23.48,12.78,9.01,0.7052,0.4134,0.2107,1.4181,62.96,62.78,0.18,9.14,53.81,40.71,3.1843,14.52,203,523,3722,49.9906,0.4878,,,,,,0.0,0.0,0.0,0.5159,,,,,2.7518,0.0815,2.6703,1.7239,0.1349,5020,0,14.22,36.47,2.85,9.14,0.27,,28926,1.4725,0.0329,1.4396,0.8335,0.0652,1.2793,0.0486,1.2307,0.8904,0.0697,0.5086,0.0114,0.4972,0.3131,0.5261,0.0096,0.5165,0.298,0.4378,0.012,0.4259,0.2223,0.2283,0.0122,0.2161,0.1914,0.641,0.0221,0.6189,0.3735,0.41,0.0143,0.3956,0.3255,135.44,29.82,454.18,120.83,0.0,10.29,4.31,0.0,0,0.0,62.96,0.0,0.0
