event_date,ab_group,avg_completions_7d_bucket,players,pct_of_dau,total_revenue,arpdau,payer_rate_pct,arppu,avg_time_spent_mins,avg_level_attempts,avg_level_completes,pass_rate,oom_rate,foom_rate,avg_apc,avg_hc_gain_total,avg_hc_gain_total_minus_saga,avg_hc_gain_saga,avg_hc_gain_paid,avg_hc_gain_free,avg_hc_spent,hc_spent_per_attempt,paid_pct_of_total_gain,p50_hc_balance,p75_hc_balance,p90_hc_balance,avg_player_performance,avg_pr_last_50_levels,avg_daily_streak,p25_daily_streak,p50_daily_streak,p75_daily_streak,p90_daily_streak,pct_player_days_passed_R1,pct_player_days_passed_R2,pct_player_days_passed_R3,d1_churn_rate,actual_liveops_active_rate_pct,actual_pct_finished_R1,actual_pct_finished_R2,actual_pct_finished_R3,avg_booster_gain_total,avg_booster_gain_paid,avg_booster_gain_free,avg_booster_spend,booster_spend_per_attempt,hc_clean_players,hc_excluded_players,avg_hc_gain_CORE,avg_hc_gain_META,avg_hc_gain_ADS,avg_hc_gain_PURCHASE,avg_hc_gain_OTHER,p99_daily_streak,p99_hc_balance,avg_prelevel_gain_total,avg_prelevel_gain_paid,avg_prelevel_gain_free,avg_prelevel_spend,prelevel_spend_per_attempt,avg_ingame_gain_total,avg_ingame_gain_paid,avg_ingame_gain_free,avg_ingame_spend,ingame_spend_per_attempt,avg_red_gain_total,avg_red_gain_paid,avg_red_gain_free,avg_red_spend,avg_chuck_gain_total,avg_chuck_gain_paid,avg_chuck_gain_free,avg_chuck_spend,avg_bomb_gain_total,avg_bomb_gain_paid,avg_bomb_gain_free,avg_bomb_spend,avg_star_gain_total,avg_star_gain_paid,avg_star_gain_free,avg_star_spend,avg_slingshot_gain_total,avg_slingshot_gain_paid,avg_slingshot_gain_free,avg_slingshot_spend,avg_shuffle_gain_total,avg_shuffle_gain_paid,avg_shuffle_gain_free,avg_shuffle_spend,avg_spt_gain_total,spt_gainer_rate_pct,avg_spt_gain_per_gainer,avg_spt_gain_CORE,avg_spt_gain_RAINBOW,avg_spt_gain_OFFER,avg_spt_gain_EVENT,avg_spt_gain_OTHER,hc_players_over_config,avg_hc_excess_removed,avg_hc_gain_total_uncorrected,avg_spt_excess_removed,avg_spt_gain_RAINBOW_uncorrected
2026-08-02,Variant,A. 0,5308,20.52,429.65,0.0809,1.36,5.9674,23.8,13.02,9.02,0.6928,0.4257,0.2153,1.4435,51.94,51.84,0.1,7.46,44.48,43.49,3.3414,14.36,197,418,2623,49.5787,0.4635,,,,,,0.0,0.0,0.0,0.5062,10.85,10.85,6.61,3.52,1.519,0.0722,1.4469,1.731,0.133,5308,0,10.69,30.48,2.96,7.46,0.35,,27405,0.6592,0.0311,0.6281,0.8173,0.0628,0.8598,0.0411,0.8188,0.9137,0.0702,0.2728,0.0115,0.2613,0.3193,0.2255,0.0098,0.2157,0.2856,0.1609,0.0098,0.1511,0.2123,0.1974,0.0107,0.1867,0.2127,0.3781,0.0183,0.3598,0.3195,0.2843,0.0121,0.2722,0.3815,107.96,20.1,537.05,98.45,0.0,2.16,7.34,0.0,1291,0.0,51.94,0.0,0.0
2026-08-02,Variant,B. 1-9,7276,28.13,155.25,0.0213,0.88,2.4258,19.5,10.08,4.92,0.4879,0.6134,0.3666,2.0495,33.44,30.62,2.82,1.77,31.67,36.28,3.6,5.28,200,316,1109,49.6431,0.6191,3.86,1,3,5,8,73.67,31.68,5.59,0.5427,36.23,36.23,16.67,5.28,2.2349,0.0401,2.1947,2.0825,0.2066,7276,0,18.36,11.02,1.76,1.77,0.54,16,16290,1.4924,0.0231,1.4694,1.2001,0.1191,0.7424,0.017,0.7254,0.8824,0.0875,0.6282,0.0092,0.619,0.5084,0.6016,0.0047,0.5969,0.4549,0.2626,0.0092,0.2534,0.2368,0.0882,0.0027,0.0855,0.1282,0.3892,0.0076,0.3817,0.4289,0.265,0.0067,0.2582,0.3252,51.7,65.42,79.03,44.93,0.04,3.51,3.22,0.0,1443,0.01,33.45,0.01,0.05
2026-08-02,Variant,C. 10-19,5475,21.17,292.51,0.0534,1.84,2.8961,38.56,21.23,12.83,0.6044,0.513,0.3117,1.6544,72.7,64.42,8.29,4.77,67.94,75.87,3.5742,6.56,220,352,953,51.7877,0.7137,9.3,4,8,13,18,63.78,26.05,3.18,0.3974,40.73,40.73,23.36,11.34,4.3005,0.0953,4.2051,4.3467,0.2048,5475,0,36.15,28.24,2.54,4.77,1.01,34,17073,2.7578,0.0564,2.7014,2.4446,0.1152,1.5426,0.0389,1.5037,1.9021,0.0896,1.0743,0.0314,1.0429,0.9911,1.1264,0.0111,1.1153,0.9271,0.5571,0.0139,0.5432,0.5264,0.1825,0.0071,0.1753,0.3196,0.8011,0.0153,0.7858,0.8809,0.5591,0.0164,0.5426,0.7016,125.75,81.26,154.76,107.38,0.08,4.76,13.53,0.0,1716,0.01,72.72,0.02,0.1
2026-08-02,Variant,D. 20-39,4606,17.81,537.73,0.1167,2.74,4.2677,59.49,34.44,24.24,0.7037,0.4168,0.2644,1.4211,130.99,115.62,15.37,9.7,121.29,133.75,3.8835,7.41,245,415,1044,53.3807,0.7675,15.98,6,13,22,32,56.97,19.24,4.15,0.3079,40.1,40.1,21.75,11.55,6.6274,0.1539,6.4735,6.2716,0.1821,4606,0,60.61,55.59,2.94,9.67,2.18,59,15374,4.0226,0.0827,3.9399,3.2929,0.0956,2.6049,0.0712,2.5337,2.9787,0.0865,1.4427,0.0276,1.4151,1.2555,1.6042,0.0243,1.5799,1.239,0.9757,0.0308,0.9449,0.7983,0.3521,0.0185,0.3337,0.4967,1.2191,0.0306,1.1884,1.2968,1.0337,0.0221,1.0115,1.1852,243.62,91.77,265.46,213.46,0.05,5.77,24.34,0.0,1859,0.01,131.0,0.01,0.06
2026-08-02,Variant,E. 40-99,2765,10.69,713.6,0.2581,3.98,6.4873,110.73,70.27,52.1,0.7413,0.362,0.2371,1.3489,260.18,229.32,30.86,24.7,235.48,261.93,3.7273,9.49,306,536,1201,55.9071,0.7846,28.48,10,20,40,60,38.26,10.13,2.39,0.1986,43.91,43.91,27.2,16.64,11.013,0.3338,10.6792,10.634,0.1513,2765,0,116.3,110.14,3.59,24.7,5.45,124,14348,6.0629,0.1313,5.9316,5.2231,0.0743,4.9501,0.2025,4.7476,5.4108,0.077,2.1052,0.0438,2.0615,1.8861,2.3501,0.0416,2.3085,1.9606,1.6076,0.0459,1.5617,1.3765,0.8199,0.0564,0.7635,1.0485,2.1732,0.0828,2.0904,2.2593,1.957,0.0633,1.8937,2.1031,514.63,98.52,522.38,471.61,0.01,8.08,34.93,0.0,1316,0.04,260.22,0.0,0.01
2026-08-02,Variant,F. 100+,435,1.68,164.13,0.3773,5.52,6.8387,237.32,167.74,125.26,0.7468,0.3172,0.2071,1.3391,514.78,439.53,75.25,40.69,474.09,506.32,3.0184,7.9,414,799,1493,58.9751,0.7915,51.08,19,35,67,112,22.07,3.22,0.69,0.1011,65.52,65.52,51.03,46.67,22.7402,0.6322,22.108,22.5195,0.1343,435,0,261.0,189.07,4.95,40.69,19.07,228,14656,12.0322,0.2138,11.8184,10.1356,0.0604,10.708,0.4184,10.2897,12.3839,0.0738,4.0713,0.0667,4.0046,3.4207,4.646,0.0805,4.5655,3.7747,3.3149,0.0667,3.2483,2.9402,1.8943,0.0966,1.7977,3.2897,4.5218,0.2161,4.3057,4.8759,4.292,0.1057,4.1862,4.2184,1175.16,98.85,1188.83,1120.16,0.0,12.83,42.17,0.0,238,0.0,514.78,0.0,0.0
2026-08-03,Control,A. 0,4023,15.92,4.47,0.0011,0.05,2.235,4.63,1.8,0.17,0.0954,0.9203,0.5839,10.4768,25.82,25.71,0.11,0.05,25.77,3.02,1.6807,0.19,200,541,3590,49.7525,0.581,,,,,,0.0,0.0,0.0,0.5819,,,,,1.1402,0.006,1.1342,0.301,0.1675,4023,0,10.93,13.75,1.0,0.05,0.09,,27585,0.4681,0.0022,0.4658,0.18,0.1002,0.6721,0.0037,0.6684,0.1211,0.0674,0.166,0.0,0.166,0.0701,0.1703,0.0022,0.168,0.0708,0.1317,0.0,0.1317,0.039,0.1534,0.0,0.1534,0.0214,0.2769,0.0015,0.2754,0.0497,0.2419,0.0022,0.2396,0.05,6.73,5.92,113.81,4.48,0.0,1.24,1.01,0.0,0,0.0,25.82,0.0,0.0
2026-08-03,Control,B. 1-9,7220,28.56,85.33,0.0118,0.61,1.9393,22.23,11.53,5.3,0.4596,0.6492,0.3975,2.1757,62.37,52.85,9.52,1.11,61.26,49.47,4.2903,1.78,207,372,1354,49.4903,0.5874,4.05,2,3,5,9,75.66,33.77,6.69,0.4673,,,,,3.4039,0.0298,3.3741,2.5615,0.2222,7220,0,29.74,28.72,2.18,1.11,0.62,16,19348,1.8393,0.015,1.8244,1.3953,0.121,1.5645,0.0148,1.5497,1.1662,0.1011,0.6662,0.0089,0.6573,0.5439,0.778,0.0022,0.7758,0.5548,0.3952,0.0039,0.3913,0.2965,0.4114,0.0024,0.409,0.2647,0.6044,0.005,0.5994,0.4756,0.5488,0.0075,0.5413,0.4259,65.92,71.02,92.81,61.64,0.0,2.9,1.38,0.0,1,0.0,62.37,0.0,0.0
2026-08-03,Control,C. 10-19,5697,22.54,258.28,0.0453,1.67,2.7187,42.67,23.27,14.21,0.6106,0.5186,0.3203,1.6378,119.41,92.19,27.22,3.88,115.53,102.92,4.4223,3.25,247,435,1306,51.7991,0.6718,9.92,4,9,14,19,67.11,28.47,4.3,0.3439,,,,,7.0239,0.0837,6.9401,5.135,0.2206,5697,0,61.5,50.02,2.86,3.88,1.15,36,19969,3.9201,0.0563,3.8638,2.6044,0.1119,3.1037,0.0274,3.0764,2.5306,0.1087,1.3727,0.0228,1.3498,0.9521,1.7372,0.0102,1.727,1.0734,0.8103,0.0233,0.7869,0.5789,0.7072,0.0049,0.7023,0.5652,1.1882,0.0128,1.1754,0.9993,1.2084,0.0097,1.1987,0.9661,164.18,85.62,191.74,156.37,0.0,3.49,4.32,0.0,0,0.0,119.41,0.0,0.0
2026-08-03,Control,D. 20-39,4766,18.86,876.32,0.1839,2.85,6.4435,68.77,39.11,28.5,0.7286,0.4036,0.2693,1.3725,210.57,155.86,54.71,13.68,196.89,187.6,4.7965,6.5,301,535,1269,53.6526,0.7247,17.51,7,14,25,36,61.27,24.05,4.78,0.2721,,,,,11.282,0.1878,11.0942,8.2906,0.212,4766,0,110.92,80.59,3.27,13.68,2.11,59,20192,6.1865,0.1114,6.0751,4.043,0.1034,5.0955,0.0764,5.0191,4.2476,0.1086,2.1395,0.0344,2.1051,1.4559,2.7763,0.0332,2.7432,1.6916,1.2707,0.0439,1.2268,0.8955,1.0632,0.0201,1.043,0.9276,1.9419,0.0313,1.9106,1.637,2.0904,0.025,2.0655,1.683,335.33,93.92,357.06,321.85,0.05,4.73,8.7,0.0,0,0.0,210.57,0.0,0.05
2026-08-03,Control,E. 40-99,3139,12.42,766.26,0.2441,3.73,6.5492,117.83,73.34,56.26,0.7671,0.3498,0.2367,1.3035,379.55,268.8,110.75,20.18,359.37,337.26,4.5986,5.32,384,709,1734,55.7463,0.746,30.08,12,23,41,62,42.56,11.02,2.55,0.1637,,,,,18.3364,0.3488,17.9876,14.1574,0.193,3139,0,202.79,147.93,4.13,20.18,4.52,124,16417,10.0532,0.1634,9.8898,6.8289,0.0931,8.2832,0.1854,8.0978,7.3284,0.0999,3.7502,0.0577,3.6926,2.5642,4.3746,0.05,4.3246,2.8554,1.9283,0.0558,1.8726,1.4094,1.8993,0.0443,1.855,1.7888,3.0182,0.0768,2.9414,2.7334,3.3657,0.0644,3.3014,2.8063,661.98,98.82,669.87,640.98,0.0,5.92,15.08,0.0,0,0.0,379.55,0.0,0.0
2026-08-03,Control,F. 100+,432,1.71,195.03,0.4515,6.71,6.7252,236.48,168.01,129.91,0.7732,0.301,0.2038,1.2933,795.03,523.9,271.13,45.72,749.32,730.09,4.3455,5.75,505,1030,1794,58.5025,0.7986,60.14,21,40,82,134,25.23,5.32,0.93,0.1065,,,,,36.8009,0.5324,36.2685,28.9907,0.1726,432,0,454.26,274.16,4.66,45.72,16.24,247,13640,20.8218,0.2083,20.6134,14.2176,0.0846,15.9792,0.3241,15.6551,14.7731,0.0879,8.1227,0.0741,8.0486,5.5231,8.8287,0.0671,8.7616,5.9861,3.8704,0.0671,3.8032,2.7083,3.9815,0.0972,3.8843,3.7731,5.8704,0.1343,5.7361,5.4259,6.1273,0.0926,6.0347,5.5741,1492.71,98.61,1513.73,1465.53,0.0,10.83,16.34,0.0,0,0.0,795.03,0.0,0.0
2026-08-03,Variant,A. 0,3940,15.64,25.93,0.0066,0.03,25.93,4.53,1.83,0.1,0.0524,0.9586,0.6849,19.0686,21.01,20.87,0.13,1.02,19.99,2.36,1.2868,4.83,199,398,2930,49.3675,0.5646,,,,,,0.0,0.0,0.0,0.5919,0.28,0.28,0.13,0.03,1.0376,0.0244,1.0132,0.3236,0.1764,3940,0,6.94,12.13,0.79,1.02,0.13,,26663,0.4525,0.0129,0.4396,0.2081,0.1135,0.585,0.0114,0.5736,0.1155,0.063,0.1439,0.0053,0.1386,0.0774,0.198,0.0038,0.1942,0.0858,0.1107,0.0038,0.1069,0.0449,0.1495,0.003,0.1464,0.0183,0.2404,0.003,0.2373,0.0556,0.1952,0.0053,0.1898,0.0416,5.9,7.92,74.5,1.72,0.22,0.99,2.97,0.0,642,0.01,21.01,0.03,0.24
2026-08-03,Variant,B. 1-9,7159,28.42,110.18,0.0154,0.73,2.1188,22.29,11.44,5.48,0.479,0.6283,0.3781,2.0879,56.13,52.97,3.16,1.31,54.82,45.28,3.9587,2.34,200,320,1219,49.7402,0.6032,4.19,2,3,6,9,76.42,35.97,7.08,0.4907,36.82,36.82,18.12,5.87,4.099,0.025,4.074,2.7895,0.2439,7159,0,17.73,34.68,1.99,1.31,0.42,17,17983,2.5276,0.0138,2.5138,1.5783,0.138,1.5714,0.0112,1.5603,1.2112,0.1059,1.2464,0.0073,1.2391,0.7279,0.9297,0.0018,0.9279,0.5684,0.3514,0.0047,0.3467,0.282,0.3343,0.0022,0.332,0.2478,0.7898,0.0049,0.7849,0.5719,0.4474,0.0041,0.4434,0.3915,73.3,69.65,105.24,58.76,9.02,2.74,2.78,0.0,1755,0.96,57.09,0.75,9.77
2026-08-03,Variant,C. 10-19,5828,23.13,429.17,0.0736,2.26,3.2513,44.47,23.76,14.24,0.5994,0.5267,0.3219,1.6684,115.57,106.9,8.67,6.25,109.32,95.13,4.0029,5.41,226,370,1072,51.4953,0.6663,9.85,5,8,13,19,67.88,28.77,3.69,0.333,42.57,42.57,25.82,11.94,8.1232,0.1021,8.0211,5.5643,0.2341,5828,0,37.28,67.97,2.7,6.25,1.36,35,18870,4.6265,0.0587,4.5678,2.9679,0.1249,3.4967,0.0434,3.4533,2.5964,0.1093,2.0153,0.0201,1.9952,1.2603,1.8856,0.017,1.8686,1.1366,0.7256,0.0216,0.704,0.571,0.6146,0.0091,0.6055,0.5304,1.8706,0.0177,1.853,1.2371,1.0115,0.0166,0.9949,0.8289,194.23,85.11,228.22,148.54,31.39,3.35,10.95,0.0,2092,2.23,117.8,2.95,34.34
2026-08-03,Variant,D. 20-39,4851,19.26,514.61,0.1061,2.74,3.8692,70.46,39.74,27.92,0.7025,0.43,0.2801,1.4234,191.96,175.94,16.02,10.52,181.44,173.35,4.3624,5.48,272,463,1130,53.3101,0.7201,17.17,8,14,24,35,61.43,22.02,4.64,0.2711,45.31,45.31,24.57,13.23,12.3869,0.256,12.1309,8.6718,0.2182,4851,0,64.33,111.63,3.32,10.52,2.15,60,17456,6.6885,0.188,6.5005,4.1255,0.1038,5.6984,0.068,5.6304,4.5463,0.1144,2.7153,0.0598,2.6555,1.63,2.6778,0.0623,2.6155,1.5964,1.2954,0.066,1.2294,0.8992,1.054,0.0144,1.0396,1.0254,2.8518,0.028,2.8237,2.0037,1.7926,0.0256,1.7671,1.5172,376.97,94.04,400.85,284.4,64.3,4.28,23.99,0.0,2205,3.61,195.57,5.89,70.18
2026-08-03,Variant,E. 40-99,3004,11.92,551.21,0.1835,3.7,4.9659,127.53,77.68,57.72,0.7431,0.373,0.2469,1.3457,345.89,315.32,30.57,16.38,329.51,307.91,3.964,4.74,342,612,1346,55.4744,0.7125,28.91,12,22,40,60,41.05,10.15,1.9,0.1674,47.74,47.74,28.7,16.48,19.5306,0.1864,19.3442,14.1901,0.1827,3004,0,119.52,201.1,4.35,16.38,4.54,110,17080,9.8535,0.0709,9.7826,6.5819,0.0847,9.6771,0.1155,9.5616,7.6082,0.0979,3.6568,0.023,3.6338,2.4527,3.8439,0.024,3.8199,2.4744,2.3529,0.024,2.3289,1.6548,2.0336,0.0286,2.005,1.7763,4.4304,0.0449,4.3855,3.1871,3.213,0.0419,3.1711,2.6448,760.37,98.97,768.3,579.77,125.96,6.02,48.63,0.0,1557,5.56,351.46,11.94,137.89
2026-08-03,Variant,F. 100+,411,1.63,73.96,0.18,5.11,3.5219,241.36,172.62,125.95,0.7296,0.3085,0.216,1.3705,622.81,545.62,77.19,19.71,603.1,552.92,3.2032,3.16,442,853,1610,58.8911,0.7808,52.14,20,36,64,115,20.19,4.38,0.49,0.0779,67.64,67.64,47.2,40.88,33.708,0.2433,33.4647,26.1873,0.1517,411,0,246.63,334.98,5.51,19.71,15.99,240,8756,16.4672,0.073,16.3942,12.0024,0.0695,17.2409,0.1703,17.0706,14.1849,0.0822,5.7226,0.0243,5.6983,4.129,5.9805,0.0243,5.9562,4.399,4.764,0.0243,4.7397,3.4745,3.7567,0.0365,3.7202,3.6107,7.4355,0.0852,7.3504,5.6667,6.0487,0.0487,6.0,4.9075,1563.54,98.78,1582.8,1215.25,248.81,8.95,90.52,0.0,249,11.85,634.66,28.81,277.63
2026-08-04,Control,A. 0,4448,17.26,236.49,0.0532,0.63,8.4461,14.77,8.13,5.45,0.6695,0.4334,0.2118,1.4937,43.87,43.72,0.15,4.44,39.43,25.8,3.1716,10.12,201,488,3126,49.5645,0.5305,,,,,,0.0,0.0,0.0,0.5461,,,,,1.2273,0.0434,1.1839,0.942,0.1158,4448,0,10.87,26.44,1.86,4.44,0.25,,28285,0.3849,0.0142,0.3707,0.4161,0.0512,0.8424,0.0292,0.8132,0.5259,0.0646,0.1284,0.0056,0.1228,0.1556,0.1405,0.0043,0.1362,0.1589,0.116,0.0043,0.1117,0.1016,0.2046,0.0056,0.199,0.1394,0.3568,0.0169,0.3399,0.1999,0.281,0.0067,0.2743,0.1866,81.64,9.22,885.7,77.53,0.0,0.72,3.39,0.0,0,0.0,43.87,0.0,0.0
2026-08-04,Control,B. 1-9,7342,28.49,127.53,0.0174,0.84,2.0569,20.07,10.53,5.25,0.499,0.6152,0.3806,2.0039,47.67,38.01,9.66,1.5,46.17,43.18,4.1009,3.14,203,362,1307,49.4898,0.593,4.12,1,3,6,9,75.25,33.91,7.56,0.4749,,,,,2.6046,0.0249,2.5797,2.3569,0.2239,7342,0,28.68,14.73,2.17,1.5,0.6,18,19949,1.4451,0.0155,1.4296,1.2378,0.1176,1.1595,0.0094,1.1501,1.119,0.1063,0.5132,0.0075,0.5057,0.4797,0.6715,0.0018,0.6697,0.5054,0.2604,0.0063,0.2542,0.2527,0.2192,0.0014,0.2178,0.2359,0.5124,0.0054,0.5069,0.4767,0.4279,0.0026,0.4254,0.4064,58.59,57.14,102.55,55.0,0.0,1.73,1.86,0.0,1,0.0,47.67,0.0,0.01
2026-08-04,Control,C. 10-19,5732,22.24,386.27,0.0674,1.74,3.8627,38.54,21.28,13.82,0.6495,0.4812,0.3036,1.5397,101.68,75.12,26.56,5.91,95.77,94.65,4.4474,5.81,242,441,1318,52.0397,0.6843,9.76,4,9,13,19,66.24,28.21,3.94,0.3543,,,,,5.4438,0.1106,5.3332,4.6771,0.2198,5732,0,58.26,33.53,2.77,5.91,1.22,36,19545,2.9857,0.0602,2.9255,2.3594,0.1109,2.4581,0.0504,2.4077,2.3177,0.1089,1.0522,0.0187,1.0335,0.8852,1.3943,0.0171,1.3772,0.9698,0.5393,0.0244,0.5148,0.5044,0.4206,0.0131,0.4075,0.4536,1.1001,0.0208,1.0794,0.9484,0.9374,0.0166,0.9208,0.9157,148.59,70.69,210.2,138.35,0.0,2.41,7.84,0.0,0,0.0,101.68,0.0,0.0
2026-08-04,Control,D. 20-39,4836,18.77,552.92,0.1143,2.3,4.9813,60.52,35.91,26.39,0.7349,0.3917,0.2575,1.3607,178.75,128.02,50.74,9.35,169.41,161.11,4.4872,5.23,292,514,1267,53.5945,0.747,16.27,7,13,23,33,57.75,20.33,4.4,0.2713,,,,,8.6445,0.147,8.4975,7.3145,0.2037,4836,0,100.54,63.71,2.77,9.35,2.39,60,19276,4.7479,0.0763,4.6716,3.6001,0.1003,3.8966,0.0707,3.8259,3.7144,0.1034,1.7829,0.0261,1.7568,1.3832,2.1015,0.023,2.0786,1.47,0.8635,0.0273,0.8362,0.7469,0.7008,0.019,0.6818,0.7514,1.5693,0.0289,1.5403,1.458,1.6266,0.0227,1.6038,1.505,293.94,82.15,357.79,275.2,0.0,3.04,15.7,0.0,1,0.0,178.75,0.0,0.0
2026-08-04,Control,E. 40-99,3013,11.69,680.34,0.2258,3.55,6.3583,107.6,67.95,52.02,0.7657,0.3484,0.2346,1.3061,354.88,247.41,107.47,20.32,334.56,324.78,4.7798,5.73,380,730,1788,56.0482,0.7876,29.78,11,22,41,63,40.82,11.78,2.49,0.1772,,,,,15.4514,0.3316,15.1198,12.916,0.1901,3013,0,194.95,131.43,3.67,20.28,4.55,126,16489,8.6017,0.1663,8.4354,6.2526,0.092,6.8497,0.1653,6.6844,6.6635,0.0981,3.4985,0.0528,3.4457,2.455,3.6392,0.0528,3.5865,2.5785,1.464,0.0607,1.4033,1.2191,1.4378,0.0468,1.391,1.5629,2.5546,0.0627,2.4919,2.3983,2.8573,0.0558,2.8015,2.7023,618.58,92.23,670.66,583.82,0.0,5.81,28.95,0.0,0,0.0,354.88,0.0,0.0
2026-08-04,Control,F. 100+,400,1.55,176.97,0.4424,6.0,7.3738,234.52,156.64,125.4,0.8006,0.2954,0.208,1.2491,752.74,487.5,265.24,34.88,717.86,660.38,4.216,4.63,518,1025,2046,58.8355,0.8201,59.36,21,40,89,128,28.5,4.75,0.25,0.125,,,,,33.0925,0.4575,32.635,28.9775,0.185,400,0,434.58,265.13,6.33,34.88,11.84,232,11443,18.1975,0.18,18.0175,12.5625,0.0802,14.895,0.2775,14.6175,16.415,0.1048,7.0175,0.0475,6.97,4.7925,7.7325,0.0625,7.67,5.245,3.4475,0.07,3.3775,2.525,3.6225,0.055,3.5675,5.7075,5.6425,0.1,5.5425,5.325,5.63,0.1225,5.5075,5.3825,1593.01,99.25,1605.05,1538.5,0.0,9.15,45.36,0.0,0,0.0,752.74,0.0,0.0
2026-08-04,Variant,A. 0,4372,17.1,190.14,0.0435,0.85,5.1389,18.26,10.0,6.76,0.6766,0.4355,0.2131,1.4781,34.46,34.34,0.12,3.75,30.71,26.86,2.6868,10.88,197,410,2866,49.7256,0.5178,,,,,,0.0,0.0,0.0,0.5368,5.83,5.83,3.48,1.72,1.5156,0.0325,1.4831,1.5814,0.1582,4372,0,7.93,20.5,2.15,3.75,0.13,,25950,0.7081,0.0117,0.6965,0.8131,0.0813,0.8074,0.0208,0.7866,0.7683,0.0768,0.2781,0.0043,0.2738,0.3136,0.2489,0.0037,0.2452,0.2724,0.1812,0.0037,0.1775,0.2271,0.145,0.0037,0.1414,0.1704,0.3708,0.0082,0.3625,0.2441,0.2916,0.0089,0.2827,0.3538,101.26,11.67,868.03,84.54,15.16,0.56,1.0,0.0,853,2.32,36.78,1.64,16.79
2026-08-04,Variant,B. 1-9,7244,28.33,92.89,0.0128,0.77,1.6587,21.24,11.04,5.19,0.4699,0.6328,0.3831,2.1279,39.56,36.53,3.02,1.3,38.25,39.4,3.5697,3.3,200,324,1185,49.6962,0.6101,4.03,2,3,5,8,75.52,34.0,6.31,0.4949,34.88,34.88,16.36,5.04,3.1691,0.0338,3.1353,2.586,0.2343,7244,0,17.32,18.63,1.88,1.3,0.42,16,17945,1.8879,0.0199,1.868,1.3991,0.1268,1.2812,0.0139,1.2673,1.1869,0.1075,0.8769,0.0109,0.866,0.6367,0.7626,0.0018,0.7608,0.5228,0.2485,0.0072,0.2413,0.2396,0.1679,0.0029,0.165,0.202,0.7387,0.0043,0.7344,0.593,0.3747,0.0068,0.3679,0.3919,62.71,55.76,112.48,51.5,8.98,1.5,0.74,0.0,1763,0.83,40.38,0.98,9.96
2026-08-04,Variant,C. 10-19,5784,22.62,360.99,0.0624,1.9,3.2817,43.16,23.35,13.83,0.5925,0.5289,0.3198,1.6878,81.16,72.7,8.46,5.54,75.62,80.68,3.4552,6.83,220,375,1091,51.8384,0.6863,9.52,4,8,13,18,66.32,26.82,3.6,0.3537,41.72,41.72,23.37,11.77,6.098,0.0915,6.0066,5.0742,0.2173,5784,0,34.44,37.12,2.65,5.54,1.41,33,19024,3.3662,0.0482,3.3179,2.5586,0.1096,2.7318,0.0432,2.6886,2.5156,0.1077,1.3696,0.0187,1.351,1.0448,1.3907,0.0114,1.3793,0.9969,0.6058,0.0182,0.5877,0.5169,0.4142,0.0105,0.4037,0.5111,1.4633,0.0182,1.4452,1.1855,0.8543,0.0145,0.8397,0.819,158.99,72.75,218.54,128.26,26.28,2.33,2.11,0.0,2121,2.02,83.18,3.09,29.37
2026-08-04,Variant,D. 20-39,4877,19.08,469.76,0.0963,2.46,3.9147,68.28,38.52,26.43,0.6862,0.4395,0.2803,1.4573,128.58,113.33,15.26,8.63,119.95,142.65,3.7033,6.71,246,416,1058,53.3131,0.7367,15.94,7,12,22,33,56.12,19.11,4.51,0.2666,43.1,43.1,23.48,11.95,8.8671,0.1665,8.7006,7.6061,0.1975,4877,0,57.98,57.07,3.17,8.63,1.73,60,14580,4.7909,0.1015,4.6894,3.7675,0.0978,4.0763,0.065,4.0113,3.8386,0.0997,1.7088,0.0306,1.6783,1.3957,1.8561,0.0355,1.8206,1.4191,1.226,0.0355,1.1905,0.9526,0.758,0.0137,0.7443,0.7769,1.9321,0.0262,1.9059,1.7101,1.3861,0.025,1.3611,1.3517,297.19,83.43,356.2,241.92,48.2,3.02,4.04,0.0,2185,2.38,130.96,5.32,53.53
2026-08-04,Variant,E. 40-99,2896,11.33,510.28,0.1762,3.69,4.769,117.37,72.98,52.06,0.7133,0.3903,0.2489,1.4019,231.11,200.66,30.45,17.83,213.27,244.85,3.3549,7.72,304,540,1226,55.8959,0.7743,26.55,10,19,38,55,35.84,8.25,1.35,0.1747,43.02,43.02,25.55,15.61,14.2113,0.2994,13.9119,12.5791,0.1724,2896,0,112.93,92.36,3.63,17.83,4.34,105,13673,7.586,0.1989,7.3871,5.9865,0.082,6.6253,0.1005,6.5249,6.5925,0.0903,2.6613,0.058,2.6032,2.1713,2.7293,0.0673,2.6619,2.1903,2.1954,0.0735,2.1219,1.625,1.0946,0.0262,1.0684,1.4824,3.1032,0.0418,3.0615,2.7756,2.4275,0.0325,2.395,2.3346,583.39,93.37,624.82,488.48,84.14,5.83,4.94,0.0,1465,2.99,234.1,7.48,91.62
