event_date,ab_group,resource_category,resource,unit,source_detail,action,source_main,segment_players,gainers,pct_gainers,amount_gained,amount_gained_free,amount_gained_paid,amount_per_active_player,amount_per_gainer
2026-08-02,Control,Avatar,Avatar,items,saga_progression,chapter_complete,core,448,278,62.05,924,,,2.06,3.32
2026-08-02,Control,currency,HardCoin,coins,saga_progression,chapter_complete,core,448,440,98.21,113810,113810,0,254.04,258.66
2026-08-02,Control,currency,HardCoin,coins,player_level_up,reward_chest,core,448,420,93.75,80775,80775,0,180.3,192.32
2026-08-02,Control,currency,HardCoin,coins,river_rush,reward_event,meta,448,73,16.29,11760,11760,0,26.25,161.1
2026-08-02,Control,currency,HardCoin,coins,dream_pass_event,reward_event,meta,448,178,39.73,8690,8690,0,19.4,48.82
2026-08-02,Control,currency,HardCoin,coins,daily_reward,daily_reward,core,448,245,54.69,8260,8260,0,18.44,33.71
2026-08-02,Control,currency,HardCoin,coins,Hatchling Hideaway,event_reward,meta,448,162,36.16,7450,7450,0,16.63,45.99
2026-08-02,Control,currency,HardCoin,coins,reward_chest,reward_chest,other,448,28,6.25,3945,3945,0,8.81,140.89
2026-08-02,Control,currency,HardCoin,coins,race_event,reward_event,meta,448,43,9.6,3375,3375,0,7.53,78.49
2026-08-02,Control,currency,HardCoin,coins,facebook_like,facebook_like,other,448,25,5.58,3100,3100,0,6.92,124.0
2026-08-02,Control,currency,HardCoin,coins,bundle_1_with_prelevel_boosters_tier3,purchase,purchase,448,7,1.56,2600,0,2600,5.8,371.43
2026-08-02,Control,currency,HardCoin,coins,ad_chest,ad_chest,ads,448,98,21.88,2130,2130,0,4.75,21.73
2026-08-02,Control,currency,HardCoin,coins,xs_coins2,purchase,purchase,448,3,0.67,2000,0,2000,4.46,666.67
2026-08-02,Control,currency,HardCoin,coins,special_offer1_tier3,purchase,purchase,448,6,1.34,1800,0,1800,4.02,300.0
2026-08-02,Control,currency,HardCoin,coins,kite_festival_event,reward_event,meta,448,6,1.34,1400,1400,0,3.13,233.33
2026-08-02,Control,currency,HardCoin,coins,xs_coins_tier3,purchase,purchase,448,2,0.45,1050,0,1050,2.34,525.0
2026-08-02,Control,currency,HardCoin,coins,bundle_3_with_prelevel_boosters_tier3,purchase,purchase,448,1,0.22,1000,0,1000,2.23,1000.0
2026-08-02,Control,currency,HardCoin,coins,bomb_event,reward_event,meta,448,5,1.12,900,900,0,2.01,180.0
2026-08-02,Control,currency,HardCoin,coins,offer_free_items,rolling_offer,meta,448,5,1.12,800,800,0,1.79,160.0
2026-08-02,Control,currency,HardCoin,coins,rolling_offer_p049_tier3,purchase,purchase,448,4,0.89,600,0,600,1.34,150.0
2026-08-02,Control,currency,HardCoin,coins,special_offer1,purchase,purchase,448,2,0.45,600,0,600,1.34,300.0
2026-08-02,Control,currency,HardCoin,coins,rolling_offer_p349_tier3,purchase,purchase,448,1,0.22,550,0,550,1.23,550.0
2026-08-02,Control,currency,HardCoin,coins,s_coins2,purchase,purchase,448,1,0.22,500,0,500,1.12,500.0
2026-08-02,Control,currency,HardCoin,coins,rolling_offer_tier1_p199_tier3,purchase,purchase,448,2,0.45,400,0,400,0.89,200.0
2026-08-02,Control,currency,HardCoin,coins,rolling_offer_tier1_p299_tier3,purchase,purchase,448,1,0.22,400,0,400,0.89,400.0
2026-08-02,Control,currency,HardCoin,coins,special_offer10,purchase,purchase,448,1,0.22,300,0,300,0.67,300.0
2026-08-02,Control,currency,HardCoin,coins,special_offer9_tier3,purchase,purchase,448,1,0.22,300,0,300,0.67,300.0
2026-08-02,Control,currency,HardCoin,coins,rolling_offer_tier1_p499_VarA,purchase,purchase,448,1,0.22,300,0,300,0.67,300.0
2026-08-02,Control,currency,HardCoin,coins,heart_gift,heart_gift,other,448,94,20.98,285,285,0,0.64,3.03
2026-08-02,Control,currency,HardCoin,coins,ArcheryArena,reward_event,meta,448,1,0.22,200,200,0,0.45,200.0
2026-08-02,Control,currency,HardCoin,coins,rolling_offer_p099_VarA,purchase,purchase,448,1,0.22,200,0,200,0.45,200.0
2026-08-02,Control,currency,HardCoin,coins,Hard_Level_Offer1,purchase,purchase,448,2,0.45,200,0,200,0.45,100.0
2026-08-02,Control,currency,HardCoin,coins,team_versus,reward_event,meta,448,2,0.45,200,200,0,0.45,100.0
2026-08-02,Control,currency,HardCoin,coins,Hard_level_offer1_tier3,purchase,purchase,448,2,0.45,200,0,200,0.45,100.0
2026-08-02,Control,currency,HardCoin,coins,team_collection,reward_event,meta,448,2,0.45,110,110,0,0.25,55.0
2026-08-02,Control,currency,HardCoin,coins,great_offer1_299,purchase,purchase,448,1,0.22,100,0,100,0.22,100.0
2026-08-02,Control,currency,HardCoin,coins,team_versus_contribution,reward_event,meta,448,1,0.22,70,70,0,0.16,70.0
2026-08-02,Control,currency,HardCoin,coins,single_collection,reward_event,meta,448,1,0.22,50,50,0,0.11,50.0
2026-08-02,Control,currency,HardCoin,coins,event_progress,reward_event,meta,448,1,0.22,50,50,0,0.11,50.0
2026-08-02,Control,currency,HardCoin,coins,season_pass_event,reward_event,meta,448,1,0.22,10,10,0,0.02,10.0
2026-08-02,Control,dream_pass_tokens,DreamPassToken,items,offer_free_items,rolling_offer,meta,448,126,28.13,6500,,,14.51,51.59
2026-08-02,Control,dream_pass_tokens,DreamPassToken,items,river_rush,reward_event,meta,448,54,12.05,2890,,,6.45,53.52
2026-08-02,Control,dream_pass_tokens,DreamPassToken,items,FlockRush,event_reward,meta,448,139,31.03,2840,,,6.34,20.43
2026-08-02,Control,dream_pass_tokens,DreamPassToken,items,race_event,reward_event,meta,448,52,11.61,2620,,,5.85,50.38
2026-08-02,Control,dream_pass_tokens,DreamPassToken,items,kite_festival_event,reward_event,meta,448,9,2.01,2505,,,5.59,278.33
2026-08-02,Control,life,life,items,ask_for_lives,ask_for_lives,other,448,46,10.27,210,,,0.47,4.57
2026-08-02,Control,life,life,items,ad_life,ad_life,ads,448,36,8.04,51,,,0.11,1.42
2026-08-02,Control,life,liferefill,items,coin_purchase,coin_purchase,other,448,42,9.38,460,,,1.03,10.95
2026-08-02,Control,orb,Reds_Greatest_Challenge,items,dream_pass_event,reward_event,meta,448,29,6.47,29,,,0.06,1.0
2026-08-02,Control,powerup,powerup_1,items,saga_progression,chapter_complete,core,448,392,87.5,522,,,1.17,1.33
2026-08-02,Control,powerup,powerup_1,items,player_level_up,reward_chest,core,448,257,57.37,278,,,0.62,1.08
2026-08-02,Control,powerup,powerup_1,items,river_rush,reward_event,meta,448,69,15.4,122,,,0.27,1.77
2026-08-02,Control,powerup,powerup_1,items,Hatchling Hideaway,event_reward,meta,448,106,23.66,111,,,0.25,1.05
2026-08-02,Control,powerup,powerup_1,items,reward_chest,reward_chest,other,448,28,6.25,33,,,0.07,1.18
2026-08-02,Control,powerup,powerup_1,items,ad_chest,ad_chest,ads,448,25,5.58,30,,,0.07,1.2
2026-08-02,Control,powerup,powerup_1,items,race_event,reward_event,meta,448,25,5.58,26,,,0.06,1.04
2026-08-02,Control,powerup,powerup_1,items,bundle_1_with_prelevel_boosters_tier3,purchase,purchase,448,7,1.56,13,,,0.03,1.86
2026-08-02,Control,powerup,powerup_1,items,dream_pass_event,reward_event,meta,448,3,0.67,5,,,0.01,1.67
2026-08-02,Control,powerup,powerup_1,items,daily_reward,daily_reward,core,448,5,1.12,5,,,0.01,1.0
2026-08-02,Control,powerup,powerup_1,items,rolling_offer_p049_tier3,purchase,purchase,448,4,0.89,4,,,0.01,1.0
2026-08-02,Control,powerup,powerup_1,items,bomb_event,reward_event,meta,448,4,0.89,4,,,0.01,1.0
2026-08-02,Control,powerup,powerup_1,items,kite_festival_event,reward_event,meta,448,3,0.67,3,,,0.01,1.0
2026-08-02,Control,powerup,powerup_1,items,bundle_3_with_prelevel_boosters_tier3,purchase,purchase,448,1,0.22,2,,,0.0,2.0
2026-08-02,Control,powerup,powerup_1,items,offer_free_items,rolling_offer,meta,448,2,0.45,2,,,0.0,1.0
2026-08-02,Control,powerup,powerup_1,items,team_versus,reward_event,meta,448,2,0.45,2,,,0.0,1.0
2026-08-02,Control,powerup,powerup_1,items,rolling_offer_tier1_p199_tier3,purchase,purchase,448,2,0.45,2,,,0.0,1.0
2026-08-02,Control,powerup,powerup_1,items,rolling_offer_p349_tier3,purchase,purchase,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,powerup,powerup_1,items,rolling_offer_tier1_p299_tier3,purchase,purchase,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,powerup,powerup_1,items,special_offer9_tier3,purchase,purchase,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,powerup,powerup_1,items,ArcheryArena,reward_event,meta,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,powerup,powerup_1,items,rolling_offer_tier1_p499_VarA,purchase,purchase,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,powerup,powerup_1,items,rolling_offer_p099_VarA,purchase,purchase,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,powerup,powerup_1,items,team_versus_contribution,reward_event,meta,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,powerup,powerup_1,items,special_offer10,purchase,purchase,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,powerup,powerup_2,items,saga_progression,chapter_complete,core,448,393,87.72,1042,,,2.33,2.65
2026-08-02,Control,powerup,powerup_2,items,player_level_up,reward_chest,core,448,315,70.31,726,,,1.62,2.3
2026-08-02,Control,powerup,powerup_2,items,FlockRush,event_reward,meta,448,140,31.25,144,,,0.32,1.03
2026-08-02,Control,powerup,powerup_2,items,river_rush,reward_event,meta,448,68,15.18,132,,,0.29,1.94
2026-08-02,Control,powerup,powerup_2,items,Hatchling Hideaway,event_reward,meta,448,122,27.23,122,,,0.27,1.0
2026-08-02,Control,powerup,powerup_2,items,daily_reward,daily_reward,core,448,73,16.29,74,,,0.17,1.01
2026-08-02,Control,powerup,powerup_2,items,ad_chest,ad_chest,ads,448,47,10.49,53,,,0.12,1.13
2026-08-02,Control,powerup,powerup_2,items,dream_pass_event,reward_event,meta,448,40,8.93,50,,,0.11,1.25
2026-08-02,Control,powerup,powerup_2,items,reward_chest,reward_chest,other,448,28,6.25,42,,,0.09,1.5
2026-08-02,Control,powerup,powerup_2,items,ingame,purchase,purchase,448,4,0.89,18,,,0.04,4.5
2026-08-02,Control,powerup,powerup_2,items,bundle_1_with_prelevel_boosters_tier3,purchase,purchase,448,7,1.56,13,,,0.03,1.86
2026-08-02,Control,powerup,powerup_2,items,offer_free_items,rolling_offer,meta,448,8,1.79,11,,,0.02,1.38
2026-08-02,Control,powerup,powerup_2,items,race_event,reward_event,meta,448,5,1.12,5,,,0.01,1.0
2026-08-02,Control,powerup,powerup_2,items,special_offer10,purchase,purchase,448,1,0.22,3,,,0.01,3.0
2026-08-02,Control,powerup,powerup_2,items,kite_festival_event,reward_event,meta,448,2,0.45,2,,,0.0,1.0
2026-08-02,Control,powerup,powerup_2,items,bundle_3_with_prelevel_boosters_tier3,purchase,purchase,448,1,0.22,2,,,0.0,2.0
2026-08-02,Control,powerup,powerup_2,items,special_offer9_tier3,purchase,purchase,448,1,0.22,2,,,0.0,2.0
2026-08-02,Control,powerup,powerup_2,items,rolling_offer_tier1_p199_tier3,purchase,purchase,448,2,0.45,2,,,0.0,1.0
2026-08-02,Control,powerup,powerup_2,items,single_collection,reward_event,meta,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,powerup,powerup_2,items,season_pass_event,reward_event,meta,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,powerup,powerup_2,items,team_collection,reward_event,meta,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,powerup,powerup_2,items,bomb_event,reward_event,meta,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,powerup,powerup_2,items,rolling_offer_p349_tier3,purchase,purchase,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,powerup,powerup_2,items,rolling_offer_tier1_p499_VarA,purchase,purchase,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,powerup,powerup_2,items,rolling_offer_tier1_p299_tier3,purchase,purchase,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,powerup,powerup_3,items,saga_progression,chapter_complete,core,448,394,87.95,1057,,,2.36,2.68
2026-08-02,Control,powerup,powerup_3,items,player_level_up,reward_chest,core,448,365,81.47,794,,,1.77,2.18
2026-08-02,Control,powerup,powerup_3,items,dream_pass_event,reward_event,meta,448,121,27.01,136,,,0.3,1.12
2026-08-02,Control,powerup,powerup_3,items,Hatchling Hideaway,event_reward,meta,448,120,26.79,122,,,0.27,1.02
2026-08-02,Control,powerup,powerup_3,items,river_rush,reward_event,meta,448,54,12.05,85,,,0.19,1.57
2026-08-02,Control,powerup,powerup_3,items,facebook_like,facebook_like,other,448,25,5.58,62,,,0.14,2.48
2026-08-02,Control,powerup,powerup_3,items,ad_chest,ad_chest,ads,448,43,9.6,50,,,0.11,1.16
2026-08-02,Control,powerup,powerup_3,items,reward_chest,reward_chest,other,448,28,6.25,47,,,0.1,1.68
2026-08-02,Control,powerup,powerup_3,items,daily_reward,daily_reward,core,448,28,6.25,28,,,0.06,1.0
2026-08-02,Control,powerup,powerup_3,items,ingame,purchase,purchase,448,3,0.67,18,,,0.04,6.0
2026-08-02,Control,powerup,powerup_3,items,race_event,reward_event,meta,448,13,2.9,13,,,0.03,1.0
2026-08-02,Control,powerup,powerup_3,items,bundle_1_with_prelevel_boosters_tier3,purchase,purchase,448,7,1.56,13,,,0.03,1.86
2026-08-02,Control,powerup,powerup_3,items,offer_free_items,rolling_offer,meta,448,7,1.56,9,,,0.02,1.29
2026-08-02,Control,powerup,powerup_3,items,kite_festival_event,reward_event,meta,448,4,0.89,4,,,0.01,1.0
2026-08-02,Control,powerup,powerup_3,items,bomb_event,reward_event,meta,448,3,0.67,3,,,0.01,1.0
2026-08-02,Control,powerup,powerup_3,items,special_offer10,purchase,purchase,448,1,0.22,3,,,0.01,3.0
2026-08-02,Control,powerup,powerup_3,items,bundle_3_with_prelevel_boosters_tier3,purchase,purchase,448,1,0.22,2,,,0.0,2.0
2026-08-02,Control,powerup,powerup_3,items,special_offer9_tier3,purchase,purchase,448,1,0.22,2,,,0.0,2.0
2026-08-02,Control,powerup,powerup_3,items,rolling_offer_tier1_p199_tier3,purchase,purchase,448,2,0.45,2,,,0.0,1.0
2026-08-02,Control,powerup,powerup_3,items,team_versus,reward_event,meta,448,2,0.45,2,,,0.0,1.0
2026-08-02,Control,powerup,powerup_3,items,team_collection,reward_event,meta,448,1,0.22,2,,,0.0,2.0
2026-08-02,Control,powerup,powerup_3,items,rolling_offer_p349_tier3,purchase,purchase,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,powerup,powerup_3,items,single_collection,reward_event,meta,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,powerup,powerup_3,items,red_event,reward_event,meta,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,powerup,powerup_3,items,rolling_offer_tier1_p499_VarA,purchase,purchase,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,powerup,powerup_3,items,rolling_offer_tier1_p299_tier3,purchase,purchase,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,pre_level_booster,pre_level_booster_1,items,saga_progression,chapter_complete,core,448,426,95.09,2286,,,5.1,5.37
2026-08-02,Control,pre_level_booster,pre_level_booster_1,items,dream_pass_event,reward_event,meta,448,141,31.47,398,,,0.89,2.82
2026-08-02,Control,pre_level_booster,pre_level_booster_1,items,player_level_up,reward_chest,core,448,245,54.69,266,,,0.59,1.09
2026-08-02,Control,pre_level_booster,pre_level_booster_1,items,FlockRush,event_reward,meta,448,140,31.25,144,,,0.32,1.03
2026-08-02,Control,pre_level_booster,pre_level_booster_1,items,offer_free_items,rolling_offer,meta,448,126,28.13,130,,,0.29,1.03
2026-08-02,Control,pre_level_booster,pre_level_booster_1,items,Hatchling Hideaway,event_reward,meta,448,112,25.0,114,,,0.25,1.02
2026-08-02,Control,pre_level_booster,pre_level_booster_1,items,river_rush,reward_event,meta,448,43,9.6,52,,,0.12,1.21
2026-08-02,Control,pre_level_booster,pre_level_booster_1,items,reward_chest,reward_chest,other,448,27,6.03,27,,,0.06,1.0
2026-08-02,Control,pre_level_booster,pre_level_booster_1,items,bundle_1_with_prelevel_boosters_tier3,purchase,purchase,448,7,1.56,13,,,0.03,1.86
2026-08-02,Control,pre_level_booster,pre_level_booster_1,items,ad_chest,ad_chest,ads,448,3,0.67,3,,,0.01,1.0
2026-08-02,Control,pre_level_booster,pre_level_booster_1,items,rolling_offer_tier1_p199_tier3,purchase,purchase,448,2,0.45,2,,,0.0,1.0
2026-08-02,Control,pre_level_booster,pre_level_booster_1,items,season_pass_event,reward_event,meta,448,1,0.22,2,,,0.0,2.0
2026-08-02,Control,pre_level_booster,pre_level_booster_1,items,bundle_3_with_prelevel_boosters_tier3,purchase,purchase,448,1,0.22,2,,,0.0,2.0
2026-08-02,Control,pre_level_booster,pre_level_booster_1,items,event_progress,reward_event,meta,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,pre_level_booster,pre_level_booster_1,items,race_event,reward_event,meta,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,pre_level_booster,pre_level_booster_1,items,rolling_offer_p349_tier3,purchase,purchase,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,pre_level_booster,pre_level_booster_1,items,rolling_offer_tier1_p299_tier3,purchase,purchase,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,pre_level_booster,pre_level_booster_2,items,saga_progression,chapter_complete,core,448,425,94.87,2237,,,4.99,5.26
2026-08-02,Control,pre_level_booster,pre_level_booster_2,items,player_level_up,reward_chest,core,448,248,55.36,645,,,1.44,2.6
2026-08-02,Control,pre_level_booster,pre_level_booster_2,items,dream_pass_event,reward_event,meta,448,161,35.94,417,,,0.93,2.59
2026-08-02,Control,pre_level_booster,pre_level_booster_2,items,FlockRush,event_reward,meta,448,140,31.25,144,,,0.32,1.03
2026-08-02,Control,pre_level_booster,pre_level_booster_2,items,offer_free_items,rolling_offer,meta,448,126,28.13,129,,,0.29,1.02
2026-08-02,Control,pre_level_booster,pre_level_booster_2,items,Hatchling Hideaway,event_reward,meta,448,118,26.34,118,,,0.26,1.0
2026-08-02,Control,pre_level_booster,pre_level_booster_2,items,river_rush,reward_event,meta,448,28,6.25,31,,,0.07,1.11
2026-08-02,Control,pre_level_booster,pre_level_booster_2,items,reward_chest,reward_chest,other,448,27,6.03,27,,,0.06,1.0
2026-08-02,Control,pre_level_booster,pre_level_booster_2,items,bundle_1_with_prelevel_boosters_tier3,purchase,purchase,448,7,1.56,13,,,0.03,1.86
2026-08-02,Control,pre_level_booster,pre_level_booster_2,items,race_event,reward_event,meta,448,4,0.89,4,,,0.01,1.0
2026-08-02,Control,pre_level_booster,pre_level_booster_2,items,ad_chest,ad_chest,ads,448,3,0.67,3,,,0.01,1.0
2026-08-02,Control,pre_level_booster,pre_level_booster_2,items,season_pass_event,reward_event,meta,448,1,0.22,2,,,0.0,2.0
2026-08-02,Control,pre_level_booster,pre_level_booster_2,items,bundle_3_with_prelevel_boosters_tier3,purchase,purchase,448,1,0.22,2,,,0.0,2.0
2026-08-02,Control,pre_level_booster,pre_level_booster_2,items,rolling_offer_tier1_p199_tier3,purchase,purchase,448,2,0.45,2,,,0.0,1.0
2026-08-02,Control,pre_level_booster,pre_level_booster_2,items,rolling_offer_p349_tier3,purchase,purchase,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,pre_level_booster,pre_level_booster_2,items,rolling_offer_tier1_p299_tier3,purchase,purchase,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,pre_level_booster,pre_level_booster_2,items,event_progress,reward_event,meta,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,pre_level_booster,pre_level_booster_3,items,saga_progression,chapter_complete,core,448,392,87.5,522,,,1.17,1.33
2026-08-02,Control,pre_level_booster,pre_level_booster_3,items,player_level_up,reward_chest,core,448,236,52.68,499,,,1.11,2.11
2026-08-02,Control,pre_level_booster,pre_level_booster_3,items,FlockRush,event_reward,meta,448,140,31.25,144,,,0.32,1.03
2026-08-02,Control,pre_level_booster,pre_level_booster_3,items,dream_pass_event,reward_event,meta,448,99,22.1,129,,,0.29,1.3
2026-08-02,Control,pre_level_booster,pre_level_booster_3,items,offer_free_items,rolling_offer,meta,448,126,28.13,128,,,0.29,1.02
2026-08-02,Control,pre_level_booster,pre_level_booster_3,items,Hatchling Hideaway,event_reward,meta,448,120,26.79,122,,,0.27,1.02
2026-08-02,Control,pre_level_booster,pre_level_booster_3,items,river_rush,reward_event,meta,448,56,12.5,72,,,0.16,1.29
2026-08-02,Control,pre_level_booster,pre_level_booster_3,items,reward_chest,reward_chest,other,448,27,6.03,27,,,0.06,1.0
2026-08-02,Control,pre_level_booster,pre_level_booster_3,items,bundle_1_with_prelevel_boosters_tier3,purchase,purchase,448,7,1.56,13,,,0.03,1.86
2026-08-02,Control,pre_level_booster,pre_level_booster_3,items,race_event,reward_event,meta,448,4,0.89,4,,,0.01,1.0
2026-08-02,Control,pre_level_booster,pre_level_booster_3,items,ingame,purchase,purchase,448,1,0.22,3,,,0.01,3.0
2026-08-02,Control,pre_level_booster,pre_level_booster_3,items,rolling_offer_tier1_p199_tier3,purchase,purchase,448,2,0.45,2,,,0.0,1.0
2026-08-02,Control,pre_level_booster,pre_level_booster_3,items,bundle_3_with_prelevel_boosters_tier3,purchase,purchase,448,1,0.22,2,,,0.0,2.0
2026-08-02,Control,pre_level_booster,pre_level_booster_3,items,rolling_offer_p349_tier3,purchase,purchase,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,pre_level_booster,pre_level_booster_3,items,rolling_offer_tier1_p299_tier3,purchase,purchase,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,pre_level_booster,pre_level_booster_3,items,kite_festival_event,reward_event,meta,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,pre_level_booster,pre_level_booster_3,items,team_versus_contribution,reward_event,meta,448,1,0.22,1,,,0.0,1.0
2026-08-02,Control,season_pass_multiplier_2x,SeasonPassMultiplier2x,minutes,river_rush,reward_event,meta,448,33,7.37,960,,,2.14,29.09
2026-08-02,Control,season_pass_multiplier_2x,SeasonPassMultiplier2x,minutes,great_offer1_299,purchase,purchase,448,1,0.22,360,,,0.8,360.0
2026-08-02,Control,ul_pre_booster,UnlimitedBooster1,minutes,dream_pass_event,reward_event,meta,448,144,32.14,3060,,,6.83,21.25
2026-08-02,Control,ul_pre_booster,UnlimitedBooster1,minutes,river_rush,reward_event,meta,448,72,16.07,2950,,,6.58,40.97
2026-08-02,Control,ul_pre_booster,UnlimitedBooster1,minutes,Hatchling Hideaway,event_reward,meta,448,122,27.23,1220,,,2.72,10.0
2026-08-02,Control,ul_pre_booster,UnlimitedBooster1,minutes,daily_reward,daily_reward,core,448,6,1.34,360,,,0.8,60.0
2026-08-02,Control,ul_pre_booster,UnlimitedBooster1,minutes,great_offer1_299,purchase,purchase,448,1,0.22,360,,,0.8,360.0
2026-08-02,Control,ul_pre_booster,UnlimitedBooster1,minutes,Hard_level_offer1_tier3,purchase,purchase,448,2,0.45,40,,,0.09,20.0
2026-08-02,Control,ul_pre_booster,UnlimitedBooster1,minutes,Hard_Level_Offer1,purchase,purchase,448,2,0.45,40,,,0.09,20.0
2026-08-02,Control,ul_pre_booster,UnlimitedBooster1,minutes,event_progress,reward_event,meta,448,1,0.22,15,,,0.03,15.0
2026-08-02,Control,ul_pre_booster,UnlimitedBooster1,minutes,bomb_ballet_event,reward_event,meta,448,1,0.22,10,,,0.02,10.0
2026-08-02,Control,ul_pre_booster,UnlimitedBooster2,minutes,river_rush,reward_event,meta,448,61,13.62,2000,,,4.46,32.79
2026-08-02,Control,ul_pre_booster,UnlimitedBooster2,minutes,dream_pass_event,reward_event,meta,448,97,21.65,1605,,,3.58,16.55
2026-08-02,Control,ul_pre_booster,UnlimitedBooster2,minutes,Hatchling Hideaway,event_reward,meta,448,106,23.66,1110,,,2.48,10.47
2026-08-02,Control,ul_pre_booster,UnlimitedBooster2,minutes,daily_reward,daily_reward,core,448,6,1.34,420,,,0.94,70.0
2026-08-02,Control,ul_pre_booster,UnlimitedBooster2,minutes,great_offer1_299,purchase,purchase,448,1,0.22,360,,,0.8,360.0
2026-08-02,Control,ul_pre_booster,UnlimitedBooster2,minutes,Hard_level_offer1_tier3,purchase,purchase,448,2,0.45,40,,,0.09,20.0
2026-08-02,Control,ul_pre_booster,UnlimitedBooster2,minutes,Hard_Level_Offer1,purchase,purchase,448,2,0.45,40,,,0.09,20.0
2026-08-02,Control,ul_pre_booster,UnlimitedBooster2,minutes,event_progress,reward_event,meta,448,1,0.22,15,,,0.03,15.0
2026-08-02,Control,ul_pre_booster,UnlimitedBooster3,minutes,great_offer1_299,purchase,purchase,448,1,0.22,360,,,0.8,360.0
2026-08-02,Control,ul_pre_booster,UnlimitedBooster3,minutes,river_rush,reward_event,meta,448,14,3.13,315,,,0.7,22.5
2026-08-02,Control,ul_pre_booster,UnlimitedBooster3,minutes,daily_reward,daily_reward,core,448,7,1.56,210,,,0.47,30.0
2026-08-02,Control,ul_pre_booster,UnlimitedBooster3,minutes,dream_pass_event,reward_event,meta,448,3,0.67,50,,,0.11,16.67
2026-08-02,Control,ul_pre_booster,UnlimitedBooster3,minutes,Hard_Level_Offer1,purchase,purchase,448,2,0.45,40,,,0.09,20.0
2026-08-02,Control,ul_pre_booster,UnlimitedBooster3,minutes,Hard_level_offer1_tier3,purchase,purchase,448,2,0.45,40,,,0.09,20.0
2026-08-02,Control,unlimited_lives,UnlimitedLives,minutes,saga_progression,chapter_complete,core,448,433,96.65,80280,,,179.2,185.4
2026-08-02,Control,unlimited_lives,UnlimitedLives,minutes,player_level_up,reward_chest,core,448,386,86.16,46290,,,103.33,119.92
2026-08-02,Control,unlimited_lives,UnlimitedLives,minutes,FlockRush,event_reward,meta,448,355,79.24,21460,,,47.9,60.45
2026-08-02,Control,unlimited_lives,UnlimitedLives,minutes,dream_pass_event,reward_event,meta,448,165,36.83,13380,,,29.87,81.09
2026-08-02,Control,unlimited_lives,UnlimitedLives,minutes,Hatchling Hideaway,event_reward,meta,448,127,28.35,10500,,,23.44,82.68
2026-08-02,Control,unlimited_lives,UnlimitedLives,minutes,daily_reward,daily_reward,core,448,150,33.48,5705,,,12.73,38.03
2026-08-02,Control,unlimited_lives,UnlimitedLives,minutes,kite_festival_event,reward_event,meta,448,86,19.2,2690,,,6.0,31.28
2026-08-02,Control,unlimited_lives,UnlimitedLives,minutes,river_rush,reward_event,meta,448,28,6.25,1545,,,3.45,55.18
2026-08-02,Control,unlimited_lives,UnlimitedLives,minutes,reward_chest,reward_chest,other,448,27,6.03,810,,,1.81,30.0
2026-08-02,Control,unlimited_lives,UnlimitedLives,minutes,ad_chest,ad_chest,ads,448,51,11.38,755,,,1.69,14.8
2026-08-02,Control,unlimited_lives,UnlimitedLives,minutes,offer_free_items,rolling_offer,meta,448,12,2.68,655,,,1.46,54.58
2026-08-02,Control,unlimited_lives,UnlimitedLives,minutes,great_offer1_299,purchase,purchase,448,1,0.22,360,,,0.8,360.0
2026-08-02,Control,unlimited_lives,UnlimitedLives,minutes,rolling_offer_p049_tier3,purchase,purchase,448,4,0.89,180,,,0.4,45.0
2026-08-02,Control,unlimited_lives,UnlimitedLives,minutes,event_progress,reward_event,meta,448,1,0.22,90,,,0.2,90.0
2026-08-02,Control,unlimited_lives,UnlimitedLives,minutes,rolling_offer_p349_tier3,purchase,purchase,448,1,0.22,60,,,0.13,60.0
