event_date,ab_group,resource_category,resource,unit,action,spend_context,spend_detail,segment_players,spenders,pct_spenders,spend_events,amount_spent,amount_spent_free,amount_spent_paid,amount_per_active_player,amount_per_spender
2026-08-08,Control,currency,HardCoin,coins,extra_moves,level_movesplus5,5,497,439,88.33,2961,296100,274829,21271,595.77,674.49
2026-08-08,Control,currency,HardCoin,coins,purchase_pre_level_booster,map_pre_level_booster,pre_level_booster_3,497,4,0.8,53,10600,800,9800,21.33,2650.0
2026-08-08,Control,currency,HardCoin,coins,extra_moves,level_movesplus10,10,497,36,7.24,44,4400,4350,50,8.85,122.22
2026-08-08,Control,currency,HardCoin,coins,extra_moves,level_movesplus15,15,497,31,6.24,34,3400,3145,255,6.84,109.68
2026-08-08,Control,currency,HardCoin,coins,extra_moves,level_movesplus20,20,497,23,4.63,27,2700,2540,160,5.43,117.39
2026-08-08,Control,currency,HardCoin,coins,purchase_lives,level_lives,purchase_lives,497,28,5.63,49,2450,1703,747,4.93,87.5
2026-08-08,Control,currency,HardCoin,coins,purchase_lives,map_lives,purchase_lives,497,27,5.43,36,1800,1222,578,3.62,66.67
2026-08-08,Control,currency,HardCoin,coins,purchase_powerup,level_powerup,powerup_2,497,5,1.01,11,1650,1650,0,3.32,330.0
2026-08-08,Control,currency,HardCoin,coins,extra_moves,level_movesplus50,50,497,12,2.41,15,1500,1238,262,3.02,125.0
2026-08-08,Control,currency,HardCoin,coins,purchase_powerup,level_powerup,powerup_1,497,3,0.6,3,1500,1500,0,3.02,500.0
2026-08-08,Control,currency,HardCoin,coins,extra_moves,level_movesplus25,25,497,11,2.21,12,1200,1171,29,2.41,109.09
2026-08-08,Control,currency,HardCoin,coins,purchase_pre_level_booster,map_pre_level_booster,pre_level_booster_2,497,3,0.6,7,1050,796,254,2.11,350.0
2026-08-08,Control,currency,HardCoin,coins,extra_moves,level_movesplus30,30,497,9,1.81,9,900,830,70,1.81,100.0
2026-08-08,Control,currency,HardCoin,coins,extra_moves,level_movesplus40,40,497,7,1.41,7,700,589,111,1.41,100.0
2026-08-08,Control,currency,HardCoin,coins,purchase_powerup,level_powerup,powerup_3,497,3,0.6,3,600,400,200,1.21,200.0
2026-08-08,Control,currency,HardCoin,coins,level_movesplus5,level_movesplus5,level_movesplus5,497,1,0.2,5,500,500,0,1.01,500.0
2026-08-08,Control,currency,HardCoin,coins,extra_moves,level_movesplus35,35,497,5,1.01,5,500,500,0,1.01,100.0
2026-08-08,Control,currency,HardCoin,coins,extra_moves,level_movesplus45,45,497,3,0.6,3,300,216,84,0.6,100.0
2026-08-08,Control,currency,HardCoin,coins,purchase_pre_level_booster,map_pre_level_booster,pre_level_booster_1,497,1,0.2,1,100,0,100,0.2,100.0
2026-08-08,Control,life,life,items,in_game_use,saga,in_level,497,473,95.17,15478,15478,,,31.14,32.72
2026-08-08,Control,powerup,powerup_1,items,in_game_use,saga,in_level,497,416,83.7,2894,2894,,,5.82,6.96
2026-08-08,Control,powerup,powerup_2,items,in_game_use,saga,in_level,497,434,87.32,2566,2566,,,5.16,5.91
2026-08-08,Control,powerup,powerup_3,items,in_game_use,saga,in_level,497,441,88.73,3088,3088,,,6.21,7.0
2026-08-08,Control,powerup,unknown,items,in_game_use,saga,in_level,497,1,0.2,138,138000,,,277.67,138000.0
2026-08-08,Control,pre_level_booster,pre_level_booster_1,items,in_game_use,saga,in_level,497,401,80.68,2688,2688,,,5.41,6.7
2026-08-08,Control,pre_level_booster,pre_level_booster_2,items,in_game_use,saga,in_level,497,379,76.26,2931,2931,,,5.9,7.73
2026-08-08,Control,pre_level_booster,pre_level_booster_3,items,in_game_use,saga,in_level,497,346,69.62,1564,1564,,,3.15,4.52
2026-08-08,Control,ul_pre_booster,UnlimitedBooster1,items,in_game_use,saga,in_level,497,263,52.92,4653,4653,,,9.36,17.69
2026-08-08,Control,ul_pre_booster,UnlimitedBooster2,items,in_game_use,saga,in_level,497,258,51.91,3371,3371,,,6.78,13.07
2026-08-08,Control,ul_pre_booster,UnlimitedBooster3,items,in_game_use,saga,in_level,497,22,4.43,461,461,,,0.93,20.95
2026-08-08,Control,unlimited_lives,UnlimitedLives,items,in_game_use,saga,in_level,497,1,0.2,138,138,,,0.28,138.0
2026-08-08,Variant,currency,HardCoin,coins,extra_moves,level_movesplus5,5,494,437,88.46,2443,244300,226846,17454,494.53,559.04
2026-08-08,Variant,currency,HardCoin,coins,extra_moves,level_movesplus10,10,494,46,9.31,61,6100,5520,580,12.35,132.61
2026-08-08,Variant,currency,HardCoin,coins,extra_moves,level_movesplus15,15,494,22,4.45,31,3100,2946,154,6.28,140.91
2026-08-08,Variant,currency,HardCoin,coins,extra_moves,level_movesplus50,50,494,23,4.66,28,2800,2725,75,5.67,121.74
2026-08-08,Variant,currency,HardCoin,coins,extra_moves,level_movesplus20,20,494,25,5.06,27,2700,2664,36,5.47,108.0
2026-08-08,Variant,currency,HardCoin,coins,purchase_lives,level_lives,purchase_lives,494,16,3.24,33,1650,1073,577,3.34,103.13
2026-08-08,Variant,currency,HardCoin,coins,purchase_powerup,level_powerup,powerup_2,494,7,1.42,9,1350,1325,25,2.73,192.86
2026-08-08,Variant,currency,HardCoin,coins,purchase_lives,map_lives,purchase_lives,494,17,3.44,26,1300,661,639,2.63,76.47
2026-08-08,Variant,currency,HardCoin,coins,extra_moves,level_movesplus25,25,494,10,2.02,13,1300,1220,80,2.63,130.0
2026-08-08,Variant,currency,HardCoin,coins,extra_moves,level_movesplus35,35,494,11,2.23,12,1200,1045,155,2.43,109.09
2026-08-08,Variant,currency,HardCoin,coins,extra_moves,level_movesplus30,30,494,8,1.62,10,1000,925,75,2.02,125.0
2026-08-08,Variant,currency,HardCoin,coins,purchase_powerup,level_powerup,powerup_3,494,3,0.61,3,600,600,0,1.21,200.0
2026-08-08,Variant,currency,HardCoin,coins,extra_moves,level_movesplus45,45,494,5,1.01,5,500,500,0,1.01,100.0
2026-08-08,Variant,currency,HardCoin,coins,purchase_powerup,level_powerup,powerup_1,494,1,0.2,1,500,500,0,1.01,500.0
2026-08-08,Variant,currency,HardCoin,coins,extra_moves,level_movesplus40,40,494,3,0.61,3,300,250,50,0.61,100.0
2026-08-08,Variant,currency,HardCoin,coins,purchase_pre_level_booster,map_pre_level_booster,pre_level_booster_3,494,1,0.2,1,200,200,0,0.4,200.0
2026-08-08,Variant,currency,HardCoin,coins,level_movesplus5,level_movesplus5,level_movesplus5,494,1,0.2,2,200,200,0,0.4,200.0
2026-08-08,Variant,currency,HardCoin,coins,purchase_pre_level_booster,level_pre_level_booster,pre_level_booster_2,494,1,0.2,1,150,150,0,0.3,150.0
2026-08-08,Variant,currency,HardCoin,coins,team_created,unknown,unknown,494,1,0.2,1,150,150,0,0.3,150.0
2026-08-08,Variant,currency,HardCoin,coins,purchase_pre_level_booster,level_pre_level_booster,pre_level_booster_1,494,1,0.2,1,100,100,0,0.2,100.0
2026-08-08,Variant,life,life,items,in_game_use,saga,in_level,494,459,92.91,7798,7798,,,15.79,16.99
2026-08-08,Variant,powerup,powerup_1,items,in_game_use,saga,in_level,494,395,79.96,2618,2618,,,5.3,6.63
2026-08-08,Variant,powerup,powerup_2,items,in_game_use,saga,in_level,494,428,86.64,2495,2495,,,5.05,5.83
2026-08-08,Variant,powerup,powerup_3,items,in_game_use,saga,in_level,494,425,86.03,2613,2613,,,5.29,6.15
2026-08-08,Variant,pre_level_booster,pre_level_booster_1,items,in_game_use,saga,in_level,494,373,75.51,1838,1838,,,3.72,4.93
2026-08-08,Variant,pre_level_booster,pre_level_booster_2,items,in_game_use,saga,in_level,494,345,69.84,2017,2017,,,4.08,5.85
2026-08-08,Variant,pre_level_booster,pre_level_booster_3,items,in_game_use,saga,in_level,494,346,70.04,1539,1539,,,3.12,4.45
2026-08-08,Variant,ul_pre_booster,UnlimitedBooster1,items,in_game_use,saga,in_level,494,324,65.59,6048,6048,,,12.24,18.67
2026-08-08,Variant,ul_pre_booster,UnlimitedBooster2,items,in_game_use,saga,in_level,494,347,70.24,5393,5393,,,10.92,15.54
2026-08-08,Variant,ul_pre_booster,UnlimitedBooster3,items,in_game_use,saga,in_level,494,303,61.34,3692,3692,,,7.47,12.18
2026-08-09,Control,currency,HardCoin,coins,extra_moves,level_movesplus5,5,513,451,87.91,2918,291800,246457,45343,568.81,647.01
2026-08-09,Control,currency,HardCoin,coins,extra_moves,level_movesplus10,10,513,38,7.41,52,5200,4925,275,10.14,136.84
2026-08-09,Control,currency,HardCoin,coins,extra_moves,level_movesplus15,15,513,38,7.41,47,4700,4405,295,9.16,123.68
2026-08-09,Control,currency,HardCoin,coins,purchase_lives,level_lives,purchase_lives,513,37,7.21,73,3650,2644,1006,7.12,98.65
2026-08-09,Control,currency,HardCoin,coins,extra_moves,level_movesplus50,50,513,18,3.51,29,2900,2598,302,5.65,161.11
2026-08-09,Control,currency,HardCoin,coins,extra_moves,level_movesplus20,20,513,20,3.9,22,2200,2015,185,4.29,110.0
2026-08-09,Control,currency,HardCoin,coins,extra_moves,level_movesplus25,25,513,17,3.31,20,2000,1925,75,3.9,117.65
2026-08-09,Control,currency,HardCoin,coins,purchase_powerup,level_powerup,powerup_2,513,6,1.17,13,1950,1230,720,3.8,325.0
2026-08-09,Control,currency,HardCoin,coins,purchase_lives,map_lives,purchase_lives,513,25,4.87,34,1700,1442,258,3.31,68.0
2026-08-09,Control,currency,HardCoin,coins,extra_moves,level_movesplus30,30,513,10,1.95,12,1200,1200,0,2.34,120.0
2026-08-09,Control,currency,HardCoin,coins,purchase_powerup,level_powerup,powerup_3,513,3,0.58,6,1200,400,800,2.34,400.0
2026-08-09,Control,currency,HardCoin,coins,purchase_pre_level_booster,map_pre_level_booster,pre_level_booster_3,513,3,0.58,5,1000,400,600,1.95,333.33
2026-08-09,Control,currency,HardCoin,coins,extra_moves,level_movesplus35,35,513,8,1.56,8,800,670,130,1.56,100.0
2026-08-09,Control,currency,HardCoin,coins,purchase_pre_level_booster,map_pre_level_booster,pre_level_booster_2,513,3,0.58,5,750,180,570,1.46,250.0
2026-08-09,Control,currency,HardCoin,coins,purchase_pre_level_booster,map_pre_level_booster,pre_level_booster_1,513,4,0.78,7,700,600,100,1.36,175.0
2026-08-09,Control,currency,HardCoin,coins,extra_moves,level_movesplus40,40,513,4,0.78,4,400,260,140,0.78,100.0
2026-08-09,Control,currency,HardCoin,coins,purchase_pre_level_booster,level_pre_level_booster,pre_level_booster_3,513,2,0.39,2,400,215,185,0.78,200.0
2026-08-09,Control,currency,HardCoin,coins,extra_moves,level_movesplus45,45,513,4,0.78,4,400,375,25,0.78,100.0
2026-08-09,Control,currency,HardCoin,coins,team_created,unknown,unknown,513,2,0.39,2,300,300,0,0.58,150.0
2026-08-09,Control,currency,HardCoin,coins,purchase_pre_level_booster,level_pre_level_booster,pre_level_booster_2,513,1,0.19,1,150,150,0,0.29,150.0
2026-08-09,Control,currency,HardCoin,coins,purchase_pre_level_booster,level_pre_level_booster,pre_level_booster_1,513,1,0.19,1,100,100,0,0.19,100.0
2026-08-09,Control,life,life,items,in_game_use,saga,in_level,513,477,92.98,14604,14604,,,28.47,30.62
2026-08-09,Control,powerup,powerup_1,items,in_game_use,saga,in_level,513,421,82.07,1619,1619,,,3.16,3.85
2026-08-09,Control,powerup,powerup_2,items,in_game_use,saga,in_level,513,456,88.89,2623,2623,,,5.11,5.75
2026-08-09,Control,powerup,powerup_3,items,in_game_use,saga,in_level,513,447,87.13,2730,2730,,,5.32,6.11
2026-08-09,Control,pre_level_booster,pre_level_booster_1,items,in_game_use,saga,in_level,513,425,82.85,3227,3227,,,6.29,7.59
2026-08-09,Control,pre_level_booster,pre_level_booster_2,items,in_game_use,saga,in_level,513,423,82.46,3530,3530,,,6.88,8.35
2026-08-09,Control,pre_level_booster,pre_level_booster_3,items,in_game_use,saga,in_level,513,383,74.66,1719,1719,,,3.35,4.49
2026-08-09,Control,ul_pre_booster,UnlimitedBooster1,items,in_game_use,saga,in_level,513,233,45.42,4604,4604,,,8.97,19.76
2026-08-09,Control,ul_pre_booster,UnlimitedBooster2,items,in_game_use,saga,in_level,513,202,39.38,3034,3034,,,5.91,15.02
2026-08-09,Control,ul_pre_booster,UnlimitedBooster3,items,in_game_use,saga,in_level,513,19,3.7,639,639,,,1.25,33.63
2026-08-09,Variant,currency,HardCoin,coins,extra_moves,level_movesplus5,5,523,461,88.15,2372,237200,223638,13562,453.54,514.53
2026-08-09,Variant,currency,HardCoin,coins,extra_moves,level_movesplus10,10,523,43,8.22,51,5100,5100,0,9.75,118.6
2026-08-09,Variant,currency,HardCoin,coins,extra_moves,level_movesplus20,20,523,32,6.12,34,3400,3235,165,6.5,106.25
2026-08-09,Variant,currency,HardCoin,coins,extra_moves,level_movesplus50,50,523,25,4.78,29,2900,2443,457,5.54,116.0
2026-08-09,Variant,currency,HardCoin,coins,purchase_lives,level_lives,purchase_lives,523,29,5.54,50,2500,1944,556,4.78,86.21
2026-08-09,Variant,currency,HardCoin,coins,extra_moves,level_movesplus15,15,523,20,3.82,24,2400,2360,40,4.59,120.0
2026-08-09,Variant,currency,HardCoin,coins,extra_moves,level_movesplus25,25,523,17,3.25,17,1700,1550,150,3.25,100.0
2026-08-09,Variant,currency,HardCoin,coins,extra_moves,level_movesplus30,30,523,11,2.1,11,1100,1100,0,2.1,100.0
2026-08-09,Variant,currency,HardCoin,coins,extra_moves,level_movesplus35,35,523,10,1.91,10,1000,1000,0,1.91,100.0
2026-08-09,Variant,currency,HardCoin,coins,purchase_lives,map_lives,purchase_lives,523,17,3.25,19,950,528,422,1.82,55.88
2026-08-09,Variant,currency,HardCoin,coins,extra_moves,level_movesplus40,40,523,8,1.53,8,800,725,75,1.53,100.0
2026-08-09,Variant,currency,HardCoin,coins,purchase_powerup,level_powerup,powerup_2,523,4,0.76,4,600,505,95,1.15,150.0
2026-08-09,Variant,currency,HardCoin,coins,purchase_powerup,level_powerup,powerup_3,523,2,0.38,2,400,400,0,0.76,200.0
2026-08-09,Variant,currency,HardCoin,coins,extra_moves,level_movesplus45,45,523,3,0.57,3,300,287,13,0.57,100.0
2026-08-09,Variant,life,life,items,in_game_use,saga,in_level,523,488,93.31,8873,8873,,,16.97,18.18
2026-08-09,Variant,powerup,powerup_1,items,in_game_use,saga,in_level,523,420,80.31,2492,2492,,,4.76,5.93
2026-08-09,Variant,powerup,powerup_2,items,in_game_use,saga,in_level,523,455,87.0,2376,2376,,,4.54,5.22
2026-08-09,Variant,powerup,powerup_3,items,in_game_use,saga,in_level,523,463,88.53,2460,2460,,,4.7,5.31
2026-08-09,Variant,pre_level_booster,pre_level_booster_1,items,in_game_use,saga,in_level,523,404,77.25,1760,1760,,,3.37,4.36
2026-08-09,Variant,pre_level_booster,pre_level_booster_2,items,in_game_use,saga,in_level,523,378,72.28,1990,1990,,,3.8,5.26
2026-08-09,Variant,pre_level_booster,pre_level_booster_3,items,in_game_use,saga,in_level,523,372,71.13,1553,1553,,,2.97,4.17
2026-08-09,Variant,ul_pre_booster,UnlimitedBooster1,items,in_game_use,saga,in_level,523,258,49.33,5896,5896,,,11.27,22.85
2026-08-09,Variant,ul_pre_booster,UnlimitedBooster2,items,in_game_use,saga,in_level,523,261,49.9,4951,4951,,,9.47,18.97
2026-08-09,Variant,ul_pre_booster,UnlimitedBooster3,items,in_game_use,saga,in_level,523,260,49.71,3387,3387,,,6.48,13.03
2026-08-10,Control,currency,HardCoin,coins,extra_moves,level_movesplus5,5,529,478,90.36,3425,342500,308315,34185,647.45,716.53
2026-08-10,Control,currency,HardCoin,coins,extra_moves,level_movesplus10,10,529,55,10.4,77,7700,7080,620,14.56,140.0
2026-08-10,Control,currency,HardCoin,coins,extra_moves,level_movesplus15,15,529,46,8.7,54,5400,4715,685,10.21,117.39
2026-08-10,Control,currency,HardCoin,coins,extra_moves,level_movesplus20,20,529,35,6.62,41,4100,3820,280,7.75,117.14
2026-08-10,Control,currency,HardCoin,coins,purchase_lives,level_lives,purchase_lives,529,33,6.24,80,4000,3129,871,7.56,121.21
2026-08-10,Control,currency,HardCoin,coins,extra_moves,level_movesplus50,50,529,26,4.91,30,3000,2488,512,5.67,115.38
2026-08-10,Control,currency,HardCoin,coins,extra_moves,level_movesplus25,25,529,23,4.35,29,2900,2825,75,5.48,126.09
2026-08-10,Control,currency,HardCoin,coins,purchase_powerup,level_powerup,powerup_2,529,6,1.13,14,2100,2100,0,3.97,350.0
2026-08-10,Control,currency,HardCoin,coins,extra_moves,level_movesplus30,30,529,15,2.84,21,2100,1815,285,3.97,140.0
2026-08-10,Control,currency,HardCoin,coins,purchase_powerup,level_powerup,powerup_1,529,4,0.76,4,2000,1520,480,3.78,500.0
2026-08-10,Control,currency,HardCoin,coins,extra_moves,level_movesplus35,35,529,13,2.46,16,1600,1245,355,3.02,123.08
2026-08-10,Control,currency,HardCoin,coins,purchase_lives,map_lives,purchase_lives,529,21,3.97,27,1350,978,372,2.55,64.29
2026-08-10,Control,currency,HardCoin,coins,purchase_powerup,level_powerup,powerup_3,529,4,0.76,5,1000,650,350,1.89,250.0
2026-08-10,Control,currency,HardCoin,coins,purchase_pre_level_booster,map_pre_level_booster,pre_level_booster_2,529,2,0.38,4,600,600,0,1.13,300.0
2026-08-10,Control,currency,HardCoin,coins,extra_moves,level_movesplus40,40,529,3,0.57,3,300,228,72,0.57,100.0
2026-08-10,Control,currency,HardCoin,coins,extra_moves,level_movesplus45,45,529,3,0.57,3,300,200,100,0.57,100.0
2026-08-10,Control,currency,HardCoin,coins,purchase_pre_level_booster,map_pre_level_booster,pre_level_booster_3,529,1,0.19,1,200,200,0,0.38,200.0
2026-08-10,Control,currency,HardCoin,coins,purchase_pre_level_booster,map_pre_level_booster,pre_level_booster_1,529,1,0.19,1,100,100,0,0.19,100.0
2026-08-10,Control,life,life,items,in_game_use,saga,in_level,529,498,94.14,13876,13876,,,26.23,27.86
2026-08-10,Control,powerup,powerup_1,items,in_game_use,saga,in_level,529,460,86.96,1911,1911,,,3.61,4.15
2026-08-10,Control,powerup,powerup_2,items,in_game_use,saga,in_level,529,463,87.52,2791,2791,,,5.28,6.03
2026-08-10,Control,powerup,powerup_3,items,in_game_use,saga,in_level,529,460,86.96,3262,3262,,,6.17,7.09
2026-08-10,Control,pre_level_booster,pre_level_booster_1,items,in_game_use,saga,in_level,529,433,81.85,3053,3053,,,5.77,7.05
2026-08-10,Control,pre_level_booster,pre_level_booster_2,items,in_game_use,saga,in_level,529,411,77.69,3395,3395,,,6.42,8.26
2026-08-10,Control,pre_level_booster,pre_level_booster_3,items,in_game_use,saga,in_level,529,380,71.83,1628,1628,,,3.08,4.28
2026-08-10,Control,ul_pre_booster,UnlimitedBooster1,items,in_game_use,saga,in_level,529,460,86.96,8319,8319,,,15.73,18.08
2026-08-10,Control,ul_pre_booster,UnlimitedBooster2,items,in_game_use,saga,in_level,529,432,81.66,5997,5997,,,11.34,13.88
2026-08-10,Control,ul_pre_booster,UnlimitedBooster3,items,in_game_use,saga,in_level,529,352,66.54,4083,4083,,,7.72,11.6
2026-08-10,Variant,currency,HardCoin,coins,extra_moves,level_movesplus5,5,501,448,89.42,2568,256800,244257,12543,512.57,573.21
2026-08-10,Variant,currency,HardCoin,coins,extra_moves,level_movesplus10,10,501,43,8.58,55,5500,5402,98,10.98,127.91
2026-08-10,Variant,currency,HardCoin,coins,extra_moves,level_movesplus50,50,501,32,6.39,36,3600,3457,143,7.19,112.5
2026-08-10,Variant,currency,HardCoin,coins,extra_moves,level_movesplus20,20,501,29,5.79,31,3100,2795,305,6.19,106.9
2026-08-10,Variant,currency,HardCoin,coins,extra_moves,level_movesplus25,25,501,17,3.39,22,2200,2192,8,4.39,129.41
2026-08-10,Variant,currency,HardCoin,coins,extra_moves,level_movesplus15,15,501,20,3.99,21,2100,1873,227,4.19,105.0
2026-08-10,Variant,currency,HardCoin,coins,extra_moves,level_movesplus35,35,501,18,3.59,18,1800,1436,364,3.59,100.0
2026-08-10,Variant,currency,HardCoin,coins,extra_moves,level_movesplus30,30,501,15,2.99,18,1800,1612,188,3.59,120.0
2026-08-10,Variant,currency,HardCoin,coins,purchase_lives,level_lives,purchase_lives,501,15,2.99,23,1150,842,308,2.3,76.67
2026-08-10,Variant,currency,HardCoin,coins,purchase_powerup,level_powerup,powerup_1,501,2,0.4,2,1000,1000,0,2.0,500.0
2026-08-10,Variant,currency,HardCoin,coins,extra_moves,level_movesplus45,45,501,9,1.8,9,900,900,0,1.8,100.0
2026-08-10,Variant,currency,HardCoin,coins,purchase_pre_level_booster,map_pre_level_booster,pre_level_booster_3,501,2,0.4,4,800,800,0,1.6,400.0
2026-08-10,Variant,currency,HardCoin,coins,purchase_powerup,level_powerup,powerup_2,501,3,0.6,5,750,600,150,1.5,250.0
2026-08-10,Variant,currency,HardCoin,coins,purchase_pre_level_booster,map_pre_level_booster,pre_level_booster_1,501,2,0.4,5,500,500,0,1.0,250.0
2026-08-10,Variant,currency,HardCoin,coins,purchase_pre_level_booster,map_pre_level_booster,pre_level_booster_2,501,2,0.4,3,450,450,0,0.9,225.0
2026-08-10,Variant,currency,HardCoin,coins,purchase_lives,map_lives,purchase_lives,501,7,1.4,9,450,275,175,0.9,64.29
2026-08-10,Variant,currency,HardCoin,coins,extra_moves,level_movesplus40,40,501,3,0.6,3,300,300,0,0.6,100.0
2026-08-10,Variant,currency,HardCoin,coins,team_created,unknown,unknown,501,2,0.4,2,300,300,0,0.6,150.0
2026-08-10,Variant,life,life,items,in_game_use,saga,in_level,501,418,83.43,6237,6237,,,12.45,14.92
2026-08-10,Variant,powerup,powerup_1,items,in_game_use,saga,in_level,501,400,79.84,2393,2393,,,4.78,5.98
2026-08-10,Variant,powerup,powerup_2,items,in_game_use,saga,in_level,501,448,89.42,2982,2982,,,5.95,6.66
2026-08-10,Variant,powerup,powerup_3,items,in_game_use,saga,in_level,501,441,88.02,3713,3713,,,7.41,8.42
2026-08-10,Variant,pre_level_booster,pre_level_booster_1,items,in_game_use,saga,in_level,501,400,79.84,2023,2023,,,4.04,5.06
2026-08-10,Variant,pre_level_booster,pre_level_booster_2,items,in_game_use,saga,in_level,501,374,74.65,2152,2152,,,4.3,5.75
2026-08-10,Variant,pre_level_booster,pre_level_booster_3,items,in_game_use,saga,in_level,501,358,71.46,1640,1640,,,3.27,4.58
2026-08-10,Variant,ul_pre_booster,UnlimitedBooster1,items,in_game_use,saga,in_level,501,421,84.03,7422,7422,,,14.81,17.63
2026-08-10,Variant,ul_pre_booster,UnlimitedBooster2,items,in_game_use,saga,in_level,501,257,51.3,3763,3763,,,7.51,14.64
2026-08-10,Variant,ul_pre_booster,UnlimitedBooster3,items,in_game_use,saga,in_level,501,75,14.97,1041,1041,,,2.08,13.88
