segment,ab_group,category,resource,amount_free,amount_total,player_days,papd_free
0-9,Control,Ads,Chuck,6.0,6.0,67171.0,8.9e-05
0-9,Control,Ads,Comet,1457.0,1457.0,67171.0,0.021691
0-9,Control,Ads,HC,139885.0,139885.0,67171.0,2.082521
0-9,Control,Ads,Red,9.0,9.0,67171.0,0.000134
0-9,Control,Ads,Shuffle,3002.0,3002.0,67171.0,0.044692
0-9,Control,Ads,Slingshot,3186.0,3186.0,67171.0,0.047431
0-9,Control,Ads,Unlimited Lives,46605.0,46605.0,67171.0,0.693826
0-9,Control,Bomb Challenge,Comet,19.0,19.0,67171.0,0.000283
0-9,Control,Bomb Challenge,HC,12550.0,12550.0,67171.0,0.186837
0-9,Control,Bomb Challenge,Red,1.0,1.0,67171.0,1.5e-05
0-9,Control,Bomb Challenge,Shuffle,331.0,331.0,67171.0,0.004928
0-9,Control,Bomb Challenge,Slingshot,987.0,987.0,67171.0,0.014694
0-9,Control,Bomb's Ballet,Chuck,1115.0,1115.0,67171.0,0.016599
0-9,Control,Bomb's Ballet,HC,500.0,500.0,67171.0,0.007444
0-9,Control,Bomb's Ballet,Red,2.0,2.0,67171.0,3e-05
0-9,Control,Bomb's Ballet,UL Bomb,110.0,110.0,67171.0,0.001638
0-9,Control,Bomb's Ballet,UL Chuck,1390.0,1390.0,67171.0,0.020693
0-9,Control,Bomb's Ballet,UL Red,4195.0,4195.0,67171.0,0.062453
0-9,Control,Bomb's Ballet,Unlimited Lives,1530.0,1530.0,67171.0,0.022778
0-9,Control,Chuck Challenge,Comet,2.0,2.0,67171.0,3e-05
0-9,Control,Chuck Challenge,HC,750.0,750.0,67171.0,0.011166
0-9,Control,Chuck Challenge,Shuffle,19.0,19.0,67171.0,0.000283
0-9,Control,Chuck Challenge,Slingshot,23.0,23.0,67171.0,0.000342
0-9,Control,Core,Bomb,3434.0,3434.0,67171.0,0.051123
0-9,Control,Core,Chuck,6815.0,6815.0,67171.0,0.101457
0-9,Control,Core,Comet,997.0,997.0,67171.0,0.014843
0-9,Control,Core,HC,363675.0,363675.0,67171.0,5.414167
0-9,Control,Core,Red,1396.0,1396.0,67171.0,0.020783
0-9,Control,Core,Shuffle,2818.0,2818.0,67171.0,0.041953
0-9,Control,Core,Slingshot,2527.0,2527.0,67171.0,0.03762
0-9,Control,Core,Unlimited Lives,165540.0,165540.0,67171.0,2.464456
0-9,Control,Daily Gift,Comet,658.0,658.0,67171.0,0.009796
0-9,Control,Daily Gift,HC,977525.0,977525.0,67171.0,14.552783
0-9,Control,Daily Gift,Shuffle,4598.0,4598.0,67171.0,0.068452
0-9,Control,Daily Gift,Slingshot,7571.0,7571.0,67171.0,0.112712
0-9,Control,Daily Gift,UL Bomb,21240.0,21240.0,67171.0,0.316208
0-9,Control,Daily Gift,UL Chuck,41130.0,41130.0,67171.0,0.612318
0-9,Control,Daily Gift,UL Red,42210.0,42210.0,67171.0,0.628396
0-9,Control,Daily Gift,Unlimited Lives,800540.0,800540.0,67171.0,11.917941
0-9,Control,Daily Night Sky Prize,Comet,1.0,1.0,67171.0,1.5e-05
0-9,Control,Daily Night Sky Prize,HC,165.0,165.0,67171.0,0.002456
0-9,Control,Daily Night Sky Prize,Red,3.0,3.0,67171.0,4.5e-05
0-9,Control,Daily Night Sky Prize,Shuffle,3.0,3.0,67171.0,4.5e-05
0-9,Control,Daily Night Sky Prize,Slingshot,2.0,2.0,67171.0,3e-05
0-9,Control,Daily Night Sky Prize,UL Chuck,10.0,10.0,67171.0,0.000149
0-9,Control,Daily Night Sky Prize,Unlimited Lives,110.0,110.0,67171.0,0.001638
0-9,Control,Flock Flurry,Bomb,1133.0,1133.0,67171.0,0.016867
0-9,Control,Flock Flurry,Chuck,1133.0,1133.0,67171.0,0.016867
0-9,Control,Flock Flurry,Red,1133.0,1133.0,67171.0,0.016867
0-9,Control,Flock Flurry,SPT,18740.0,18740.0,67171.0,0.278989
0-9,Control,Flock Flurry,Slingshot,1133.0,1133.0,67171.0,0.016867
0-9,Control,Flock Flurry,Unlimited Lives,1053500.0,1053500.0,67171.0,15.683852
0-9,Control,FlowerCoop,Bomb,2.0,2.0,67171.0,3e-05
0-9,Control,FlowerCoop,UL Red,20.0,20.0,67171.0,0.000298
0-9,Control,Hatchling Hideaway,Bomb,256.0,256.0,67171.0,0.003811
0-9,Control,Hatchling Hideaway,Chuck,1719.0,1719.0,67171.0,0.025591
0-9,Control,Hatchling Hideaway,Comet,29.0,29.0,67171.0,0.000432
0-9,Control,Hatchling Hideaway,HC,19505.0,19505.0,67171.0,0.290378
0-9,Control,Hatchling Hideaway,Red,6635.0,6635.0,67171.0,0.098778
0-9,Control,Hatchling Hideaway,Shuffle,256.0,256.0,67171.0,0.003811
0-9,Control,Hatchling Hideaway,Slingshot,77.0,77.0,67171.0,0.001146
0-9,Control,Hatchling Hideaway,UL Chuck,290.0,290.0,67171.0,0.004317
0-9,Control,Hatchling Hideaway,UL Red,770.0,770.0,67171.0,0.011463
0-9,Control,Hatchling Hideaway,Unlimited Lives,405780.0,405780.0,67171.0,6.041
0-9,Control,Jigsaw,Bomb,1.0,1.0,67171.0,1.5e-05
0-9,Control,Jigsaw,Chuck,7467.0,7467.0,67171.0,0.111164
0-9,Control,Jigsaw,Comet,1.0,1.0,67171.0,1.5e-05
0-9,Control,Jigsaw,HC,5125.0,5125.0,67171.0,0.076298
0-9,Control,Jigsaw,Red,50.0,50.0,67171.0,0.000744
0-9,Control,Jigsaw,UL Bomb,515.0,515.0,67171.0,0.007667
0-9,Control,Jigsaw,UL Chuck,25105.0,25105.0,67171.0,0.373748
0-9,Control,Jigsaw,UL Red,47970.0,47970.0,67171.0,0.714147
0-9,Control,Jigsaw,Unlimited Lives,30240.0,30240.0,67171.0,0.450194
0-9,Control,Kite Festival,Bomb,28.0,28.0,67171.0,0.000417
0-9,Control,Kite Festival,Chuck,34.0,34.0,67171.0,0.000506
0-9,Control,Kite Festival,Comet,5.0,5.0,67171.0,7.4e-05
0-9,Control,Kite Festival,HC,5300.0,5300.0,67171.0,0.078903
0-9,Control,Kite Festival,Red,36.0,36.0,67171.0,0.000536
0-9,Control,Kite Festival,SPT,16570.0,16570.0,67171.0,0.246684
0-9,Control,Kite Festival,Shuffle,40.0,40.0,67171.0,0.000595
0-9,Control,Kite Festival,Slingshot,65.0,65.0,67171.0,0.000968
0-9,Control,Kite Festival,Unlimited Lives,89155.0,89155.0,67171.0,1.327284
0-9,Control,Level Race,Chuck,2.0,2.0,67171.0,3e-05
0-9,Control,Level Race,HC,400.0,400.0,67171.0,0.005955
0-9,Control,Level Race,Red,1.0,1.0,67171.0,1.5e-05
0-9,Control,Level Race,SPT,750.0,750.0,67171.0,0.011166
0-9,Control,Level Race,Shuffle,2.0,2.0,67171.0,3e-05
0-9,Control,Other,Bomb,8176.0,8700.0,67171.0,0.121719
0-9,Control,Other,Chuck,8222.0,8506.0,67171.0,0.122404
0-9,Control,Other,Comet,258.0,460.0,67171.0,0.003841
0-9,Control,Other,HC,71219.0,176169.0,67171.0,1.060264
0-9,Control,Other,Red,8489.0,9064.0,67171.0,0.126379
0-9,Control,Other,SPT,250325.0,250325.0,67171.0,3.726683
0-9,Control,Other,Shuffle,998.0,1400.0,67171.0,0.014858
0-9,Control,Other,Slingshot,1932.0,2457.0,67171.0,0.028762
0-9,Control,Other,UL Bomb,60.0,5820.0,67171.0,0.000893
0-9,Control,Other,UL Chuck,60.0,5820.0,67171.0,0.000893
0-9,Control,Other,UL Red,60.0,5820.0,67171.0,0.000893
0-9,Control,Other,Unlimited Lives,83101.0,90051.0,67171.0,1.237156
0-9,Control,Photoshoot,Chuck,110.0,110.0,67171.0,0.001638
0-9,Control,Photoshoot,HC,400.0,400.0,67171.0,0.005955
0-9,Control,Photoshoot,Red,4.0,4.0,67171.0,6e-05
0-9,Control,Photoshoot,Shuffle,1.0,1.0,67171.0,1.5e-05
0-9,Control,Photoshoot,UL Bomb,15.0,15.0,67171.0,0.000223
0-9,Control,Photoshoot,UL Chuck,45.0,45.0,67171.0,0.00067
0-9,Control,Photoshoot,UL Red,120.0,120.0,67171.0,0.001786
0-9,Control,Photoshoot,Unlimited Lives,1650.0,1650.0,67171.0,0.024564
0-9,Control,Rainbow Maker,Chuck,1.0,1.0,67171.0,1.5e-05
0-9,Control,Rainbow Maker,SPT,91.0,91.0,67171.0,0.001355
0-9,Control,Rainbow Maker,Shuffle,1.0,1.0,67171.0,1.5e-05
0-9,Control,Rainbow Maker,Slingshot,2.0,2.0,67171.0,3e-05
0-9,Control,Rainbow Maker,Unlimited Lives,10.0,10.0,67171.0,0.000149
0-9,Control,Red Challenge,Comet,17.0,17.0,67171.0,0.000253
0-9,Control,Red Challenge,HC,9000.0,9000.0,67171.0,0.133986
0-9,Control,Red Challenge,Shuffle,291.0,291.0,67171.0,0.004332
0-9,Control,Red Challenge,Slingshot,957.0,957.0,67171.0,0.014247
0-9,Control,River Rush,Bomb,184.0,184.0,67171.0,0.002739
0-9,Control,River Rush,Chuck,177.0,177.0,67171.0,0.002635
0-9,Control,River Rush,Comet,403.0,403.0,67171.0,0.006
0-9,Control,River Rush,HC,20380.0,20380.0,67171.0,0.303405
0-9,Control,River Rush,Red,119.0,119.0,67171.0,0.001772
0-9,Control,River Rush,SPT,1610.0,1610.0,67171.0,0.023969
0-9,Control,River Rush,Shuffle,546.0,546.0,67171.0,0.008129
0-9,Control,River Rush,Slingshot,14.0,14.0,67171.0,0.000208
0-9,Control,River Rush,UL Bomb,2585.0,2585.0,67171.0,0.038484
0-9,Control,River Rush,UL Chuck,2875.0,2875.0,67171.0,0.042801
0-9,Control,River Rush,UL Red,1690.0,1690.0,67171.0,0.02516
0-9,Control,River Rush,Unlimited Lives,1700.0,1700.0,67171.0,0.025309
0-9,Control,Saga,Bomb,2556.0,2556.0,67171.0,0.038052
0-9,Control,Saga,Chuck,12910.0,12910.0,67171.0,0.192196
0-9,Control,Saga,Comet,2553.0,2553.0,67171.0,0.038007
0-9,Control,Saga,HC,635410.0,635410.0,67171.0,9.459588
0-9,Control,Saga,Red,13239.0,13239.0,67171.0,0.197094
0-9,Control,Saga,Shuffle,5854.0,5854.0,67171.0,0.087151
0-9,Control,Saga,Slingshot,5683.0,5683.0,67171.0,0.084605
0-9,Control,Saga,Unlimited Lives,429870.0,429870.0,67171.0,6.399637
0-9,Control,Season Pass (Free),Bomb,1405.0,1405.0,67171.0,0.020917
0-9,Control,Season Pass (Free),Chuck,7008.0,7008.0,67171.0,0.104331
0-9,Control,Season Pass (Free),Comet,108.0,108.0,67171.0,0.001608
0-9,Control,Season Pass (Free),HC,125405.0,125405.0,67171.0,1.866952
0-9,Control,Season Pass (Free),Red,6391.0,6391.0,67171.0,0.095145
0-9,Control,Season Pass (Free),Shuffle,1813.0,1813.0,67171.0,0.026991
0-9,Control,Season Pass (Free),Slingshot,360.0,360.0,67171.0,0.005359
0-9,Control,Season Pass (Free),UL Bomb,750.0,750.0,67171.0,0.011166
0-9,Control,Season Pass (Free),UL Chuck,35070.0,35070.0,67171.0,0.5221
0-9,Control,Season Pass (Free),UL Red,55245.0,55245.0,67171.0,0.822453
0-9,Control,Season Pass (Free),Unlimited Lives,247940.0,247940.0,67171.0,3.691176
0-9,Control,Target Day,Bomb,3.0,3.0,67171.0,4.5e-05
0-9,Control,Target Day,Chuck,7.0,7.0,67171.0,0.000104
0-9,Control,Target Day,Comet,25.0,25.0,67171.0,0.000372
0-9,Control,Target Day,HC,13370.0,13370.0,67171.0,0.199044
0-9,Control,Target Day,Red,6.0,6.0,67171.0,8.9e-05
0-9,Control,Target Day,SPT,70.0,70.0,67171.0,0.001042
0-9,Control,Target Day,Shuffle,436.0,436.0,67171.0,0.006491
0-9,Control,Target Day,Slingshot,1507.0,1507.0,67171.0,0.022435
0-9,Control,Target Day,Unlimited Lives,88440.0,88440.0,67171.0,1.31664
0-9,Control,Team Event,Comet,996.0,996.0,67171.0,0.014828
0-9,Control,Team Event,HC,335570.0,335570.0,67171.0,4.995757
0-9,Control,Team Event,Shuffle,2150.0,2150.0,67171.0,0.032008
0-9,Control,Team Event,Slingshot,3671.0,3671.0,67171.0,0.054652
0-9,Control,Team Event,Unlimited Lives,60.0,60.0,67171.0,0.000893
0-9,Control,Team Race,Bomb,3307.0,3307.0,67171.0,0.049233
0-9,Control,Team Race,Chuck,1373.0,1373.0,67171.0,0.02044
0-9,Control,Team Race,Comet,6399.0,6399.0,67171.0,0.095264
0-9,Control,Team Race,HC,509435.0,509435.0,67171.0,7.584151
0-9,Control,Team Race,Red,720.0,720.0,67171.0,0.010719
0-9,Control,Team Race,SPT,78865.0,78865.0,67171.0,1.174093
0-9,Control,Team Race,Shuffle,4558.0,4558.0,67171.0,0.067857
0-9,Control,Team Race,Slingshot,3313.0,3313.0,67171.0,0.049322
0-9,Control,Team Race,UL Red,15.0,15.0,67171.0,0.000223
0-9,Control,Team Race,Unlimited Lives,17685.0,17685.0,67171.0,0.263283
0-9,Variant,Ads,Bomb,2.0,2.0,66147.0,3e-05
0-9,Variant,Ads,Chuck,4.0,4.0,66147.0,6e-05
0-9,Variant,Ads,Comet,1241.0,1241.0,66147.0,0.018761
0-9,Variant,Ads,HC,122730.0,122730.0,66147.0,1.855413
0-9,Variant,Ads,Red,5.0,5.0,66147.0,7.6e-05
0-9,Variant,Ads,Shuffle,2634.0,2634.0,66147.0,0.03982
0-9,Variant,Ads,Slingshot,2620.0,2620.0,66147.0,0.039609
0-9,Variant,Ads,Unlimited Lives,40765.0,40765.0,66147.0,0.616279
0-9,Variant,Bomb Challenge,Comet,5.0,5.0,66147.0,7.6e-05
0-9,Variant,Bomb Challenge,HC,2350.0,2350.0,66147.0,0.035527
0-9,Variant,Bomb Challenge,Shuffle,52.0,52.0,66147.0,0.000786
0-9,Variant,Bomb Challenge,Slingshot,122.0,122.0,66147.0,0.001844
0-9,Variant,Bomb's Ballet,Bomb,1.0,1.0,66147.0,1.5e-05
0-9,Variant,Bomb's Ballet,Chuck,2748.0,2748.0,66147.0,0.041544
0-9,Variant,Bomb's Ballet,Comet,1.0,1.0,66147.0,1.5e-05
0-9,Variant,Bomb's Ballet,HC,2150.0,2150.0,66147.0,0.032503
0-9,Variant,Bomb's Ballet,Red,17.0,17.0,66147.0,0.000257
0-9,Variant,Bomb's Ballet,Shuffle,1.0,1.0,66147.0,1.5e-05
0-9,Variant,Bomb's Ballet,Slingshot,1.0,1.0,66147.0,1.5e-05
0-9,Variant,Bomb's Ballet,UL Bomb,300.0,300.0,66147.0,0.004535
0-9,Variant,Bomb's Ballet,UL Chuck,6935.0,6935.0,66147.0,0.104842
0-9,Variant,Bomb's Ballet,UL Red,14670.0,14670.0,66147.0,0.221779
0-9,Variant,Bomb's Ballet,Unlimited Lives,9330.0,9330.0,66147.0,0.141049
0-9,Variant,Chuck Challenge,Comet,11.0,11.0,66147.0,0.000166
0-9,Variant,Chuck Challenge,HC,7400.0,7400.0,66147.0,0.111872
0-9,Variant,Chuck Challenge,Shuffle,295.0,295.0,66147.0,0.00446
0-9,Variant,Chuck Challenge,Slingshot,1733.0,1733.0,66147.0,0.026199
0-9,Variant,Core,Bomb,3615.0,3615.0,66147.0,0.054651
0-9,Variant,Core,Chuck,7081.0,7081.0,66147.0,0.107049
0-9,Variant,Core,Comet,962.0,962.0,66147.0,0.014543
0-9,Variant,Core,HC,374235.0,374235.0,66147.0,5.657626
0-9,Variant,Core,Red,1407.0,1407.0,66147.0,0.021271
0-9,Variant,Core,Shuffle,2793.0,2793.0,66147.0,0.042224
0-9,Variant,Core,Slingshot,2750.0,2750.0,66147.0,0.041574
0-9,Variant,Core,Unlimited Lives,175590.0,175590.0,66147.0,2.654542
0-9,Variant,Daily Gift,Comet,642.0,642.0,66147.0,0.009706
0-9,Variant,Daily Gift,HC,606675.0,606675.0,66147.0,9.171618
0-9,Variant,Daily Gift,Shuffle,4323.0,4323.0,66147.0,0.065354
0-9,Variant,Daily Gift,Slingshot,7270.0,7270.0,66147.0,0.109907
0-9,Variant,Daily Gift,UL Bomb,21750.0,21750.0,66147.0,0.328813
0-9,Variant,Daily Gift,UL Chuck,38700.0,38700.0,66147.0,0.585061
0-9,Variant,Daily Gift,UL Red,39120.0,39120.0,66147.0,0.59141
0-9,Variant,Daily Gift,Unlimited Lives,775805.0,775805.0,66147.0,11.728499
0-9,Variant,Daily Night Sky Prize,Bomb,3.0,3.0,66147.0,4.5e-05
0-9,Variant,Daily Night Sky Prize,Chuck,3679.0,3679.0,66147.0,0.055619
0-9,Variant,Daily Night Sky Prize,HC,198770.0,198770.0,66147.0,3.004974
0-9,Variant,Daily Night Sky Prize,Red,11740.0,11740.0,66147.0,0.177483
0-9,Variant,Daily Night Sky Prize,Shuffle,3.0,3.0,66147.0,4.5e-05
0-9,Variant,Daily Night Sky Prize,Slingshot,3682.0,3682.0,66147.0,0.055664
0-9,Variant,Daily Night Sky Prize,Unlimited Lives,541320.0,541320.0,66147.0,8.183591
0-9,Variant,Flock Flurry,Bomb,616.0,616.0,66147.0,0.009313
0-9,Variant,Flock Flurry,Chuck,616.0,616.0,66147.0,0.009313
0-9,Variant,Flock Flurry,Red,616.0,616.0,66147.0,0.009313
0-9,Variant,Flock Flurry,SPT,9080.0,9080.0,66147.0,0.13727
0-9,Variant,Flock Flurry,Slingshot,616.0,616.0,66147.0,0.009313
0-9,Variant,Flock Flurry,Unlimited Lives,713040.0,713040.0,66147.0,10.779627
0-9,Variant,FlowerCoop,Bomb,2.0,2.0,66147.0,3e-05
0-9,Variant,FlowerCoop,Chuck,2.0,2.0,66147.0,3e-05
0-9,Variant,FlowerCoop,Comet,2.0,2.0,66147.0,3e-05
0-9,Variant,FlowerCoop,Unlimited Lives,15.0,15.0,66147.0,0.000227
0-9,Variant,Hatchling Hideaway,Bomb,331.0,331.0,66147.0,0.005004
0-9,Variant,Hatchling Hideaway,Chuck,1773.0,1773.0,66147.0,0.026804
0-9,Variant,Hatchling Hideaway,Comet,295.0,295.0,66147.0,0.00446
0-9,Variant,Hatchling Hideaway,HC,18860.0,18860.0,66147.0,0.285123
0-9,Variant,Hatchling Hideaway,Red,6295.0,6295.0,66147.0,0.095167
0-9,Variant,Hatchling Hideaway,Shuffle,72.0,72.0,66147.0,0.001088
0-9,Variant,Hatchling Hideaway,Slingshot,20.0,20.0,66147.0,0.000302
0-9,Variant,Hatchling Hideaway,UL Chuck,160.0,160.0,66147.0,0.002419
0-9,Variant,Hatchling Hideaway,UL Red,400.0,400.0,66147.0,0.006047
0-9,Variant,Hatchling Hideaway,Unlimited Lives,387630.0,387630.0,66147.0,5.86013
0-9,Variant,Jigsaw,Bomb,2.0,2.0,66147.0,3e-05
0-9,Variant,Jigsaw,Chuck,5077.0,5077.0,66147.0,0.076753
0-9,Variant,Jigsaw,Comet,2.0,2.0,66147.0,3e-05
0-9,Variant,Jigsaw,HC,3225.0,3225.0,66147.0,0.048755
0-9,Variant,Jigsaw,Red,53.0,53.0,66147.0,0.000801
0-9,Variant,Jigsaw,Slingshot,10.0,10.0,66147.0,0.000151
0-9,Variant,Jigsaw,UL Bomb,545.0,545.0,66147.0,0.008239
0-9,Variant,Jigsaw,UL Chuck,13215.0,13215.0,66147.0,0.199782
0-9,Variant,Jigsaw,UL Red,29920.0,29920.0,66147.0,0.452326
0-9,Variant,Jigsaw,Unlimited Lives,14940.0,14940.0,66147.0,0.225861
0-9,Variant,Kite Festival,Bomb,32.0,32.0,66147.0,0.000484
0-9,Variant,Kite Festival,Chuck,44.0,44.0,66147.0,0.000665
0-9,Variant,Kite Festival,Comet,10.0,10.0,66147.0,0.000151
0-9,Variant,Kite Festival,HC,7300.0,7300.0,66147.0,0.11036
0-9,Variant,Kite Festival,Red,62.0,62.0,66147.0,0.000937
0-9,Variant,Kite Festival,SPT,25750.0,25750.0,66147.0,0.389284
0-9,Variant,Kite Festival,Shuffle,31.0,31.0,66147.0,0.000469
0-9,Variant,Kite Festival,Slingshot,82.0,82.0,66147.0,0.00124
0-9,Variant,Kite Festival,Unlimited Lives,78520.0,78520.0,66147.0,1.187053
0-9,Variant,Level Race,Bomb,3.0,3.0,66147.0,4.5e-05
0-9,Variant,Level Race,Comet,1.0,1.0,66147.0,1.5e-05
0-9,Variant,Level Race,HC,500.0,500.0,66147.0,0.007559
0-9,Variant,Level Race,SPT,720.0,720.0,66147.0,0.010885
0-9,Variant,Level Race,Shuffle,1.0,1.0,66147.0,1.5e-05
0-9,Variant,Level Race,Slingshot,1.0,1.0,66147.0,1.5e-05
0-9,Variant,Level Race,Unlimited Lives,500.0,500.0,66147.0,0.007559
0-9,Variant,Other,Bomb,7588.0,8122.0,66147.0,0.114714
0-9,Variant,Other,Chuck,7687.0,8008.0,66147.0,0.116211
0-9,Variant,Other,Comet,200.0,412.0,66147.0,0.003024
0-9,Variant,Other,HC,47624.0,158074.0,66147.0,0.719972
0-9,Variant,Other,Red,7925.0,8582.0,66147.0,0.119809
0-9,Variant,Other,SPT,233900.0,233900.0,66147.0,3.536064
0-9,Variant,Other,Shuffle,546.0,971.0,66147.0,0.008254
0-9,Variant,Other,Slingshot,485.0,958.0,66147.0,0.007332
0-9,Variant,Other,UL Bomb,55.0,7295.0,66147.0,0.000831
0-9,Variant,Other,UL Chuck,40.0,7280.0,66147.0,0.000605
0-9,Variant,Other,UL Red,40.0,7280.0,66147.0,0.000605
0-9,Variant,Other,Unlimited Lives,77839.0,86829.0,66147.0,1.176758
0-9,Variant,Photoshoot,Chuck,5.0,5.0,66147.0,7.6e-05
0-9,Variant,Photoshoot,HC,75.0,75.0,66147.0,0.001134
0-9,Variant,Photoshoot,UL Red,15.0,15.0,66147.0,0.000227
0-9,Variant,Photoshoot,Unlimited Lives,150.0,150.0,66147.0,0.002268
0-9,Variant,Rainbow Maker,Bomb,38.0,38.0,66147.0,0.000574
0-9,Variant,Rainbow Maker,Chuck,8526.0,8526.0,66147.0,0.128895
0-9,Variant,Rainbow Maker,Comet,692.0,692.0,66147.0,0.010462
0-9,Variant,Rainbow Maker,HC,168908.0,168908.0,66147.0,2.553525
0-9,Variant,Rainbow Maker,Red,13064.0,13064.0,66147.0,0.1975
0-9,Variant,Rainbow Maker,SPT,354304.0,354304.0,66147.0,5.356312
0-9,Variant,Rainbow Maker,Shuffle,1968.0,1968.0,66147.0,0.029752
0-9,Variant,Rainbow Maker,Slingshot,10588.0,10588.0,66147.0,0.160068
0-9,Variant,Rainbow Maker,UL Red,5370.0,5370.0,66147.0,0.081183
0-9,Variant,Rainbow Maker,Unlimited Lives,200275.0,200275.0,66147.0,3.027726
0-9,Variant,Red Challenge,Comet,17.0,17.0,66147.0,0.000257
0-9,Variant,Red Challenge,HC,8050.0,8050.0,66147.0,0.121699
0-9,Variant,Red Challenge,Red,1.0,1.0,66147.0,1.5e-05
0-9,Variant,Red Challenge,Shuffle,174.0,174.0,66147.0,0.002631
0-9,Variant,Red Challenge,Slingshot,491.0,491.0,66147.0,0.007423
0-9,Variant,River Rush,Bomb,3.0,3.0,66147.0,4.5e-05
0-9,Variant,River Rush,Chuck,3.0,3.0,66147.0,4.5e-05
0-9,Variant,River Rush,Comet,10.0,10.0,66147.0,0.000151
0-9,Variant,River Rush,HC,390.0,390.0,66147.0,0.005896
0-9,Variant,River Rush,Red,5.0,5.0,66147.0,7.6e-05
0-9,Variant,River Rush,SPT,30.0,30.0,66147.0,0.000454
0-9,Variant,River Rush,Shuffle,12.0,12.0,66147.0,0.000181
0-9,Variant,River Rush,Slingshot,2.0,2.0,66147.0,3e-05
0-9,Variant,River Rush,UL Bomb,100.0,100.0,66147.0,0.001512
0-9,Variant,River Rush,UL Chuck,30.0,30.0,66147.0,0.000454
0-9,Variant,River Rush,UL Red,40.0,40.0,66147.0,0.000605
0-9,Variant,River Rush,Unlimited Lives,15.0,15.0,66147.0,0.000227
0-9,Variant,Saga,Bomb,2708.0,2708.0,66147.0,0.040939
0-9,Variant,Saga,Chuck,3305.0,3305.0,66147.0,0.049964
0-9,Variant,Saga,Comet,71.0,71.0,66147.0,0.001073
0-9,Variant,Saga,HC,200445.0,200445.0,66147.0,3.030296
0-9,Variant,Saga,Red,3707.0,3707.0,66147.0,0.056042
0-9,Variant,Saga,Shuffle,2856.0,2856.0,66147.0,0.043177
0-9,Variant,Saga,Slingshot,3027.0,3027.0,66147.0,0.045762
0-9,Variant,Saga,Unlimited Lives,729140.0,729140.0,66147.0,11.023024
0-9,Variant,Season Pass (Free),Bomb,1204.0,1204.0,66147.0,0.018202
0-9,Variant,Season Pass (Free),Chuck,6801.0,6801.0,66147.0,0.102816
0-9,Variant,Season Pass (Free),Comet,114.0,114.0,66147.0,0.001723
0-9,Variant,Season Pass (Free),HC,118640.0,118715.0,66147.0,1.793581
0-9,Variant,Season Pass (Free),Red,6550.0,6550.0,66147.0,0.099022
0-9,Variant,Season Pass (Free),Shuffle,1853.0,1853.0,66147.0,0.028013
0-9,Variant,Season Pass (Free),Slingshot,272.0,272.0,66147.0,0.004112
0-9,Variant,Season Pass (Free),UL Bomb,630.0,630.0,66147.0,0.009524
0-9,Variant,Season Pass (Free),UL Chuck,34895.0,34895.0,66147.0,0.527537
0-9,Variant,Season Pass (Free),UL Red,53985.0,53985.0,66147.0,0.816137
0-9,Variant,Season Pass (Free),Unlimited Lives,233215.0,233215.0,66147.0,3.525708
0-9,Variant,Target Day,Bomb,166.0,166.0,66147.0,0.00251
0-9,Variant,Target Day,Chuck,1161.0,1161.0,66147.0,0.017552
0-9,Variant,Target Day,Comet,61.0,61.0,66147.0,0.000922
0-9,Variant,Target Day,HC,16000.0,16000.0,66147.0,0.241885
0-9,Variant,Target Day,Red,2924.0,2924.0,66147.0,0.044205
0-9,Variant,Target Day,SPT,80.0,80.0,66147.0,0.001209
0-9,Variant,Target Day,Shuffle,148.0,148.0,66147.0,0.002237
0-9,Variant,Target Day,Slingshot,637.0,637.0,66147.0,0.00963
0-9,Variant,Target Day,Unlimited Lives,382560.0,382560.0,66147.0,5.783482
0-9,Variant,Team Event,Comet,978.0,978.0,66147.0,0.014785
0-9,Variant,Team Event,HC,329240.0,329240.0,66147.0,4.977399
0-9,Variant,Team Event,Shuffle,2108.0,2108.0,66147.0,0.031868
0-9,Variant,Team Event,Slingshot,3600.0,3600.0,66147.0,0.054424
0-9,Variant,Team Race,Bomb,3297.0,3297.0,66147.0,0.049844
0-9,Variant,Team Race,Chuck,1271.0,1271.0,66147.0,0.019215
0-9,Variant,Team Race,Comet,6052.0,6052.0,66147.0,0.091493
0-9,Variant,Team Race,HC,447735.0,447735.0,66147.0,6.768788
0-9,Variant,Team Race,Red,773.0,773.0,66147.0,0.011686
0-9,Variant,Team Race,SPT,90345.0,90345.0,66147.0,1.365822
0-9,Variant,Team Race,Shuffle,4163.0,4163.0,66147.0,0.062936
0-9,Variant,Team Race,Slingshot,3061.0,3061.0,66147.0,0.046276
0-9,Variant,Team Race,Unlimited Lives,8335.0,8335.0,66147.0,0.126007
10-19,Control,Ads,Bomb,2.0,2.0,51989.0,3.8e-05
10-19,Control,Ads,Chuck,5.0,5.0,51989.0,9.6e-05
10-19,Control,Ads,Comet,1490.0,1490.0,51989.0,0.02866
10-19,Control,Ads,HC,140765.0,140765.0,51989.0,2.707592
10-19,Control,Ads,Red,20.0,20.0,51989.0,0.000385
10-19,Control,Ads,Shuffle,3122.0,3122.0,51989.0,0.060051
10-19,Control,Ads,Slingshot,3071.0,3071.0,51989.0,0.05907
10-19,Control,Ads,Unlimited Lives,46520.0,46520.0,51989.0,0.894805
10-19,Control,Bomb Challenge,Comet,74.0,74.0,51989.0,0.001423
10-19,Control,Bomb Challenge,HC,37700.0,37700.0,51989.0,0.725153
