start_date,end_date,ab_group,segment,payer_flag,seg_rank,source,source_sort,resource,unit,resource_sort,segment_players,segment_player_days,gain_players,total_amount,amount_per_segment_player,amount_per_player_day,amount_per_gain_player,gain_player_rate_pct
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Ads,1,HC,HC,1,31059,127141,5510,343410.0,11.0567,2.701,62.3249,17.74
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Ads,1,Slingshot,count,2,31059,127141,3447,7758.0,0.2498,0.061,2.2507,11.1
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Ads,1,Shuffle,count,3,31059,127141,3344,7497.0,0.2414,0.059,2.2419,10.77
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Ads,1,Comet,count,4,31059,127141,2103,3517.0,0.1132,0.0277,1.6724,6.77
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Ads,1,Red,count,5,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Ads,1,Chuck,count,6,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Ads,1,Bomb,count,7,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Ads,1,UL Bomb,minutes,8,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Ads,1,UL Chuck,minutes,9,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Ads,1,UL Red,minutes,10,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Ads,1,Unlimited Lives,minutes,11,31059,127141,3801,113235.0,3.6458,0.8906,29.7908,12.24
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Ads,1,SPT,count,12,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Ads,1,SPTx2,minutes,13,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Bomb Challenge,2,HC,HC,1,31059,127141,289,27750.0,0.8935,0.2183,96.0208,0.93
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Bomb Challenge,2,Slingshot,count,2,31059,127141,2416,2720.0,0.0876,0.0214,1.1258,7.78
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Bomb Challenge,2,Shuffle,count,3,31059,127141,787,847.0,0.0273,0.0067,1.0762,2.53
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Bomb Challenge,2,Comet,count,4,31059,127141,42,45.0,0.0014,0.0004,1.0714,0.14
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Bomb Challenge,2,Red,count,5,31059,127141,2,2.0,0.0001,0.0,1.0,0.01
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Bomb Challenge,2,Chuck,count,6,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Bomb Challenge,2,Bomb,count,7,31059,127141,1,1.0,0.0,0.0,1.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Bomb Challenge,2,UL Bomb,minutes,8,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Bomb Challenge,2,UL Chuck,minutes,9,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Bomb Challenge,2,UL Red,minutes,10,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Bomb Challenge,2,Unlimited Lives,minutes,11,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Bomb Challenge,2,SPT,count,12,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Bomb Challenge,2,SPTx2,minutes,13,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Bomb's Ballet,3,HC,HC,1,31059,127141,248,6475.0,0.2085,0.0509,26.1089,0.8
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Bomb's Ballet,3,Slingshot,count,2,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Bomb's Ballet,3,Shuffle,count,3,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Bomb's Ballet,3,Comet,count,4,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Bomb's Ballet,3,Red,count,5,31059,127141,17,17.0,0.0005,0.0001,1.0,0.05
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Bomb's Ballet,3,Chuck,count,6,31059,127141,5711,5891.0,0.1897,0.0463,1.0315,18.39
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Bomb's Ballet,3,Bomb,count,7,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Bomb's Ballet,3,UL Bomb,minutes,8,31059,127141,51,520.0,0.0167,0.0041,10.1961,0.16
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Bomb's Ballet,3,UL Chuck,minutes,9,31059,127141,1918,19460.0,0.6265,0.1531,10.146,6.18
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Bomb's Ballet,3,UL Red,minutes,10,31059,127141,3429,34840.0,1.1217,0.274,10.1604,11.04
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Bomb's Ballet,3,Unlimited Lives,minutes,11,31059,127141,860,27285.0,0.8785,0.2146,31.7267,2.77
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Bomb's Ballet,3,SPT,count,12,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Bomb's Ballet,3,SPTx2,minutes,13,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Chuck Challenge,4,HC,HC,1,31059,127141,26,2750.0,0.0885,0.0216,105.7692,0.08
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Chuck Challenge,4,Slingshot,count,2,31059,127141,47,54.0,0.0017,0.0004,1.1489,0.15
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Chuck Challenge,4,Shuffle,count,3,31059,127141,45,46.0,0.0015,0.0004,1.0222,0.14
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Chuck Challenge,4,Comet,count,4,31059,127141,5,5.0,0.0002,0.0,1.0,0.02
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Chuck Challenge,4,Red,count,5,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Chuck Challenge,4,Chuck,count,6,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Chuck Challenge,4,Bomb,count,7,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Chuck Challenge,4,UL Bomb,minutes,8,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Chuck Challenge,4,UL Chuck,minutes,9,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Chuck Challenge,4,UL Red,minutes,10,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Chuck Challenge,4,Unlimited Lives,minutes,11,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Chuck Challenge,4,SPT,count,12,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Chuck Challenge,4,SPTx2,minutes,13,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Core,5,HC,HC,1,31059,127141,9867,432210.0,13.9158,3.3995,43.8036,31.77
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Core,5,Slingshot,count,2,31059,127141,2872,2982.0,0.096,0.0235,1.0383,9.25
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Core,5,Shuffle,count,3,31059,127141,4534,4771.0,0.1536,0.0375,1.0523,14.6
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Core,5,Comet,count,4,31059,127141,2146,2195.0,0.0707,0.0173,1.0228,6.91
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Core,5,Red,count,5,31059,127141,1530,1591.0,0.0512,0.0125,1.0399,4.93
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Core,5,Chuck,count,6,31059,127141,1621,1718.0,0.0553,0.0135,1.0598,5.22
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Core,5,Bomb,count,7,31059,127141,1354,1399.0,0.045,0.011,1.0332,4.36
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Core,5,UL Bomb,minutes,8,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Core,5,UL Chuck,minutes,9,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Core,5,UL Red,minutes,10,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Core,5,Unlimited Lives,minutes,11,31059,127141,5674,266550.0,8.5821,2.0965,46.9774,18.27
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Core,5,SPT,count,12,31059,127141,27241,8938853.0,287.8023,70.3066,328.1397,87.71
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Core,5,SPTx2,minutes,13,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Daily Gift,6,HC,HC,1,31059,127141,24366,2021495.0,65.0856,15.8996,82.9638,78.45
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Daily Gift,6,Slingshot,count,2,31059,127141,10768,19642.0,0.6324,0.1545,1.8241,34.67
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Daily Gift,6,Shuffle,count,3,31059,127141,8271,12467.0,0.4014,0.0981,1.5073,26.63
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Daily Gift,6,Comet,count,4,31059,127141,1790,1848.0,0.0595,0.0145,1.0324,5.76
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Daily Gift,6,Red,count,5,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Daily Gift,6,Chuck,count,6,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Daily Gift,6,Bomb,count,7,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Daily Gift,6,UL Bomb,minutes,8,31059,127141,1692,51330.0,1.6527,0.4037,30.3369,5.45
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Daily Gift,6,UL Chuck,minutes,9,31059,127141,1667,101220.0,3.259,0.7961,60.7199,5.37
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Daily Gift,6,UL Red,minutes,10,31059,127141,1749,106320.0,3.4232,0.8362,60.789,5.63
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Daily Gift,6,Unlimited Lives,minutes,11,31059,127141,21457,1875035.0,60.3701,14.7477,87.3857,69.08
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Daily Gift,6,SPT,count,12,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Daily Gift,6,SPTx2,minutes,13,31059,127141,39,675.0,0.0217,0.0053,17.3077,0.13
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Daily Night Sky Prize,7,HC,HC,1,31059,127141,11500,374720.0,12.0648,2.9473,32.5843,37.03
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Daily Night Sky Prize,7,Slingshot,count,2,31059,127141,4501,6705.0,0.2159,0.0527,1.4897,14.49
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Daily Night Sky Prize,7,Shuffle,count,3,31059,127141,3,5.0,0.0002,0.0,1.6667,0.01
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Daily Night Sky Prize,7,Comet,count,4,31059,127141,3,4.0,0.0001,0.0,1.3333,0.01
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Daily Night Sky Prize,7,Red,count,5,31059,127141,10350,21936.0,0.7063,0.1725,2.1194,33.32
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Daily Night Sky Prize,7,Chuck,count,6,31059,127141,4500,6704.0,0.2158,0.0527,1.4898,14.49
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Daily Night Sky Prize,7,Bomb,count,7,31059,127141,1,2.0,0.0001,0.0,2.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Daily Night Sky Prize,7,UL Bomb,minutes,8,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Daily Night Sky Prize,7,UL Chuck,minutes,9,31059,127141,1,10.0,0.0003,0.0001,10.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Daily Night Sky Prize,7,UL Red,minutes,10,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Daily Night Sky Prize,7,Unlimited Lives,minutes,11,31059,127141,15475,955480.0,30.7634,7.5151,61.7435,49.82
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Daily Night Sky Prize,7,SPT,count,12,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Daily Night Sky Prize,7,SPTx2,minutes,13,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Flock Flurry,8,HC,HC,1,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Flock Flurry,8,Slingshot,count,2,31059,127141,2578,3164.0,0.1019,0.0249,1.2273,8.3
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Flock Flurry,8,Shuffle,count,3,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Flock Flurry,8,Comet,count,4,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Flock Flurry,8,Red,count,5,31059,127141,2578,3164.0,0.1019,0.0249,1.2273,8.3
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Flock Flurry,8,Chuck,count,6,31059,127141,2578,3164.0,0.1019,0.0249,1.2273,8.3
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Flock Flurry,8,Bomb,count,7,31059,127141,2578,3164.0,0.1019,0.0249,1.2273,8.3
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Flock Flurry,8,UL Bomb,minutes,8,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Flock Flurry,8,UL Chuck,minutes,9,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Flock Flurry,8,UL Red,minutes,10,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Flock Flurry,8,Unlimited Lives,minutes,11,31059,127141,14575,2202960.0,70.9282,17.3269,151.1465,46.93
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Flock Flurry,8,SPT,count,12,31059,127141,2199,54100.0,1.7418,0.4255,24.6021,7.08
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Flock Flurry,8,SPTx2,minutes,13,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Hatchling Hideaway,9,HC,HC,1,31059,127141,3043,41715.0,1.3431,0.3281,13.7085,9.8
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Hatchling Hideaway,9,Slingshot,count,2,31059,127141,179,191.0,0.0061,0.0015,1.067,0.58
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Hatchling Hideaway,9,Shuffle,count,3,31059,127141,525,565.0,0.0182,0.0044,1.0762,1.69
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Hatchling Hideaway,9,Comet,count,4,31059,127141,88,91.0,0.0029,0.0007,1.0341,0.28
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Hatchling Hideaway,9,Red,count,5,31059,127141,10269,14793.0,0.4763,0.1164,1.4405,33.06
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Hatchling Hideaway,9,Chuck,count,6,31059,127141,2992,3521.0,0.1134,0.0277,1.1768,9.63
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Hatchling Hideaway,9,Bomb,count,7,31059,127141,525,565.0,0.0182,0.0044,1.0762,1.69
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Hatchling Hideaway,9,UL Bomb,minutes,8,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Hatchling Hideaway,9,UL Chuck,minutes,9,31059,127141,88,910.0,0.0293,0.0072,10.3409,0.28
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Hatchling Hideaway,9,UL Red,minutes,10,31059,127141,179,1910.0,0.0615,0.015,10.6704,0.58
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Hatchling Hideaway,9,Unlimited Lives,minutes,11,31059,127141,10349,904530.0,29.123,7.1144,87.4026,33.32
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Hatchling Hideaway,9,SPT,count,12,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Hatchling Hideaway,9,SPTx2,minutes,13,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Jigsaw,10,HC,HC,1,31059,127141,304,9075.0,0.2922,0.0714,29.852,0.98
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Jigsaw,10,Slingshot,count,2,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Jigsaw,10,Shuffle,count,3,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Jigsaw,10,Comet,count,4,31059,127141,1,1.0,0.0,0.0,1.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Jigsaw,10,Red,count,5,31059,127141,76,91.0,0.0029,0.0007,1.1974,0.24
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Jigsaw,10,Chuck,count,6,31059,127141,7376,8798.0,0.2833,0.0692,1.1928,23.75
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Jigsaw,10,Bomb,count,7,31059,127141,1,1.0,0.0,0.0,1.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Jigsaw,10,UL Bomb,minutes,8,31059,127141,77,875.0,0.0282,0.0069,11.3636,0.25
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Jigsaw,10,UL Chuck,minutes,9,31059,127141,2827,32130.0,1.0345,0.2527,11.3654,9.1
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Jigsaw,10,UL Red,minutes,10,31059,127141,5062,57665.0,1.8566,0.4536,11.3917,16.3
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Jigsaw,10,Unlimited Lives,minutes,11,31059,127141,1200,45060.0,1.4508,0.3544,37.55,3.86
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Jigsaw,10,SPT,count,12,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Jigsaw,10,SPTx2,minutes,13,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Kite Festival,11,HC,HC,1,31059,127141,60,10000.0,0.322,0.0787,166.6667,0.19
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Kite Festival,11,Slingshot,count,2,31059,127141,146,154.0,0.005,0.0012,1.0548,0.47
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Kite Festival,11,Shuffle,count,3,31059,127141,60,62.0,0.002,0.0005,1.0333,0.19
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Kite Festival,11,Comet,count,4,31059,127141,7,8.0,0.0003,0.0001,1.1429,0.02
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Kite Festival,11,Red,count,5,31059,127141,120,123.0,0.004,0.001,1.025,0.39
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Kite Festival,11,Chuck,count,6,31059,127141,81,82.0,0.0026,0.0006,1.0123,0.26
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Kite Festival,11,Bomb,count,7,31059,127141,72,74.0,0.0024,0.0006,1.0278,0.23
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Kite Festival,11,UL Bomb,minutes,8,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Kite Festival,11,UL Chuck,minutes,9,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Kite Festival,11,UL Red,minutes,10,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Kite Festival,11,Unlimited Lives,minutes,11,31059,127141,3885,145795.0,4.6941,1.1467,37.5277,12.51
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Kite Festival,11,SPT,count,12,31059,127141,878,75490.0,2.4305,0.5938,85.9795,2.83
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Kite Festival,11,SPTx2,minutes,13,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Level Race,12,HC,HC,1,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Level Race,12,Slingshot,count,2,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Level Race,12,Shuffle,count,3,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Level Race,12,Comet,count,4,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Level Race,12,Red,count,5,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Level Race,12,Chuck,count,6,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Level Race,12,Bomb,count,7,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Level Race,12,UL Bomb,minutes,8,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Level Race,12,UL Chuck,minutes,9,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Level Race,12,UL Red,minutes,10,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Level Race,12,Unlimited Lives,minutes,11,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Level Race,12,SPT,count,12,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Level Race,12,SPTx2,minutes,13,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Other,13,HC,HC,1,31059,127141,3782,150488.0,4.8452,1.1836,39.7906,12.18
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Other,13,Slingshot,count,2,31059,127141,3425,3964.0,0.1276,0.0312,1.1574,11.03
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Other,13,Shuffle,count,3,31059,127141,1544,1861.0,0.0599,0.0146,1.2053,4.97
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Other,13,Comet,count,4,31059,127141,642,677.0,0.0218,0.0053,1.0545,2.07
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Other,13,Red,count,5,31059,127141,12919,18903.0,0.6086,0.1487,1.4632,41.6
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Other,13,Chuck,count,6,31059,127141,12750,18605.0,0.599,0.1463,1.4592,41.05
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Other,13,Bomb,count,7,31059,127141,12625,18459.0,0.5943,0.1452,1.4621,40.65
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Other,13,UL Bomb,minutes,8,31059,127141,96,3180.0,0.1024,0.025,33.125,0.31
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Other,13,UL Chuck,minutes,9,31059,127141,96,3180.0,0.1024,0.025,33.125,0.31
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Other,13,UL Red,minutes,10,31059,127141,99,3195.0,0.1029,0.0251,32.2727,0.32
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Other,13,Unlimited Lives,minutes,11,31059,127141,3141,127997.0,4.1211,1.0067,40.7504,10.11
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Other,13,SPT,count,12,31059,127141,10676,613318.0,19.7469,4.8239,57.4483,34.37
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Other,13,SPTx2,minutes,13,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Photoshoot,14,HC,HC,1,31059,127141,300,7850.0,0.2527,0.0617,26.1667,0.97
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Photoshoot,14,Slingshot,count,2,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Photoshoot,14,Shuffle,count,3,31059,127141,1,1.0,0.0,0.0,1.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Photoshoot,14,Comet,count,4,31059,127141,0,0.0,0.0,0.0,0.0,0.0
2026-07-27,2026-08-16,Control,0-9,NONPAYER,1,Photoshoot,14,Red,count,5,31059,127141,25,25.0,0.0008,0.0002,1.0,0.08
