segment,payer_flag,currency,day_index,gain_total,spend_total,resource_earners,gain_per_earner_day,spend_per_earner_day,net_per_earner_day,active_players_day
20-39,NONPAYER,UL Chuck,2,11085.0,4929.0,10290,1.0773,0.479,0.5983,4507
20-39,NONPAYER,UL Chuck,3,11715.0,5339.0,10290,1.1385,0.5189,0.6196,4451
20-39,NONPAYER,UL Chuck,4,14125.0,6297.0,10290,1.3727,0.612,0.7607,4274
20-39,NONPAYER,UL Chuck,5,23165.0,10676.0,10290,2.2512,1.0375,1.2137,4250
20-39,NONPAYER,UL Chuck,6,19420.0,9016.0,10290,1.8873,0.8762,1.0111,4137
20-39,NONPAYER,UL Chuck,7,17540.0,8026.0,10290,1.7046,0.78,0.9246,4216
20-39,NONPAYER,UL Chuck,8,15180.0,7293.0,10290,1.4752,0.7087,0.7665,4541
20-39,NONPAYER,UL Chuck,9,11050.0,5044.0,10290,1.0739,0.4902,0.5837,4545
20-39,NONPAYER,UL Chuck,10,12365.0,5257.0,10290,1.2017,0.5109,0.6908,4520
20-39,NONPAYER,UL Chuck,11,13515.0,5606.0,10290,1.3134,0.5448,0.7686,4589
20-39,NONPAYER,UL Chuck,12,23945.0,11018.0,10290,2.327,1.0707,1.2563,4587
20-39,NONPAYER,UL Chuck,13,20895.0,9728.0,10290,2.0306,0.9454,1.0852,4861
20-39,NONPAYER,UL Chuck,14,18730.0,8498.0,10290,1.8202,0.8259,0.9944,4940
20-39,NONPAYER,UL Chuck,15,25265.0,10405.0,10290,2.4553,1.0112,1.4441,5144
20-39,NONPAYER,UL Chuck,16,12870.0,5565.0,10290,1.2507,0.5408,0.7099,5311
20-39,NONPAYER,UL Chuck,17,12865.0,5510.0,10290,1.2502,0.5355,0.7148,5182
20-39,NONPAYER,UL Chuck,18,13335.0,5528.0,10290,1.2959,0.5372,0.7587,5152
20-39,NONPAYER,UL Chuck,19,11675.0,5074.0,10290,1.1346,0.4931,0.6415,4791
20-39,NONPAYER,UL Chuck,20,9375.0,3778.0,10290,0.9111,0.3672,0.5439,4629
20-39,NONPAYER,UL Chuck,21,10070.0,4130.0,10290,0.9786,0.4014,0.5773,4452
20-39,NONPAYER,UL Red,1,28260.0,12160.0,11807,2.3935,1.0299,1.3636,4532
20-39,NONPAYER,UL Red,2,32430.0,12913.0,11807,2.7467,1.0937,1.653,4507
20-39,NONPAYER,UL Red,3,29735.0,12012.0,11807,2.5184,1.0174,1.5011,4451
20-39,NONPAYER,UL Red,4,29380.0,11713.0,11807,2.4884,0.992,1.4963,4274
20-39,NONPAYER,UL Red,5,38035.0,16691.0,11807,3.2214,1.4137,1.8077,4250
20-39,NONPAYER,UL Red,6,27260.0,12113.0,11807,2.3088,1.0259,1.2829,4137
20-39,NONPAYER,UL Red,7,24335.0,10795.0,11807,2.0611,0.9143,1.1468,4216
20-39,NONPAYER,UL Red,8,30015.0,13119.0,11807,2.5421,1.1111,1.431,4541
20-39,NONPAYER,UL Red,9,32730.0,13266.0,11807,2.7721,1.1236,1.6485,4545
20-39,NONPAYER,UL Red,10,29950.0,11946.0,11807,2.5366,1.0118,1.5249,4520
20-39,NONPAYER,UL Red,11,25600.0,10419.0,11807,2.1682,0.8824,1.2858,4589
20-39,NONPAYER,UL Red,12,35410.0,15971.0,11807,2.9991,1.3527,1.6464,4587
20-39,NONPAYER,UL Red,13,27245.0,12037.0,11807,2.3075,1.0195,1.288,4861
20-39,NONPAYER,UL Red,14,25080.0,11476.0,11807,2.1242,0.972,1.1522,4940
20-39,NONPAYER,UL Red,15,41100.0,16356.0,11807,3.481,1.3853,2.0957,5144
20-39,NONPAYER,UL Red,16,33085.0,13385.0,11807,2.8022,1.1336,1.6685,5311
20-39,NONPAYER,UL Red,17,30910.0,12219.0,11807,2.6179,1.0349,1.583,5182
20-39,NONPAYER,UL Red,18,27670.0,10960.0,11807,2.3435,0.9283,1.4153,5152
20-39,NONPAYER,UL Red,19,22035.0,8724.0,11807,1.8663,0.7389,1.1274,4791
20-39,NONPAYER,UL Red,20,16725.0,6469.0,11807,1.4165,0.5479,0.8686,4629
20-39,NONPAYER,UL Red,21,17960.0,6963.0,11807,1.5211,0.5897,0.9314,4452
20-39,NONPAYER,Unlimited Lives,1,956131.0,0.0,19607,48.7648,0.0,48.7648,4532
20-39,NONPAYER,Unlimited Lives,2,835688.0,0.0,19607,42.6219,0.0,42.6219,4507
20-39,NONPAYER,Unlimited Lives,3,874395.0,18.0,19607,44.5961,0.0009,44.5951,4451
20-39,NONPAYER,Unlimited Lives,4,821391.0,5.0,19607,41.8927,0.0003,41.8925,4274
20-39,NONPAYER,Unlimited Lives,5,712763.0,8.0,19607,36.3525,0.0004,36.3521,4250
20-39,NONPAYER,Unlimited Lives,6,609667.0,0.0,19607,31.0944,0.0,31.0944,4137
20-39,NONPAYER,Unlimited Lives,7,605625.0,27.0,19607,30.8882,0.0014,30.8868,4216
20-39,NONPAYER,Unlimited Lives,8,859792.0,0.0,19607,43.8513,0.0,43.8513,4541
20-39,NONPAYER,Unlimited Lives,9,871109.0,0.0,19607,44.4285,0.0,44.4285,4545
20-39,NONPAYER,Unlimited Lives,10,810210.0,0.0,19607,41.3225,0.0,41.3225,4520
20-39,NONPAYER,Unlimited Lives,11,752688.0,0.0,19607,38.3887,0.0,38.3887,4589
20-39,NONPAYER,Unlimited Lives,12,725698.0,0.0,19607,37.0122,0.0,37.0122,4587
20-39,NONPAYER,Unlimited Lives,13,682659.0,54.0,19607,34.8171,0.0028,34.8144,4861
20-39,NONPAYER,Unlimited Lives,14,681397.0,5.0,19607,34.7527,0.0003,34.7525,4940
20-39,NONPAYER,Unlimited Lives,15,975066.0,18.0,19607,49.7305,0.0009,49.7296,5144
20-39,NONPAYER,Unlimited Lives,16,887278.0,0.0,19607,45.2531,0.0,45.2531,5311
20-39,NONPAYER,Unlimited Lives,17,810591.0,0.0,19607,41.3419,0.0,41.3419,5182
20-39,NONPAYER,Unlimited Lives,18,763068.0,17.0,19607,38.9181,0.0009,38.9173,5152
20-39,NONPAYER,Unlimited Lives,19,702029.0,23.0,19607,35.805,0.0012,35.8038,4791
20-39,NONPAYER,Unlimited Lives,20,607055.0,0.0,19607,30.9611,0.0,30.9611,4629
20-39,NONPAYER,Unlimited Lives,21,570576.0,8.0,19607,29.1006,0.0004,29.1002,4452
20-39,NONPAYER,SPT,1,936615.0,0.0,16866,55.5327,0.0,55.5327,4532
20-39,NONPAYER,SPT,2,890904.0,0.0,16866,52.8225,0.0,52.8225,4507
20-39,NONPAYER,SPT,3,609621.0,0.0,16866,36.145,0.0,36.145,4451
20-39,NONPAYER,SPT,4,959688.0,0.0,16866,56.9007,0.0,56.9007,4274
20-39,NONPAYER,SPT,5,999048.0,0.0,16866,59.2344,0.0,59.2344,4250
20-39,NONPAYER,SPT,6,887673.0,0.0,16866,52.6309,0.0,52.6309,4137
20-39,NONPAYER,SPT,7,900976.0,0.0,16866,53.4197,0.0,53.4197,4216
20-39,NONPAYER,SPT,8,1263099.0,0.0,16866,74.8903,0.0,74.8903,4541
20-39,NONPAYER,SPT,9,1026231.0,0.0,16866,60.8461,0.0,60.8461,4545
20-39,NONPAYER,SPT,10,1013364.0,0.0,16866,60.0832,0.0,60.0832,4520
20-39,NONPAYER,SPT,11,1133709.0,0.0,16866,67.2186,0.0,67.2186,4589
20-39,NONPAYER,SPT,12,1118685.0,0.0,16866,66.3278,0.0,66.3278,4587
20-39,NONPAYER,SPT,13,1080755.0,0.0,16866,64.0789,0.0,64.0789,4861
20-39,NONPAYER,SPT,14,1103728.0,0.0,16866,65.441,0.0,65.441,4940
