start_date,end_date,ab_group,segment,payer_flag,source,HC,Slingshot,Shuffle,Comet,Red,Chuck,Bomb,UL Bomb,UL Chuck,UL Red,Unlimited Lives,SPT,SPTx2,segment_players,segment_player_days,seg_rank,source_sort
2026-07-27,2026-08-16,Variant A,10-19,PAYER,Chuck Challenge,2.6565,0.1572,0.073,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7284,30952,2,4
2026-07-27,2026-08-16,Variant A,10-19,PAYER,Core,27.4883,0.2131,0.3031,0.1244,0.0953,0.1107,0.0901,0.0,0.0,0.0,17.2158,524.4496,0.0,7284,30952,2,5
2026-07-27,2026-08-16,Variant A,10-19,PAYER,Daily Gift,60.8807,0.7709,0.5129,0.0835,0.0,0.0,0.0,2.5947,4.8538,4.9506,73.7431,0.0,0.0144,7284,30952,2,6
2026-07-27,2026-08-16,Variant A,10-19,PAYER,Daily Night Sky Prize,66.6214,0.7537,0.0,0.0025,1.4938,0.7512,0.0,0.0,0.0,0.0,51.8918,0.0,0.0,7284,30952,2,7
2026-07-27,2026-08-16,Variant A,10-19,PAYER,Flock Flurry,0.0,0.2718,0.0,0.0,0.2718,0.2718,0.2718,0.0,0.0,0.0,96.6804,4.7611,0.0,7284,30952,2,8
2026-07-27,2026-08-16,Variant A,10-19,PAYER,Hatchling Hideaway,9.3959,0.0324,0.1674,0.391,0.8803,0.6516,0.4233,0.0,0.2252,1.436,65.5148,0.0,0.0,7284,30952,2,9
2026-07-27,2026-08-16,Variant A,10-19,PAYER,Jigsaw,1.922,0.0008,0.0,0.0003,0.0277,0.2839,0.0003,0.2773,1.9584,2.5041,4.5881,0.0,0.0,7284,30952,2,10
2026-07-27,2026-08-16,Variant A,10-19,PAYER,Kite Festival,1.3797,0.0217,0.007,0.0011,0.0231,0.0167,0.01,0.0,0.0,0.0,14.862,9.0342,0.0,7284,30952,2,11
2026-07-27,2026-08-16,Variant A,10-19,PAYER,Level Race,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7284,30952,2,12
2026-07-27,2026-08-16,Variant A,10-19,PAYER,Other,14.4809,0.215,0.1568,0.077,0.8196,0.8537,0.8513,0.0741,0.0748,0.0741,9.4345,39.0774,0.0,7284,30952,2,13
2026-07-27,2026-08-16,Variant A,10-19,PAYER,Photoshoot,0.7448,0.0,0.0003,0.0,0.0036,0.1105,0.0003,0.0041,0.0124,0.1709,2.2323,0.0,0.0,7284,30952,2,14
2026-07-27,2026-08-16,Variant A,10-19,PAYER,Red Challenge,2.9517,0.1727,0.0783,0.0058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7284,30952,2,15
2026-07-27,2026-08-16,Variant A,10-19,PAYER,River Rush,0.0316,0.0,0.0005,0.0003,0.0004,0.0003,0.0,0.0027,0.0,0.0,0.0021,0.0041,0.0014,7284,30952,2,16
2026-07-27,2026-08-16,Variant A,10-19,PAYER,Saga,35.8999,0.5916,0.5865,0.0012,0.6078,0.5942,0.5795,0.0,0.0,0.0,154.2937,0.0,0.0,7284,30952,2,17
2026-07-27,2026-08-16,Variant A,10-19,PAYER,Season Pass (Free),31.9749,0.3077,0.5058,0.1595,1.0629,1.0721,0.5629,1.1738,5.0178,7.6929,47.3723,0.1593,0.0,7284,30952,2,18
2026-07-27,2026-08-16,Variant A,10-19,PAYER,Target Day,6.2775,0.1528,0.047,0.0243,0.2982,0.1882,0.0614,0.0,0.0,0.0,36.1697,0.0014,0.0,7284,30952,2,19
2026-07-27,2026-08-16,Variant A,10-19,PAYER,Team Event,45.4311,0.5118,0.2455,0.1447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7284,30952,2,20
2026-07-27,2026-08-16,Variant A,10-19,PAYER,Team Race,46.5397,0.3037,0.4491,0.6469,0.0604,0.1043,0.2689,0.0,0.0,0.0,0.0,0.0,0.0,7284,30952,2,21
2026-07-27,2026-08-16,Variant A,10-19,PAYER,Flash Race,12.7444,0.1333,0.1561,0.1417,0.0563,0.0888,0.142,0.0,0.0,0.0,1.3756,33.5248,0.0,7284,30952,2,22
2026-07-27,2026-08-16,Variant A,10-19,PAYER,FlowerCoop,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0014,0.0,0.0,0.0,7284,30952,2,23
2026-07-27,2026-08-16,Variant A,10-19,PAYER,Rainbow Maker,28.9594,1.9514,0.7364,0.5585,0.965,1.0435,0.1668,0.0,0.0247,5.6205,43.9278,119.1776,6.1107,7284,30952,2,24
2026-07-27,2026-08-16,Variant A,10-19,PAYER,IAPs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7284,30952,2,25
2026-07-27,2026-08-16,Variant A,20-39,NONPAYER,Ads,16.8951,0.3691,0.387,0.1749,0.0,0.0,0.0,0.0,0.0,0.0,5.7583,0.0,0.0,21337,91644,3,1
2026-07-27,2026-08-16,Variant A,20-39,NONPAYER,Bomb Challenge,10.7747,0.16,0.1552,0.0259,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,21337,91644,3,2
2026-07-27,2026-08-16,Variant A,20-39,NONPAYER,Bomb's Ballet,4.3258,0.0013,0.0007,0.0006,0.0908,0.245,0.0006,1.256,2.2128,2.7263,9.0688,0.0,0.0,21337,91644,3,3
2026-07-27,2026-08-16,Variant A,20-39,NONPAYER,Chuck Challenge,12.0003,0.1644,0.1803,0.0281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21337,91644,3,4
2026-07-27,2026-08-16,Variant A,20-39,NONPAYER,Core,82.4291,0.5835,0.9108,0.3718,0.3261,0.3064,0.3089,0.0,0.0,0.0,51.0479,919.2722,0.0,21337,91644,3,5
2026-07-27,2026-08-16,Variant A,20-39,NONPAYER,Daily Gift,61.6642,0.7748,0.5188,0.0745,0.0,0.0,0.0,2.5716,5.4947,5.5706,74.0008,0.0,0.0162,21337,91644,3,6
2026-07-27,2026-08-16,Variant A,20-39,NONPAYER,Daily Night Sky Prize,145.2395,0.734,0.0001,0.0094,1.439,0.7247,0.0,0.0,0.0,0.0,54.9454,0.0,0.0,21337,91644,3,7
2026-07-27,2026-08-16,Variant A,20-39,NONPAYER,Flock Flurry,0.0,0.4113,0.0,0.0,0.4113,0.4113,0.4113,0.0,0.0,0.0,99.371,7.4359,0.0,21337,91644,3,8
2026-07-27,2026-08-16,Variant A,20-39,NONPAYER,Hatchling Hideaway,22.6555,0.2874,0.5025,0.5838,0.8432,0.7328,0.6269,0.0,2.603,4.7786,69.402,0.0,0.0,21337,91644,3,9
2026-07-27,2026-08-16,Variant A,20-39,NONPAYER,Jigsaw,5.3827,0.0025,0.0,0.0011,0.141,0.2828,0.0011,1.4041,2.6253,3.4054,12.3012,0.0,0.0,21337,91644,3,10
2026-07-27,2026-08-16,Variant A,20-39,NONPAYER,Kite Festival,4.9773,0.0621,0.0236,0.0035,0.0335,0.0343,0.0233,0.0,0.0,0.0,17.2913,19.4819,0.0,21337,91644,3,11
2026-07-27,2026-08-16,Variant A,20-39,NONPAYER,Level Race,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21337,91644,3,12
2026-07-27,2026-08-16,Variant A,20-39,NONPAYER,Other,23.6583,0.1825,0.2138,0.1165,0.7502,0.7361,0.7332,0.0691,0.0691,0.0698,5.0924,23.5139,0.0,21337,91644,3,13
2026-07-27,2026-08-16,Variant A,20-39,NONPAYER,Photoshoot,2.3609,0.0,0.0008,0.0,0.0362,0.1472,0.0,0.0337,0.2685,0.8682,5.9868,0.0,0.0,21337,91644,3,14
2026-07-27,2026-08-16,Variant A,20-39,NONPAYER,Red Challenge,11.6253,0.1697,0.1755,0.0273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21337,91644,3,15
2026-07-27,2026-08-16,Variant A,20-39,NONPAYER,River Rush,0.0162,0.0,0.0004,0.0003,0.0002,0.0001,0.0002,0.0,0.0021,0.0009,0.0,0.0,0.0,21337,91644,3,16
2026-07-27,2026-08-16,Variant A,20-39,NONPAYER,Saga,72.3773,1.1428,1.1324,0.0111,1.2061,1.1452,1.1412,0.0,0.0,0.0,304.0013,0.0,0.0,21337,91644,3,17
2026-07-27,2026-08-16,Variant A,20-39,NONPAYER,Season Pass (Free),23.6209,0.1889,0.3403,0.0,0.7426,1.0192,0.414,0.0037,2.386,6.1766,27.0296,0.4445,0.0,21337,91644,3,18
2026-07-27,2026-08-16,Variant A,20-39,NONPAYER,Target Day,19.2354,0.2896,0.1327,0.0901,0.281,0.2478,0.1414,0.0,0.0,0.0,31.9937,0.0005,0.0,21337,91644,3,19
2026-07-27,2026-08-16,Variant A,20-39,NONPAYER,Team Event,33.1752,0.409,0.1985,0.0926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21337,91644,3,20
2026-07-27,2026-08-16,Variant A,20-39,NONPAYER,Team Race,40.9617,0.256,0.3758,0.5758,0.0498,0.087,0.2461,0.0,0.0,0.0,0.0,0.0,0.0,21337,91644,3,21
2026-07-27,2026-08-16,Variant A,20-39,NONPAYER,Flash Race,18.5087,0.1955,0.2476,0.1911,0.0701,0.1328,0.2377,0.0,0.0,0.0,1.5438,50.827,0.0,21337,91644,3,22
2026-07-27,2026-08-16,Variant A,20-39,NONPAYER,FlowerCoop,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0009,0.0,0.0,0.0,21337,91644,3,23
2026-07-27,2026-08-16,Variant A,20-39,NONPAYER,Rainbow Maker,36.9813,2.3994,1.0376,0.7387,1.1114,1.0745,0.575,0.0,0.2086,8.3179,55.8188,191.3983,8.1591,21337,91644,3,24
2026-07-27,2026-08-16,Variant A,20-39,NONPAYER,IAPs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21337,91644,3,25
2026-07-27,2026-08-16,Variant A,20-39,PAYER,Ads,21.1172,0.459,0.4513,0.225,0.0,0.0,0.0,0.0,0.0,0.0,7.0438,0.0,0.0,5272,21613,3,1
2026-07-27,2026-08-16,Variant A,20-39,PAYER,Bomb Challenge,12.1538,0.1449,0.1447,0.0317,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,5272,21613,3,2
2026-07-27,2026-08-16,Variant A,20-39,PAYER,Bomb's Ballet,4.3722,0.0015,0.0009,0.0009,0.0941,0.2494,0.0009,1.2396,2.2629,2.7532,9.2726,0.0,0.0,5272,21613,3,3
2026-07-27,2026-08-16,Variant A,20-39,PAYER,Chuck Challenge,10.736,0.1565,0.1559,0.0256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5272,21613,3,4
2026-07-27,2026-08-16,Variant A,20-39,PAYER,Core,60.8687,0.4547,0.6792,0.2657,0.2208,0.2407,0.2058,0.0,0.0,0.0,38.0861,819.3096,0.0,5272,21613,3,5
2026-07-27,2026-08-16,Variant A,20-39,PAYER,Daily Gift,58.0558,0.7576,0.496,0.0781,0.0,0.0,0.0,2.4298,4.7914,4.4499,69.9023,0.0,0.0085,5272,21613,3,6
2026-07-27,2026-08-16,Variant A,20-39,PAYER,Daily Night Sky Prize,140.1792,0.8048,0.0,0.0137,1.416,0.7912,0.0,0.0,0.0,0.0,50.2902,0.0,0.0,5272,21613,3,7
2026-07-27,2026-08-16,Variant A,20-39,PAYER,Flock Flurry,0.0,0.4763,0.0,0.0,0.4763,0.4763,0.4763,0.0,0.0,0.0,103.9264,8.3915,0.0,5272,21613,3,8
2026-07-27,2026-08-16,Variant A,20-39,PAYER,Hatchling Hideaway,23.0188,0.2883,0.4992,0.6034,0.8767,0.7618,0.6415,0.0,2.6442,4.7648,71.8475,0.0,0.0,5272,21613,3,9
2026-07-27,2026-08-16,Variant A,20-39,PAYER,Jigsaw,5.1072,0.0021,0.0,0.0008,0.1345,0.2862,0.0008,1.3392,2.5996,3.3782,11.9158,0.0,0.0,5272,21613,3,10
2026-07-27,2026-08-16,Variant A,20-39,PAYER,Kite Festival,7.0846,0.0696,0.0311,0.008,0.0377,0.0453,0.0281,0.0,0.0,0.0,19.6036,24.1872,0.0,5272,21613,3,11
2026-07-27,2026-08-16,Variant A,20-39,PAYER,Level Race,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5272,21613,3,12
2026-07-27,2026-08-16,Variant A,20-39,PAYER,Other,32.783,0.3373,0.313,0.1711,0.9019,0.9552,0.9562,0.091,0.091,0.091,16.6301,50.0854,0.0,5272,21613,3,13
2026-07-27,2026-08-16,Variant A,20-39,PAYER,Photoshoot,2.4279,0.0,0.0011,0.0,0.0343,0.162,0.0,0.037,0.2618,0.845,6.1684,0.0,0.0,5272,21613,3,14
2026-07-27,2026-08-16,Variant A,20-39,PAYER,Red Challenge,9.9867,0.1519,0.1561,0.0218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5272,21613,3,15
2026-07-27,2026-08-16,Variant A,20-39,PAYER,River Rush,0.0313,0.0002,0.0006,0.0008,0.0004,0.0002,0.0004,0.0,0.0038,0.0028,0.0028,0.0038,0.0019,5272,21613,3,16
2026-07-27,2026-08-16,Variant A,20-39,PAYER,Saga,67.1443,1.0922,1.0892,0.003,1.144,1.0857,1.0893,0.0,0.0,0.0,289.8113,0.0,0.0,5272,21613,3,17
2026-07-27,2026-08-16,Variant A,20-39,PAYER,Season Pass (Free),45.2485,0.4662,0.6426,0.2401,1.1332,1.3437,0.7796,2.445,6.4131,10.0275,65.5368,0.7257,0.0,5272,21613,3,18
2026-07-27,2026-08-16,Variant A,20-39,PAYER,Target Day,20.2105,0.2329,0.1326,0.1019,0.2693,0.2094,0.1263,0.0,0.0,0.0,33.7159,0.0,0.0,5272,21613,3,19
2026-07-27,2026-08-16,Variant A,20-39,PAYER,Team Event,44.412,0.5357,0.2432,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5272,21613,3,20
2026-07-27,2026-08-16,Variant A,20-39,PAYER,Team Race,52.7845,0.3215,0.4844,0.7343,0.0685,0.1041,0.2948,0.0,0.0,0.0,0.0,0.0,0.0,5272,21613,3,21
2026-07-27,2026-08-16,Variant A,20-39,PAYER,Flash Race,21.341,0.1791,0.2426,0.2538,0.062,0.1159,0.2261,0.0,0.0,0.0,1.9992,50.7748,0.0,5272,21613,3,22
2026-07-27,2026-08-16,Variant A,20-39,PAYER,FlowerCoop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5272,21613,3,23
2026-07-27,2026-08-16,Variant A,20-39,PAYER,Rainbow Maker,37.4052,2.3961,1.092,0.7587,1.1563,1.0901,0.5732,0.0,0.3566,8.4389,55.8906,197.2041,8.4048,5272,21613,3,24
2026-07-27,2026-08-16,Variant A,20-39,PAYER,IAPs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5272,21613,3,25
2026-07-27,2026-08-16,Variant A,40-99,NONPAYER,Ads,22.3415,0.5144,0.512,0.2318,0.0,0.0,0.0,0.0,0.0,0.0,7.3428,0.0,0.0,11322,55047,4,1
2026-07-27,2026-08-16,Variant A,40-99,NONPAYER,Bomb Challenge,30.7896,0.1276,0.2489,0.0958,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,11322,55047,4,2
2026-07-27,2026-08-16,Variant A,40-99,NONPAYER,Bomb's Ballet,10.0711,0.0516,0.0176,0.0183,0.2034,0.269,0.0183,3.2613,3.9953,4.8922,20.1219,0.0,0.0,11322,55047,4,3
2026-07-27,2026-08-16,Variant A,40-99,NONPAYER,Chuck Challenge,35.7092,0.096,0.2568,0.1131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11322,55047,4,4
2026-07-27,2026-08-16,Variant A,40-99,NONPAYER,Core,211.9126,1.4974,2.3241,0.9542,0.8294,0.8286,0.7492,0.0,0.0,0.0,131.9078,1744.011,0.0,11322,55047,4,5
2026-07-27,2026-08-16,Variant A,40-99,NONPAYER,Daily Gift,75.6346,0.8645,0.71,0.081,0.0,0.0,0.0,2.5729,6.4865,11.2666,87.3203,0.0,0.0185,11322,55047,4,6
2026-07-27,2026-08-16,Variant A,40-99,NONPAYER,Daily Night Sky Prize,326.5421,0.7895,0.0002,0.2528,1.4004,0.5367,0.0,0.0,0.0,0.0,70.3259,0.0,0.0,11322,55047,4,7
2026-07-27,2026-08-16,Variant A,40-99,NONPAYER,Flock Flurry,0.0,0.6721,0.0,0.0,0.6721,0.6721,0.6721,0.0,0.0,0.0,126.7426,12.4165,0.0,11322,55047,4,8
2026-07-27,2026-08-16,Variant A,40-99,NONPAYER,Hatchling Hideaway,40.6249,0.685,0.7612,0.7982,0.9024,0.8587,0.8109,0.0,6.6649,7.4616,78.4711,0.0,0.0,11322,55047,4,9
2026-07-27,2026-08-16,Variant A,40-99,NONPAYER,Jigsaw,12.7296,0.0828,0.0,0.0506,0.2349,0.2799,0.0506,3.071,4.4727,5.5291,23.85,0.0,0.0,11322,55047,4,10
2026-07-27,2026-08-16,Variant A,40-99,NONPAYER,Kite Festival,27.2633,0.1261,0.1057,0.0327,0.0338,0.0403,0.0438,0.0,0.0,0.0,23.2004,52.2452,0.0,11322,55047,4,11
2026-07-27,2026-08-16,Variant A,40-99,NONPAYER,Level Race,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11322,55047,4,12
2026-07-27,2026-08-16,Variant A,40-99,NONPAYER,Other,46.111,0.2646,0.3676,0.2547,0.9516,0.9355,0.9319,0.0729,0.0746,0.0742,7.776,27.789,0.0,11322,55047,4,13
2026-07-27,2026-08-16,Variant A,40-99,NONPAYER,Photoshoot,7.5053,0.0,0.0398,0.0,0.1229,0.2036,0.0257,0.828,1.4971,2.1502,19.4012,0.0,0.0,11322,55047,4,14
2026-07-27,2026-08-16,Variant A,40-99,NONPAYER,Red Challenge,35.7092,0.1056,0.2721,0.1106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11322,55047,4,15
2026-07-27,2026-08-16,Variant A,40-99,NONPAYER,River Rush,0.0053,0.0002,0.0004,0.0006,0.0001,0.0001,0.0002,0.0013,0.0031,0.0009,0.0031,0.0071,0.0022,11322,55047,4,16
2026-07-27,2026-08-16,Variant A,40-99,NONPAYER,Saga,160.5931,2.6015,2.5929,0.0071,2.6492,2.6042,2.5984,0.0,0.0,0.0,691.4887,0.0,0.0,11322,55047,4,17
2026-07-27,2026-08-16,Variant A,40-99,NONPAYER,Season Pass (Free),30.5224,0.2848,0.4571,0.0001,0.8405,1.2095,0.542,0.0194,2.4205,7.3406,33.8116,0.2752,0.0,11322,55047,4,18
2026-07-27,2026-08-16,Variant A,40-99,NONPAYER,Target Day,55.0102,0.3454,0.2968,0.34,0.1924,0.2116,0.2369,0.0,0.0,0.0,33.2697,0.0018,0.0,11322,55047,4,19
2026-07-27,2026-08-16,Variant A,40-99,NONPAYER,Team Event,46.9617,0.4966,0.2576,0.1554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11322,55047,4,20
2026-07-27,2026-08-16,Variant A,40-99,NONPAYER,Team Race,51.305,0.2201,0.4383,0.6795,0.0454,0.0906,0.2753,0.0,0.0,0.0,0.0,0.0,0.0,11322,55047,4,21
2026-07-27,2026-08-16,Variant A,40-99,NONPAYER,Flash Race,30.7627,0.2563,0.3601,0.3624,0.0771,0.1449,0.3361,0.0,0.0,0.0,1.3112,74.0346,0.0,11322,55047,4,22
2026-07-27,2026-08-16,Variant A,40-99,NONPAYER,FlowerCoop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11322,55047,4,23
2026-07-27,2026-08-16,Variant A,40-99,NONPAYER,Rainbow Maker,74.5822,2.9338,1.8064,1.0956,2.042,1.6619,1.0759,0.0,3.7299,10.5476,83.3483,396.479,16.074,11322,55047,4,24
2026-07-27,2026-08-16,Variant A,40-99,NONPAYER,IAPs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11322,55047,4,25
2026-07-27,2026-08-16,Variant A,40-99,PAYER,Ads,26.6887,0.6036,0.5654,0.2731,0.0,0.0,0.0,0.0,0.0,0.0,8.8117,0.0,0.0,2798,13510,4,1
2026-07-27,2026-08-16,Variant A,40-99,PAYER,Bomb Challenge,30.4146,0.1133,0.2152,0.0986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2798,13510,4,2
2026-07-27,2026-08-16,Variant A,40-99,PAYER,Bomb's Ballet,11.3831,0.0604,0.0254,0.025,0.2152,0.3049,0.025,3.5293,4.4085,5.4092,22.2802,0.0,0.0,2798,13510,4,3
2026-07-27,2026-08-16,Variant A,40-99,PAYER,Chuck Challenge,35.8292,0.1108,0.2405,0.1204,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2798,13510,4,4
2026-07-27,2026-08-16,Variant A,40-99,PAYER,Core,167.7377,1.2105,1.8388,0.768,0.6308,0.6944,0.5457,0.0,0.0,0.0,105.0751,1555.5432,0.0,2798,13510,4,5
2026-07-27,2026-08-16,Variant A,40-99,PAYER,Daily Gift,75.6612,0.8713,0.664,0.0829,0.0,0.0,0.0,3.0343,6.7977,9.3924,89.1279,0.0,0.0482,2798,13510,4,6
2026-07-27,2026-08-16,Variant A,40-99,PAYER,Daily Night Sky Prize,333.5811,0.956,0.0,0.2584,1.5622,0.6976,0.0,0.0,0.0,0.0,68.3131,0.0,0.0,2798,13510,4,7
2026-07-27,2026-08-16,Variant A,40-99,PAYER,Flock Flurry,0.0,0.8113,0.0,0.0,0.8113,0.8113,0.8113,0.0,0.0,0.0,136.7334,14.9107,0.0,2798,13510,4,8
2026-07-27,2026-08-16,Variant A,40-99,PAYER,Hatchling Hideaway,40.965,0.6737,0.7666,0.831,0.9696,0.9199,0.842,0.0,6.5797,7.4946,83.4382,0.0,0.0,2798,13510,4,9
2026-07-27,2026-08-16,Variant A,40-99,PAYER,Jigsaw,12.9825,0.0826,0.0,0.0515,0.2355,0.3016,0.0515,3.1022,4.4621,5.7184,24.1244,0.0,0.0,2798,13510,4,10
2026-07-27,2026-08-16,Variant A,40-99,PAYER,Kite Festival,34.6051,0.1526,0.1315,0.0422,0.0468,0.0472,0.0625,0.0,0.0,0.0,27.9771,64.4746,0.0,2798,13510,4,11
2026-07-27,2026-08-16,Variant A,40-99,PAYER,Level Race,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2798,13510,4,12
2026-07-27,2026-08-16,Variant A,40-99,PAYER,Other,69.6984,0.6512,0.6004,0.4139,1.2219,1.3188,1.3167,0.1447,0.1394,0.1394,37.2902,78.7259,0.0,2798,13510,4,13
2026-07-27,2026-08-16,Variant A,40-99,PAYER,Photoshoot,7.3713,0.0,0.0372,0.0,0.119,0.2123,0.0268,0.7559,1.4046,2.1015,19.01,0.0,0.0,2798,13510,4,14
2026-07-27,2026-08-16,Variant A,40-99,PAYER,Red Challenge,36.2938,0.1069,0.2602,0.1187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2798,13510,4,15
2026-07-27,2026-08-16,Variant A,40-99,PAYER,River Rush,0.1233,0.0007,0.0014,0.0018,0.0011,0.0,0.0007,0.0143,0.0089,0.0197,0.0,0.0,0.0054,2798,13510,4,16
2026-07-27,2026-08-16,Variant A,40-99,PAYER,Saga,161.0204,2.6394,2.659,0.0054,2.6866,2.6773,2.6776,0.0,0.0,0.0,703.1648,0.0,0.0,2798,13510,4,17
2026-07-27,2026-08-16,Variant A,40-99,PAYER,Season Pass (Free),63.1665,0.6701,0.8989,0.3463,1.2845,1.5743,1.01,2.9932,8.0522,12.5304,92.7055,0.178,0.0,2798,13510,4,18
2026-07-27,2026-08-16,Variant A,40-99,PAYER,Target Day,57.0229,0.2931,0.3027,0.3624,0.1883,0.1898,0.2109,0.0,0.0,0.0,36.9907,0.0,0.0,2798,13510,4,19
2026-07-27,2026-08-16,Variant A,40-99,PAYER,Team Event,61.451,0.6626,0.3338,0.2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2798,13510,4,20
2026-07-27,2026-08-16,Variant A,40-99,PAYER,Team Race,73.0272,0.3138,0.6126,0.9732,0.0633,0.1183,0.3992,0.0,0.0,0.0,0.0,0.0,0.0,2798,13510,4,21
2026-07-27,2026-08-16,Variant A,40-99,PAYER,Flash Race,34.1494,0.2459,0.3631,0.4285,0.0797,0.1419,0.3242,0.0,0.0,0.0,1.9746,75.6826,0.0,2798,13510,4,22
2026-07-27,2026-08-16,Variant A,40-99,PAYER,FlowerCoop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2798,13510,4,23
2026-07-27,2026-08-16,Variant A,40-99,PAYER,Rainbow Maker,86.5297,3.1891,1.985,1.2566,2.1916,1.8449,1.1544,0.0,4.0922,11.4332,94.4425,435.545,16.7727,2798,13510,4,24
2026-07-27,2026-08-16,Variant A,40-99,PAYER,IAPs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2798,13510,4,25
2026-07-27,2026-08-16,Variant A,100+,NONPAYER,Ads,23.759,0.5307,0.5104,0.2613,0.0018,0.0027,0.0005,0.0,0.0,0.0,7.8949,0.0,0.0,2216,7937,5,1
2026-07-27,2026-08-16,Variant A,100+,NONPAYER,Bomb Challenge,42.2834,0.0338,0.1462,0.1683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2216,7937,5,2
2026-07-27,2026-08-16,Variant A,100+,NONPAYER,Bomb's Ballet,15.3204,0.1498,0.1191,0.1191,0.1891,0.2035,0.1191,4.3615,4.56,4.8646,26.1823,0.0,0.0,2216,7937,5,3
2026-07-27,2026-08-16,Variant A,100+,NONPAYER,Chuck Challenge,50.5415,0.0176,0.1426,0.2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2216,7937,5,4
2026-07-27,2026-08-16,Variant A,100+,NONPAYER,Core,421.1214,3.3204,4.5366,1.602,1.435,2.2356,1.7347,0.0,0.0,0.0,259.7789,2803.4973,0.0,2216,7937,5,5
2026-07-27,2026-08-16,Variant A,100+,NONPAYER,Daily Gift,47.7279,0.8123,0.4125,0.0528,0.0,0.0,0.0,1.9901,4.0884,5.7942,58.1769,0.0,0.0271,2216,7937,5,6
2026-07-27,2026-08-16,Variant A,100+,NONPAYER,Daily Night Sky Prize,365.7491,1.0763,0.0,0.3475,1.4165,0.7288,0.0,0.0,0.0,0.0,86.5298,0.0,0.0,2216,7937,5,7
2026-07-27,2026-08-16,Variant A,100+,NONPAYER,Flock Flurry,0.0,0.6769,0.0,0.0,0.6769,0.6769,0.6769,0.0,0.0,0.0,99.8917,12.8249,0.0,2216,7937,5,8
2026-07-27,2026-08-16,Variant A,100+,NONPAYER,Hatchling Hideaway,38.2198,0.6927,0.6909,0.6977,0.7243,0.7094,0.7062,0.0,6.6922,6.7825,64.6435,0.0,0.0,2216,7937,5,9
2026-07-27,2026-08-16,Variant A,100+,NONPAYER,Jigsaw,19.111,0.185,0.0,0.1606,0.2283,0.2387,0.1606,4.6751,5.2956,5.5866,30.5144,0.0,0.0,2216,7937,5,10
2026-07-27,2026-08-16,Variant A,100+,NONPAYER,Kite Festival,51.602,0.0736,0.1191,0.111,0.0108,0.0167,0.0284,0.0,0.0,0.0,18.2536,71.1327,0.0,2216,7937,5,11
