engagement_segment,payer_flag,resource,unit,category,resource_earners,recipients,recipient_rate_pct,pct_of_resource_pool,mean_share_all_earners_pct,category_amount,resource_pool_amount,amount_per_earner,amount_per_recipient,category_amount_uncorrected,resource_pool_amount_uncorrected,amount_per_earner_uncorrected
B. 1-9,PAYER,Red,count,Rainbow Maker,7707,6046,78.45,20.18,25.54,10996.0,54487.0,1.4268,1.8187,10996.0,54487.0,1.4268
B. 1-9,PAYER,Red,count,Other,7707,4912,63.73,15.39,18.44,8388.0,54487.0,1.0884,1.7077,8388.0,54487.0,1.0884
B. 1-9,PAYER,Red,count,Hatchling Hideaway,7707,4354,56.49,14.08,13.3,7672.0,54487.0,0.9955,1.7621,7672.0,54487.0,0.9955
B. 1-9,PAYER,Red,count,Season Pass (Free),7707,3734,48.45,14.05,11.42,7656.0,54487.0,0.9934,2.0503,7656.0,54487.0,0.9934
B. 1-9,PAYER,Red,count,Saga,7707,2530,32.83,5.09,4.85,2771.0,54487.0,0.3595,1.0953,2771.0,54487.0,0.3595
B. 1-9,PAYER,Red,count,Target Day,7707,1718,22.29,3.98,3.67,2167.0,54487.0,0.2812,1.2614,2167.0,54487.0,0.2812
B. 1-9,PAYER,Red,count,Flock Flurry,7707,821,10.65,1.85,1.64,1007.0,54487.0,0.1307,1.2266,1007.0,54487.0,0.1307
B. 1-9,PAYER,Red,count,Team Race,7707,545,7.07,1.17,1.22,638.0,54487.0,0.0828,1.1706,638.0,54487.0,0.0828
B. 1-9,PAYER,Red,count,Core,7707,384,4.98,0.73,0.81,397.0,54487.0,0.0515,1.0339,397.0,54487.0,0.0515
B. 1-9,PAYER,Red,count,Flash Race,7707,199,2.58,0.39,0.29,213.0,54487.0,0.0276,1.0704,213.0,54487.0,0.0276
B. 1-9,PAYER,Red,count,Kite Festival,7707,47,0.61,0.09,0.09,51.0,54487.0,0.0066,1.0851,51.0,54487.0,0.0066
B. 1-9,PAYER,Red,count,Jigsaw,7707,20,0.26,0.04,0.07,24.0,54487.0,0.0031,1.2,24.0,54487.0,0.0031
B. 1-9,PAYER,Red,count,Bomb's Ballet,7707,16,0.21,0.03,0.04,16.0,54487.0,0.0021,1.0,16.0,54487.0,0.0021
B. 1-9,PAYER,Red,count,Photoshoot,7707,11,0.14,0.02,0.01,11.0,54487.0,0.0014,1.0,11.0,54487.0,0.0014
B. 1-9,PAYER,Red,count,River Rush,7707,2,0.03,0.0,0.01,2.0,54487.0,0.0003,1.0,2.0,54487.0,0.0003
B. 1-9,PAYER,SPT,count,Core,8080,7860,97.28,73.5,74.24,2720768.0,3701720.7,336.7287,346.1537,2720768.0,3728555.0,336.7287
B. 1-9,PAYER,SPT,count,Rainbow Maker,8080,5093,63.03,13.85,11.0,512735.7,3701720.7,63.4574,100.6746,539570.0,3728555.0,66.7785
B. 1-9,PAYER,SPT,count,Other,8080,4379,54.2,8.78,10.86,324832.0,3701720.7,40.202,74.1795,324832.0,3728555.0,40.202
B. 1-9,PAYER,SPT,count,Flash Race,8080,1526,18.89,2.66,2.12,98450.0,3701720.7,12.1844,64.5151,98450.0,3728555.0,12.1844
B. 1-9,PAYER,SPT,count,Kite Festival,8080,349,4.32,0.69,0.7,25540.0,3701720.7,3.1609,73.1805,25540.0,3728555.0,3.1609
B. 1-9,PAYER,SPT,count,Flock Flurry,8080,718,8.89,0.46,0.52,17040.0,3701720.7,2.1089,23.7326,17040.0,3728555.0,2.1089
B. 1-9,PAYER,SPT,count,Season Pass (Free),8080,116,1.44,0.06,0.57,2335.0,3701720.7,0.289,20.1293,2335.0,3728555.0,0.289
B. 1-9,PAYER,SPT,count,River Rush,8080,1,0.01,0.0,0.0,20.0,3701720.7,0.0025,20.0,20.0,3728555.0,0.0025
B. 1-9,PAYER,SPTx2,minutes,Rainbow Maker,3406,3399,99.79,99.7,99.79,48345.0,48490.0,14.1941,14.2233,48345.0,48490.0,14.1941
B. 1-9,PAYER,SPTx2,minutes,Daily Gift,3406,6,0.18,0.28,0.18,135.0,48490.0,0.0396,22.5,135.0,48490.0,0.0396
B. 1-9,PAYER,SPTx2,minutes,River Rush,3406,1,0.03,0.02,0.03,10.0,48490.0,0.0029,10.0,10.0,48490.0,0.0029
B. 1-9,PAYER,Shuffle,count,Daily Gift,5967,3374,56.54,19.48,20.05,5569.0,28586.0,0.9333,1.6506,5569.0,28586.0,0.9333
B. 1-9,PAYER,Shuffle,count,Ads,5967,1982,33.22,17.07,12.56,4881.0,28586.0,0.818,2.4627,4881.0,28586.0,0.818
B. 1-9,PAYER,Shuffle,count,Team Race,5967,2605,43.66,13.77,17.18,3937.0,28586.0,0.6598,1.5113,3937.0,28586.0,0.6598
B. 1-9,PAYER,Shuffle,count,Rainbow Maker,5967,2061,34.54,10.8,8.84,3086.0,28586.0,0.5172,1.4973,3086.0,28586.0,0.5172
B. 1-9,PAYER,Shuffle,count,Team Event,5967,742,12.44,9.82,6.63,2808.0,28586.0,0.4706,3.7844,2808.0,28586.0,0.4706
B. 1-9,PAYER,Shuffle,count,Saga,5967,2480,41.56,9.46,11.55,2703.0,28586.0,0.453,1.0899,2703.0,28586.0,0.453
B. 1-9,PAYER,Shuffle,count,Season Pass (Free),5967,2083,34.91,9.13,8.99,2611.0,28586.0,0.4376,1.2535,2611.0,28586.0,0.4376
B. 1-9,PAYER,Shuffle,count,Core,5967,1164,19.51,4.24,5.47,1213.0,28586.0,0.2033,1.0421,1213.0,28586.0,0.2033
B. 1-9,PAYER,Shuffle,count,Other,5967,462,7.74,1.94,2.45,554.0,28586.0,0.0928,1.1991,554.0,28586.0,0.0928
B. 1-9,PAYER,Shuffle,count,Flash Race,5967,401,6.72,1.56,1.61,445.0,28586.0,0.0746,1.1097,445.0,28586.0,0.0746
B. 1-9,PAYER,Shuffle,count,Bomb Challenge,5967,225,3.77,0.84,1.21,240.0,28586.0,0.0402,1.0667,240.0,28586.0,0.0402
B. 1-9,PAYER,Shuffle,count,Red Challenge,5967,181,3.03,0.67,1.26,191.0,28586.0,0.032,1.0552,191.0,28586.0,0.032
B. 1-9,PAYER,Shuffle,count,Chuck Challenge,5967,129,2.16,0.47,0.91,133.0,28586.0,0.0223,1.031,133.0,28586.0,0.0223
B. 1-9,PAYER,Shuffle,count,Target Day,5967,86,1.44,0.35,0.69,99.0,28586.0,0.0166,1.1512,99.0,28586.0,0.0166
B. 1-9,PAYER,Shuffle,count,Hatchling Hideaway,5967,86,1.44,0.31,0.43,90.0,28586.0,0.0151,1.0465,90.0,28586.0,0.0151
B. 1-9,PAYER,Shuffle,count,Kite Festival,5967,20,0.34,0.07,0.11,21.0,28586.0,0.0035,1.05,21.0,28586.0,0.0035
B. 1-9,PAYER,Shuffle,count,Bomb's Ballet,5967,2,0.03,0.01,0.02,2.0,28586.0,0.0003,1.0,2.0,28586.0,0.0003
B. 1-9,PAYER,Shuffle,count,River Rush,5967,2,0.03,0.01,0.02,2.0,28586.0,0.0003,1.0,2.0,28586.0,0.0003
B. 1-9,PAYER,Shuffle,count,Daily Night Sky Prize,5967,1,0.02,0.0,0.02,1.0,28586.0,0.0002,1.0,1.0,28586.0,0.0002
B. 1-9,PAYER,Slingshot,count,Rainbow Maker,6724,4294,63.86,27.83,24.86,13613.0,48908.0,2.0245,3.1702,13613.0,48908.0,2.0245
B. 1-9,PAYER,Slingshot,count,Daily Gift,6724,4193,62.36,17.49,18.34,8554.0,48908.0,1.2722,2.0401,8554.0,48908.0,1.2722
B. 1-9,PAYER,Slingshot,count,Team Event,6724,2025,30.12,10.76,10.11,5262.0,48908.0,0.7826,2.5985,5262.0,48908.0,0.7826
B. 1-9,PAYER,Slingshot,count,Ads,6724,1985,29.52,10.18,7.54,4981.0,48908.0,0.7408,2.5093,4981.0,48908.0,0.7408
B. 1-9,PAYER,Slingshot,count,Daily Night Sky Prize,6724,2487,36.99,8.34,7.08,4081.0,48908.0,0.6069,1.6409,4081.0,48908.0,0.6069
B. 1-9,PAYER,Slingshot,count,Team Race,6724,1997,29.7,5.68,7.75,2776.0,48908.0,0.4128,1.3901,2776.0,48908.0,0.4128
B. 1-9,PAYER,Slingshot,count,Saga,6724,2470,36.73,5.49,6.2,2685.0,48908.0,0.3993,1.087,2685.0,48908.0,0.3993
B. 1-9,PAYER,Slingshot,count,Flock Flurry,6724,821,12.21,2.06,2.24,1007.0,48908.0,0.1498,1.2266,1007.0,48908.0,0.1498
B. 1-9,PAYER,Slingshot,count,Season Pass (Free),6724,546,8.12,1.81,1.78,886.0,48908.0,0.1318,1.6227,886.0,48908.0,0.1318
B. 1-9,PAYER,Slingshot,count,Core,6724,835,12.42,1.77,2.33,864.0,48908.0,0.1285,1.0347,864.0,48908.0,0.1285
B. 1-9,PAYER,Slingshot,count,Other,6724,699,10.4,1.73,2.2,845.0,48908.0,0.1257,1.2089,845.0,48908.0,0.1257
B. 1-9,PAYER,Slingshot,count,Red Challenge,6724,759,11.29,1.72,2.59,843.0,48908.0,0.1254,1.1107,843.0,48908.0,0.1254
B. 1-9,PAYER,Slingshot,count,Bomb Challenge,6724,691,10.28,1.59,2.31,779.0,48908.0,0.1159,1.1274,779.0,48908.0,0.1159
B. 1-9,PAYER,Slingshot,count,Chuck Challenge,6724,680,10.11,1.51,1.8,740.0,48908.0,0.1101,1.0882,740.0,48908.0,0.1101
B. 1-9,PAYER,Slingshot,count,Target Day,6724,472,7.02,1.06,1.71,517.0,48908.0,0.0769,1.0953,517.0,48908.0,0.0769
B. 1-9,PAYER,Slingshot,count,Flash Race,6724,363,5.4,0.79,0.83,386.0,48908.0,0.0574,1.0634,386.0,48908.0,0.0574
B. 1-9,PAYER,Slingshot,count,Kite Festival,6724,46,0.68,0.1,0.18,48.0,48908.0,0.0071,1.0435,48.0,48908.0,0.0071
B. 1-9,PAYER,Slingshot,count,Hatchling Hideaway,6724,33,0.49,0.07,0.14,35.0,48908.0,0.0052,1.0606,35.0,48908.0,0.0052
B. 1-9,PAYER,Slingshot,count,Jigsaw,6724,4,0.06,0.01,0.01,5.0,48908.0,0.0007,1.25,5.0,48908.0,0.0007
B. 1-9,PAYER,Slingshot,count,Bomb's Ballet,6724,1,0.01,0.0,0.01,1.0,48908.0,0.0001,1.0,1.0,48908.0,0.0001
B. 1-9,PAYER,UL Bomb,minutes,Daily Gift,1101,849,77.11,86.11,75.61,25920.0,30100.0,23.5422,30.53,25920.0,30100.0,23.5422
B. 1-9,PAYER,UL Bomb,minutes,Season Pass (Free),1101,259,23.52,11.13,20.16,3350.0,30100.0,3.0427,12.9344,3350.0,30100.0,3.0427
B. 1-9,PAYER,UL Bomb,minutes,Other,1101,9,0.82,1.0,0.82,300.0,30100.0,0.2725,33.3333,300.0,30100.0,0.2725
B. 1-9,PAYER,UL Bomb,minutes,Jigsaw,1101,20,1.82,0.85,1.72,255.0,30100.0,0.2316,12.75,255.0,30100.0,0.2316
B. 1-9,PAYER,UL Bomb,minutes,Bomb's Ballet,1101,24,2.18,0.85,1.6,255.0,30100.0,0.2316,10.625,255.0,30100.0,0.2316
B. 1-9,PAYER,UL Bomb,minutes,Team Race,1101,1,0.09,0.07,0.09,20.0,30100.0,0.0182,20.0,20.0,30100.0,0.0182
B. 1-9,PAYER,UL Chuck,minutes,Daily Gift,3069,886,28.87,55.64,26.34,54240.0,97490.0,17.6735,61.219,54240.0,97490.0,17.6735
B. 1-9,PAYER,UL Chuck,minutes,Season Pass (Free),3069,1751,57.05,31.68,50.15,30885.0,97490.0,10.0635,17.6385,30885.0,97490.0,10.0635
B. 1-9,PAYER,UL Chuck,minutes,Jigsaw,3069,618,20.14,7.34,13.49,7155.0,97490.0,2.3314,11.5777,7155.0,97490.0,2.3314
B. 1-9,PAYER,UL Chuck,minutes,Bomb's Ballet,3069,457,14.89,4.76,9.19,4645.0,97490.0,1.5135,10.1641,4645.0,97490.0,1.5135
B. 1-9,PAYER,UL Chuck,minutes,Other,3069,9,0.29,0.31,0.28,300.0,97490.0,0.0978,33.3333,300.0,97490.0,0.0978
B. 1-9,PAYER,UL Chuck,minutes,Hatchling Hideaway,3069,19,0.62,0.21,0.46,200.0,97490.0,0.0652,10.5263,200.0,97490.0,0.0652
B. 1-9,PAYER,UL Chuck,minutes,Photoshoot,3069,3,0.1,0.05,0.07,45.0,97490.0,0.0147,15.0,45.0,97490.0,0.0147
B. 1-9,PAYER,UL Chuck,minutes,Rainbow Maker,3069,2,0.07,0.02,0.02,20.0,97490.0,0.0065,10.0,20.0,97490.0,0.0065
B. 1-9,PAYER,UL Red,minutes,Daily Gift,4631,856,18.48,38.3,14.56,51960.0,135655.0,11.22,60.7009,51960.0,135655.0,11.22
B. 1-9,PAYER,UL Red,minutes,Season Pass (Free),4631,3410,73.63,35.76,53.04,48510.0,135655.0,10.4751,14.2258,48510.0,135655.0,10.4751
B. 1-9,PAYER,UL Red,minutes,Jigsaw,4631,1377,29.73,11.5,15.33,15595.0,135655.0,3.3675,11.3253,15595.0,135655.0,3.3675
B. 1-9,PAYER,UL Red,minutes,Bomb's Ballet,4631,939,20.28,7.03,9.42,9535.0,135655.0,2.059,10.1544,9535.0,135655.0,2.059
B. 1-9,PAYER,UL Red,minutes,Rainbow Maker,4631,683,14.75,6.58,6.64,8920.0,135655.0,1.9261,13.06,8920.0,135655.0,1.9261
B. 1-9,PAYER,UL Red,minutes,Hatchling Hideaway,4631,50,1.08,0.4,0.59,540.0,135655.0,0.1166,10.8,540.0,135655.0,0.1166
B. 1-9,PAYER,UL Red,minutes,Other,4631,9,0.19,0.22,0.18,300.0,135655.0,0.0648,33.3333,300.0,135655.0,0.0648
B. 1-9,PAYER,UL Red,minutes,Photoshoot,4631,19,0.41,0.21,0.22,285.0,135655.0,0.0615,15.0,285.0,135655.0,0.0615
B. 1-9,PAYER,UL Red,minutes,FlowerCoop,4631,1,0.02,0.01,0.02,10.0,135655.0,0.0022,10.0,10.0,135655.0,0.0022
B. 1-9,PAYER,Unlimited Lives,minutes,Flock Flurry,8319,4620,55.54,18.57,15.73,876160.0,4717548.0,105.3204,189.645,876160.0,4717548.0,105.3204
B. 1-9,PAYER,Unlimited Lives,minutes,Daily Gift,8319,6620,79.58,17.34,16.67,817875.0,4717548.0,98.3141,123.5461,817875.0,4717548.0,98.3141
B. 1-9,PAYER,Unlimited Lives,minutes,Saga,8319,6875,82.64,15.31,15.69,722330.0,4717548.0,86.8289,105.0662,722330.0,4717548.0,86.8289
B. 1-9,PAYER,Unlimited Lives,minutes,Daily Night Sky Prize,8319,6638,79.79,12.82,12.69,604950.0,4717548.0,72.7191,91.1344,604950.0,4717548.0,72.7191
B. 1-9,PAYER,Unlimited Lives,minutes,Hatchling Hideaway,8319,4398,52.87,10.08,9.36,475680.0,4717548.0,57.1799,108.1583,475680.0,4717548.0,57.1799
B. 1-9,PAYER,Unlimited Lives,minutes,Target Day,8319,5120,61.55,8.85,9.85,417270.0,4717548.0,50.1587,81.498,417270.0,4717548.0,50.1587
B. 1-9,PAYER,Unlimited Lives,minutes,Rainbow Maker,8319,5452,65.54,5.2,5.18,245275.0,4717548.0,29.4837,44.9881,245275.0,4717548.0,29.4837
B. 1-9,PAYER,Unlimited Lives,minutes,Season Pass (Free),8319,3877,46.6,5.19,7.16,244750.0,4717548.0,29.4206,63.1287,244750.0,4717548.0,29.4206
B. 1-9,PAYER,Unlimited Lives,minutes,Kite Festival,8319,2011,24.17,1.89,1.89,89090.0,4717548.0,10.7092,44.3013,89090.0,4717548.0,10.7092
B. 1-9,PAYER,Unlimited Lives,minutes,Ads,8319,2186,26.28,1.57,1.23,74110.0,4717548.0,8.9085,33.9021,74110.0,4717548.0,8.9085
B. 1-9,PAYER,Unlimited Lives,minutes,Core,8319,1576,18.94,1.56,1.71,73680.0,4717548.0,8.8568,46.7513,73680.0,4717548.0,8.8568
B. 1-9,PAYER,Unlimited Lives,minutes,Other,8319,1114,13.39,1.11,2.1,52133.0,4717548.0,6.2667,46.798,52133.0,4717548.0,6.2667
B. 1-9,PAYER,Unlimited Lives,minutes,Jigsaw,8319,207,2.49,0.18,0.32,8310.0,4717548.0,0.9989,40.1449,8310.0,4717548.0,0.9989
B. 1-9,PAYER,Unlimited Lives,minutes,Bomb's Ballet,8319,198,2.38,0.14,0.14,6495.0,4717548.0,0.7807,32.803,6495.0,4717548.0,0.7807
B. 1-9,PAYER,Unlimited Lives,minutes,Photoshoot,8319,158,1.9,0.11,0.1,5400.0,4717548.0,0.6491,34.1772,5400.0,4717548.0,0.6491
B. 1-9,PAYER,Unlimited Lives,minutes,Flash Race,8319,77,0.93,0.08,0.18,3970.0,4717548.0,0.4772,51.5584,3970.0,4717548.0,0.4772
B. 1-9,PAYER,Unlimited Lives,minutes,Team Race,8319,1,0.01,0.0,0.01,70.0,4717548.0,0.0084,70.0,70.0,4717548.0,0.0084
C. 10-19,NONPAYER,Bomb,count,Other,21094,12391,58.74,22.63,28.87,17380.0,76784.0,0.8239,1.4026,17380.0,76784.0,0.8239
C. 10-19,NONPAYER,Bomb,count,Saga,21094,11877,56.31,20.36,22.28,15630.0,76784.0,0.741,1.316,15630.0,76784.0,0.741
C. 10-19,NONPAYER,Bomb,count,Hatchling Hideaway,21094,7231,34.28,13.04,10.09,10012.0,76784.0,0.4746,1.3846,10012.0,76784.0,0.4746
C. 10-19,NONPAYER,Bomb,count,Season Pass (Free),21094,5611,26.6,9.34,6.91,7174.0,76784.0,0.3401,1.2786,7174.0,76784.0,0.3401
C. 10-19,NONPAYER,Bomb,count,Team Race,21094,4755,22.54,8.53,9.04,6547.0,76784.0,0.3104,1.3769,6547.0,76784.0,0.3104
C. 10-19,NONPAYER,Bomb,count,Flock Flurry,21094,4404,20.88,8.03,6.71,6164.0,76784.0,0.2922,1.3996,6164.0,76784.0,0.2922
C. 10-19,NONPAYER,Bomb,count,Rainbow Maker,21094,3088,14.64,5.66,3.49,4344.0,76784.0,0.2059,1.4067,4344.0,76784.0,0.2059
C. 10-19,NONPAYER,Bomb,count,Flash Race,21094,3467,16.44,5.42,4.58,4158.0,76784.0,0.1971,1.1993,4158.0,76784.0,0.1971
C. 10-19,NONPAYER,Bomb,count,Core,21094,3444,16.33,4.61,5.79,3541.0,76784.0,0.1679,1.0282,3541.0,76784.0,0.1679
C. 10-19,NONPAYER,Bomb,count,Target Day,21094,1461,6.93,2.05,1.97,1576.0,76784.0,0.0747,1.0787,1576.0,76784.0,0.0747
C. 10-19,NONPAYER,Bomb,count,Kite Festival,21094,233,1.1,0.32,0.26,247.0,76784.0,0.0117,1.0601,247.0,76784.0,0.0117
C. 10-19,NONPAYER,Bomb,count,Jigsaw,21094,4,0.02,0.01,0.0,4.0,76784.0,0.0002,1.0,4.0,76784.0,0.0002
C. 10-19,NONPAYER,Bomb,count,Bomb's Ballet,21094,4,0.02,0.01,0.0,4.0,76784.0,0.0002,1.0,4.0,76784.0,0.0002
C. 10-19,NONPAYER,Bomb,count,River Rush,21094,2,0.01,0.0,0.0,2.0,76784.0,0.0001,1.0,2.0,76784.0,0.0001
C. 10-19,NONPAYER,Bomb,count,Photoshoot,21094,1,0.0,0.0,0.0,1.0,76784.0,0.0,1.0,1.0,76784.0,0.0
C. 10-19,NONPAYER,Chuck,count,Rainbow Maker,25022,16282,65.07,17.85,19.32,28018.0,156985.0,1.1197,1.7208,28018.0,156985.0,1.1197
C. 10-19,NONPAYER,Chuck,count,Season Pass (Free),25022,11664,46.61,14.44,13.39,22663.0,156985.0,0.9057,1.943,22663.0,156985.0,0.9057
C. 10-19,NONPAYER,Chuck,count,Daily Night Sky Prize,25022,12312,49.2,11.86,12.06,18626.0,156985.0,0.7444,1.5128,18626.0,156985.0,0.7444
C. 10-19,NONPAYER,Chuck,count,Other,25022,12442,49.72,11.12,12.43,17461.0,156985.0,0.6978,1.4034,17461.0,156985.0,0.6978
C. 10-19,NONPAYER,Chuck,count,Hatchling Hideaway,25022,10980,43.88,10.41,9.73,16344.0,156985.0,0.6532,1.4885,16344.0,156985.0,0.6532
C. 10-19,NONPAYER,Chuck,count,Saga,25022,12219,48.83,10.3,10.32,16172.0,156985.0,0.6463,1.3235,16172.0,156985.0,0.6463
C. 10-19,NONPAYER,Chuck,count,Jigsaw,25022,7019,28.05,5.04,5.17,7917.0,156985.0,0.3164,1.1279,7917.0,156985.0,0.3164
C. 10-19,NONPAYER,Chuck,count,Bomb's Ballet,25022,6192,24.75,4.04,3.99,6347.0,156985.0,0.2537,1.025,6347.0,156985.0,0.2537
C. 10-19,NONPAYER,Chuck,count,Flock Flurry,25022,4404,17.6,3.93,3.29,6164.0,156985.0,0.2463,1.3996,6164.0,156985.0,0.2463
C. 10-19,NONPAYER,Chuck,count,Target Day,25022,4451,17.79,3.5,3.19,5493.0,156985.0,0.2195,1.2341,5493.0,156985.0,0.2195
C. 10-19,NONPAYER,Chuck,count,Core,25022,3646,14.57,2.59,2.72,4068.0,156985.0,0.1626,1.1157,4068.0,156985.0,0.1626
C. 10-19,NONPAYER,Chuck,count,Photoshoot,25022,2625,10.49,1.7,1.77,2673.0,156985.0,0.1068,1.0183,2673.0,156985.0,0.1068
C. 10-19,NONPAYER,Chuck,count,Flash Race,25022,2018,8.06,1.49,1.06,2336.0,156985.0,0.0934,1.1576,2336.0,156985.0,0.0934
C. 10-19,NONPAYER,Chuck,count,Team Race,25022,2001,8.0,1.47,1.36,2314.0,156985.0,0.0925,1.1564,2314.0,156985.0,0.0925
C. 10-19,NONPAYER,Chuck,count,Kite Festival,25022,370,1.48,0.25,0.21,387.0,156985.0,0.0155,1.0459,387.0,156985.0,0.0155
C. 10-19,NONPAYER,Chuck,count,River Rush,25022,2,0.01,0.0,0.0,2.0,156985.0,0.0001,1.0,2.0,156985.0,0.0001
C. 10-19,NONPAYER,Comet,count,Rainbow Maker,17088,9203,53.86,25.3,23.2,13880.0,54861.0,0.8123,1.5082,13880.0,54861.0,0.8123
C. 10-19,NONPAYER,Comet,count,Team Race,17088,8544,50.0,24.71,27.7,13558.0,54861.0,0.7934,1.5868,13558.0,54861.0,0.7934
C. 10-19,NONPAYER,Comet,count,Hatchling Hideaway,17088,6800,39.79,16.71,14.02,9166.0,54861.0,0.5364,1.3479,9166.0,54861.0,0.5364
C. 10-19,NONPAYER,Comet,count,Core,17088,4538,26.56,8.72,12.32,4784.0,54861.0,0.28,1.0542,4784.0,54861.0,0.28
C. 10-19,NONPAYER,Comet,count,Ads,17088,2391,13.99,7.55,5.04,4142.0,54861.0,0.2424,1.7323,4142.0,54861.0,0.2424
C. 10-19,NONPAYER,Comet,count,Flash Race,17088,2186,12.79,4.74,5.83,2601.0,54861.0,0.1522,1.1898,2601.0,54861.0,0.1522
C. 10-19,NONPAYER,Comet,count,Team Event,17088,1123,6.57,3.78,3.17,2074.0,54861.0,0.1214,1.8468,2074.0,54861.0,0.1214
C. 10-19,NONPAYER,Comet,count,Daily Gift,17088,1834,10.73,3.46,2.92,1896.0,54861.0,0.111,1.0338,1896.0,54861.0,0.111
C. 10-19,NONPAYER,Comet,count,Other,17088,1418,8.3,2.71,2.81,1488.0,54861.0,0.0871,1.0494,1488.0,54861.0,0.0871
C. 10-19,NONPAYER,Comet,count,Target Day,17088,539,3.15,1.03,1.16,565.0,54861.0,0.0331,1.0482,565.0,54861.0,0.0331
C. 10-19,NONPAYER,Comet,count,Bomb Challenge,17088,169,0.99,0.32,0.35,175.0,54861.0,0.0102,1.0355,175.0,54861.0,0.0102
C. 10-19,NONPAYER,Comet,count,Saga,17088,154,0.9,0.31,0.75,168.0,54861.0,0.0098,1.0909,168.0,54861.0,0.0098
C. 10-19,NONPAYER,Comet,count,Red Challenge,17088,138,0.81,0.27,0.31,150.0,54861.0,0.0088,1.087,150.0,54861.0,0.0088
C. 10-19,NONPAYER,Comet,count,Chuck Challenge,17088,121,0.71,0.23,0.26,125.0,54861.0,0.0073,1.0331,125.0,54861.0,0.0073
C. 10-19,NONPAYER,Comet,count,Daily Night Sky Prize,17088,38,0.22,0.08,0.05,42.0,54861.0,0.0025,1.1053,42.0,54861.0,0.0025
C. 10-19,NONPAYER,Comet,count,Kite Festival,17088,29,0.17,0.05,0.05,30.0,54861.0,0.0018,1.0345,30.0,54861.0,0.0018
C. 10-19,NONPAYER,Comet,count,River Rush,17088,9,0.05,0.02,0.04,9.0,54861.0,0.0005,1.0,9.0,54861.0,0.0005
C. 10-19,NONPAYER,Comet,count,Bomb's Ballet,17088,4,0.02,0.01,0.0,4.0,54861.0,0.0002,1.0,4.0,54861.0,0.0002
C. 10-19,NONPAYER,Comet,count,Jigsaw,17088,4,0.02,0.01,0.0,4.0,54861.0,0.0002,1.0,4.0,54861.0,0.0002
C. 10-19,NONPAYER,HC,HC,Daily Night Sky Prize,27278,21614,79.24,18.71,17.54,1877550.0,10032487.04,68.8302,86.8673,1877550.0,10159341.0,68.8302
C. 10-19,NONPAYER,HC,HC,Daily Gift,27278,22449,82.3,15.12,15.26,1517055.0,10032487.04,55.6146,67.5778,1517055.0,10159341.0,55.6146
C. 10-19,NONPAYER,HC,HC,Saga,27278,22973,84.22,10.3,13.51,1033760.0,10032487.04,37.8972,44.9989,1033760.0,10159341.0,37.8972
C. 10-19,NONPAYER,HC,HC,Core,27278,16211,59.43,10.13,12.08,1016435.0,10032487.04,37.2621,62.7003,1016435.0,10159341.0,37.2621
C. 10-19,NONPAYER,HC,HC,Team Race,27278,8888,32.58,9.48,8.17,951395.0,10032487.04,34.8777,107.0426,951395.0,10159341.0,34.8777
C. 10-19,NONPAYER,HC,HC,Team Event,27278,6107,22.39,7.4,5.05,742180.0,10032487.04,27.208,121.5294,742180.0,10159341.0,27.208
C. 10-19,NONPAYER,HC,HC,Rainbow Maker,27278,18990,69.62,6.47,8.32,649576.04,10032487.04,23.8132,34.2062,776430.0,10159341.0,28.4636
C. 10-19,NONPAYER,HC,HC,Season Pass (Free),27278,13639,50.0,4.73,6.0,474635.0,10032487.04,17.3999,34.7998,474635.0,10159341.0,17.3999
C. 10-19,NONPAYER,HC,HC,Ads,27278,6391,23.43,4.12,2.81,412955.0,10032487.04,15.1388,64.6151,412955.0,10159341.0,15.1388
C. 10-19,NONPAYER,HC,HC,Other,27278,5029,18.44,2.84,1.79,284726.0,10032487.04,10.4379,56.6168,284726.0,10159341.0,10.4379
C. 10-19,NONPAYER,HC,HC,Flash Race,27278,7229,26.5,2.78,2.73,278785.0,10032487.04,10.2201,38.5648,278785.0,10159341.0,10.2201
C. 10-19,NONPAYER,HC,HC,Hatchling Hideaway,27278,11351,41.61,2.28,2.21,228450.0,10032487.04,8.3749,20.126,228450.0,10159341.0,8.3749
C. 10-19,NONPAYER,HC,HC,Target Day,27278,2842,10.42,1.55,1.36,155675.0,10032487.04,5.707,54.7766,155675.0,10159341.0,5.707
C. 10-19,NONPAYER,HC,HC,Bomb Challenge,27278,986,3.61,0.99,0.79,99000.0,10032487.04,3.6293,100.4057,99000.0,10159341.0,3.6293
C. 10-19,NONPAYER,HC,HC,Red Challenge,27278,877,3.22,0.86,0.72,86350.0,10032487.04,3.1656,98.4607,86350.0,10159341.0,3.1656
C. 10-19,NONPAYER,HC,HC,Chuck Challenge,27278,891,3.27,0.83,0.66,83750.0,10032487.04,3.0702,93.9955,83750.0,10159341.0,3.0702
C. 10-19,NONPAYER,HC,HC,Jigsaw,27278,1679,6.16,0.49,0.39,48850.0,10032487.04,1.7908,29.0947,48850.0,10159341.0,1.7908
C. 10-19,NONPAYER,HC,HC,Bomb's Ballet,27278,1609,5.9,0.42,0.29,41775.0,10032487.04,1.5315,25.9633,41775.0,10159341.0,1.5315
C. 10-19,NONPAYER,HC,HC,Kite Festival,27278,202,0.74,0.3,0.15,29925.0,10032487.04,1.097,148.1436,29925.0,10159341.0,1.097
