event_name,payer_flag,segment,seg_rank,event_day,instance_length_days,n_instances,n_participants,cum_token_share_mean,cum_token_share_p50,cum_token_share_p25,cum_token_share_p75,cum_levels_share_mean
Level Race,NONPAYER,10-19,2,2,2,2,6,1.0,1.0,1.0,1.0,1.0
Level Race,PAYER,10-19,2,1,2,2,5,0.8,1.0,1.0,1.0,0.8
Level Race,PAYER,10-19,2,2,2,2,5,1.0,1.0,1.0,1.0,1.0
Level Race,NONPAYER,20-39,3,1,2,2,6,0.9567,1.0,0.9452,1.0,0.9567
Level Race,NONPAYER,20-39,3,2,2,2,6,1.0,1.0,1.0,1.0,1.0
Level Race,PAYER,20-39,3,1,2,1,2,0.9878,1.0,0.9756,1.0,0.9878
Level Race,PAYER,20-39,3,2,2,1,2,1.0,1.0,1.0,1.0,1.0
Level Race,NONPAYER,40-99,4,1,2,2,6,0.7836,1.0,0.5745,1.0,0.7836
Level Race,NONPAYER,40-99,4,2,2,2,6,1.0,1.0,1.0,1.0,1.0
Level Race,PAYER,40-99,4,1,2,1,4,0.9707,1.0,0.9529,1.0,0.9767
Level Race,PAYER,40-99,4,2,2,1,4,1.0,1.0,1.0,1.0,1.0
Level Race,NONPAYER,100+,5,1,2,1,1,1.0,1.0,1.0,1.0,1.0
Level Race,NONPAYER,100+,5,2,2,1,1,1.0,1.0,1.0,1.0,1.0
Milestone,NONPAYER,0-9,1,1,5,3,17685,0.2309,0.0444,0.0,0.3656,0.2306
Milestone,NONPAYER,0-9,1,2,5,3,17685,0.4777,0.4623,0.0363,0.882,0.4773
Milestone,NONPAYER,0-9,1,3,5,3,17685,0.7214,0.8766,0.532,1.0,0.7211
Milestone,NONPAYER,0-9,1,4,5,3,17685,0.9743,1.0,1.0,1.0,0.9742
Milestone,NONPAYER,0-9,1,5,5,3,17685,1.0,1.0,1.0,1.0,1.0
Milestone,PAYER,0-9,1,1,5,3,5887,0.2463,0.1244,0.0,0.3965,0.2457
Milestone,PAYER,0-9,1,2,5,3,5887,0.4883,0.4878,0.1543,0.8016,0.4877
Milestone,PAYER,0-9,1,3,5,3,5887,0.7292,0.8403,0.5628,1.0,0.7288
Milestone,PAYER,0-9,1,4,5,3,5887,0.9772,1.0,1.0,1.0,0.9772
Milestone,PAYER,0-9,1,5,5,3,5887,1.0,1.0,1.0,1.0,1.0
Milestone,NONPAYER,10-19,2,1,5,3,18555,0.2595,0.1636,0.0,0.4064,0.2583
Milestone,NONPAYER,10-19,2,2,5,3,18555,0.5078,0.5112,0.2353,0.7939,0.5061
Milestone,NONPAYER,10-19,2,3,5,3,18555,0.7449,0.8373,0.611,1.0,0.7437
Milestone,NONPAYER,10-19,2,4,5,3,18555,0.9791,1.0,1.0,1.0,0.979
Milestone,NONPAYER,10-19,2,5,5,3,18555,1.0,1.0,1.0,1.0,1.0
Milestone,PAYER,10-19,2,1,5,3,4952,0.2664,0.1818,0.0,0.4207,0.2649
Milestone,PAYER,10-19,2,2,5,3,4952,0.5154,0.5272,0.2572,0.7863,0.5127
Milestone,PAYER,10-19,2,3,5,3,4952,0.7534,0.8448,0.6261,1.0,0.7511
Milestone,PAYER,10-19,2,4,5,3,4952,0.9821,1.0,1.0,1.0,0.982
Milestone,PAYER,10-19,2,5,5,3,4952,1.0,1.0,1.0,1.0,1.0
Milestone,NONPAYER,20-39,3,1,5,3,14771,0.2657,0.203,0.0007,0.3947,0.2636
Milestone,NONPAYER,20-39,3,2,5,3,14771,0.5186,0.5249,0.3062,0.7495,0.5165
Milestone,NONPAYER,20-39,3,3,5,3,14771,0.7547,0.8185,0.6455,0.9949,0.7535
Milestone,NONPAYER,20-39,3,4,5,3,14771,0.9821,1.0,1.0,1.0,0.9821
Milestone,NONPAYER,20-39,3,5,5,3,14771,1.0,1.0,1.0,1.0,1.0
Milestone,PAYER,20-39,3,1,5,3,3684,0.2737,0.2048,0.0,0.4216,0.2713
Milestone,PAYER,20-39,3,2,5,3,3684,0.5239,0.5433,0.3027,0.7709,0.5209
Milestone,PAYER,20-39,3,3,5,3,3684,0.7527,0.8292,0.6432,0.9976,0.7508
Milestone,PAYER,20-39,3,4,5,3,3684,0.9835,1.0,1.0,1.0,0.9833
Milestone,PAYER,20-39,3,5,5,3,3684,1.0,1.0,1.0,1.0,1.0
Milestone,NONPAYER,40-99,4,1,5,3,8430,0.2861,0.2528,0.0645,0.4103,0.2853
Milestone,NONPAYER,40-99,4,2,5,3,8430,0.5394,0.5501,0.3777,0.7294,0.5396
Milestone,NONPAYER,40-99,4,3,5,3,8430,0.7698,0.8152,0.6786,0.9545,0.7703
Milestone,NONPAYER,40-99,4,4,5,3,8430,0.9866,1.0,0.9996,1.0,0.9867
Milestone,NONPAYER,40-99,4,5,5,3,8430,1.0,1.0,1.0,1.0,1.0
Milestone,PAYER,40-99,4,1,5,3,2132,0.2966,0.2586,0.0297,0.4374,0.2948
Milestone,PAYER,40-99,4,2,5,3,2132,0.5494,0.5708,0.3668,0.7687,0.5486
Milestone,PAYER,40-99,4,3,5,3,2132,0.7721,0.8313,0.6834,0.9744,0.7719
Milestone,PAYER,40-99,4,4,5,3,2132,0.9857,1.0,1.0,1.0,0.9857
Milestone,PAYER,40-99,4,5,5,3,2132,1.0,1.0,1.0,1.0,1.0
Milestone,NONPAYER,100+,5,1,5,3,1391,0.2312,0.1966,0.0,0.3636,0.2328
Milestone,NONPAYER,100+,5,2,5,3,1391,0.4721,0.5179,0.1292,0.7009,0.4747
Milestone,NONPAYER,100+,5,3,5,3,1391,0.7274,0.8093,0.6475,0.949,0.7305
Milestone,NONPAYER,100+,5,4,5,3,1391,0.9793,1.0,0.9983,1.0,0.9799
Milestone,NONPAYER,100+,5,5,5,3,1391,1.0,1.0,1.0,1.0,1.0
Milestone,PAYER,100+,5,1,5,3,361,0.2798,0.2408,0.0,0.4611,0.2809
Milestone,PAYER,100+,5,2,5,3,361,0.526,0.5774,0.3088,0.7681,0.5274
Milestone,PAYER,100+,5,3,5,3,361,0.7518,0.8483,0.6659,0.9781,0.7536
Milestone,PAYER,100+,5,4,5,3,361,0.9869,1.0,1.0,1.0,0.9872
Milestone,PAYER,100+,5,5,5,3,361,1.0,1.0,1.0,1.0,1.0
Photoshoot,NONPAYER,0-9,1,1,5,1,47,0.2343,0.0,0.0,0.5,0.2346
Photoshoot,NONPAYER,0-9,1,2,5,1,47,0.4327,0.359,0.0,0.9091,0.4328
Photoshoot,NONPAYER,0-9,1,3,5,1,47,0.5938,0.5455,0.3333,1.0,0.595
Photoshoot,NONPAYER,0-9,1,4,5,1,47,0.9214,1.0,1.0,1.0,0.922
Photoshoot,NONPAYER,0-9,1,5,5,1,47,1.0,1.0,1.0,1.0,1.0
Photoshoot,PAYER,0-9,1,1,5,1,40,0.3044,0.1304,0.0,0.5455,0.3045
Photoshoot,PAYER,0-9,1,2,5,1,40,0.4622,0.4569,0.1333,0.8667,0.4627
Photoshoot,PAYER,0-9,1,3,5,1,40,0.6177,0.7069,0.25,1.0,0.6187
Photoshoot,PAYER,0-9,1,4,5,1,40,0.9789,1.0,1.0,1.0,0.9789
Photoshoot,PAYER,0-9,1,5,5,1,40,1.0,1.0,1.0,1.0,1.0
Photoshoot,NONPAYER,10-19,2,1,5,1,56,0.1923,0.0955,0.0,0.3165,0.1921
Photoshoot,NONPAYER,10-19,2,2,5,1,56,0.4866,0.4848,0.2373,0.8,0.4876
Photoshoot,NONPAYER,10-19,2,3,5,1,56,0.6968,0.8235,0.5455,0.9609,0.6979
Photoshoot,NONPAYER,10-19,2,4,5,1,56,0.9822,1.0,1.0,1.0,0.9822
Photoshoot,NONPAYER,10-19,2,5,5,1,56,1.0,1.0,1.0,1.0,1.0
Photoshoot,PAYER,10-19,2,1,5,1,18,0.3605,0.1489,0.0,0.875,0.3615
Photoshoot,PAYER,10-19,2,2,5,1,18,0.6271,0.6899,0.3452,1.0,0.6274
Photoshoot,PAYER,10-19,2,3,5,1,18,0.7635,0.9157,0.6,1.0,0.7632
Photoshoot,PAYER,10-19,2,4,5,1,18,0.9791,1.0,0.9825,1.0,0.9792
Photoshoot,PAYER,10-19,2,5,5,1,18,1.0,1.0,1.0,1.0,1.0
Photoshoot,NONPAYER,20-39,3,1,5,1,48,0.2262,0.1521,0.0,0.4,0.2272
Photoshoot,NONPAYER,20-39,3,2,5,1,48,0.4622,0.4943,0.1399,0.7715,0.4625
Photoshoot,NONPAYER,20-39,3,3,5,1,48,0.674,0.7833,0.4444,1.0,0.6752
Photoshoot,NONPAYER,20-39,3,4,5,1,48,0.9954,1.0,1.0,1.0,0.9953
Photoshoot,NONPAYER,20-39,3,5,5,1,48,1.0,1.0,1.0,1.0,1.0
Photoshoot,PAYER,20-39,3,1,5,1,15,0.2481,0.1429,0.0786,0.4777,0.2476
Photoshoot,PAYER,20-39,3,2,5,1,15,0.4741,0.3571,0.2129,0.7925,0.4731
Photoshoot,PAYER,20-39,3,3,5,1,15,0.7534,0.7857,0.6368,0.9178,0.7526
Photoshoot,PAYER,20-39,3,4,5,1,15,0.994,1.0,0.995,1.0,0.994
Photoshoot,PAYER,20-39,3,5,5,1,15,1.0,1.0,1.0,1.0,1.0
Photoshoot,NONPAYER,40-99,4,1,5,1,20,0.2443,0.2321,0.1266,0.4202,0.2451
Photoshoot,NONPAYER,40-99,4,2,5,1,20,0.4412,0.4877,0.3731,0.6174,0.4416
Photoshoot,NONPAYER,40-99,4,3,5,1,20,0.6588,0.6779,0.5568,0.8574,0.6594
Photoshoot,NONPAYER,40-99,4,4,5,1,20,0.9873,1.0,1.0,1.0,0.987
Photoshoot,NONPAYER,40-99,4,5,5,1,20,1.0,1.0,1.0,1.0,1.0
Photoshoot,PAYER,40-99,4,1,5,1,10,0.1648,0.0,0.0,0.2168,0.1648
Photoshoot,PAYER,40-99,4,2,5,1,10,0.5523,0.7547,0.2195,0.9267,0.5513
Photoshoot,PAYER,40-99,4,3,5,1,10,0.7275,0.8673,0.5461,0.9952,0.7267
Photoshoot,PAYER,40-99,4,4,5,1,10,0.9978,1.0,0.9955,1.0,0.9979
Photoshoot,PAYER,40-99,4,5,5,1,10,1.0,1.0,1.0,1.0,1.0
Photoshoot,NONPAYER,100+,5,1,5,1,3,0.2012,0.0809,0.0,0.5226,0.2042
Photoshoot,NONPAYER,100+,5,2,5,1,3,0.3603,0.0809,0.0,1.0,0.3605
Photoshoot,NONPAYER,100+,5,3,5,1,3,0.5473,0.6063,0.0355,1.0,0.546
Photoshoot,NONPAYER,100+,5,4,5,1,3,0.9929,1.0,0.9787,1.0,0.9935
Photoshoot,NONPAYER,100+,5,5,5,1,3,1.0,1.0,1.0,1.0,1.0
Red,NONPAYER,0-9,1,1,3,5,9352,0.4225,0.3344,0.0,0.9216,0.4219
Red,NONPAYER,0-9,1,2,3,5,9352,0.9317,1.0,1.0,1.0,0.9315
Red,NONPAYER,0-9,1,3,3,2,9342,1.0,1.0,1.0,1.0,1.0
Red,PAYER,0-9,1,1,3,5,3591,0.4241,0.3662,0.0,0.82,0.4251
Red,PAYER,0-9,1,2,3,5,3591,0.9353,1.0,1.0,1.0,0.9351
Red,PAYER,0-9,1,3,3,2,3583,1.0,1.0,1.0,1.0,1.0
Red,NONPAYER,10-19,2,1,3,5,10151,0.4515,0.4319,0.025,0.7884,0.4515
Red,NONPAYER,10-19,2,2,3,5,10151,0.9434,1.0,1.0,1.0,0.9434
Red,NONPAYER,10-19,2,3,3,2,10134,1.0,1.0,1.0,1.0,1.0
Red,PAYER,10-19,2,1,3,5,2806,0.4465,0.4314,0.0309,0.7633,0.4467
Red,PAYER,10-19,2,2,3,5,2806,0.937,1.0,1.0,1.0,0.937
Red,PAYER,10-19,2,3,3,2,2799,1.0,1.0,1.0,1.0,1.0
Red,NONPAYER,20-39,3,1,3,5,7997,0.4632,0.4596,0.1467,0.7305,0.4618
Red,NONPAYER,20-39,3,2,3,5,7997,0.9466,1.0,0.9926,1.0,0.9465
Red,NONPAYER,20-39,3,3,3,2,7989,1.0,1.0,1.0,1.0,1.0
Red,PAYER,20-39,3,1,3,5,2001,0.4626,0.4554,0.1221,0.7537,0.4613
Red,PAYER,20-39,3,2,3,5,2001,0.9419,1.0,0.9898,1.0,0.9418
Red,PAYER,20-39,3,3,3,2,1994,1.0,1.0,1.0,1.0,1.0
Red,NONPAYER,40-99,4,1,3,5,4354,0.4816,0.4854,0.2701,0.6906,0.4821
Red,NONPAYER,40-99,4,2,3,5,4354,0.9533,1.0,0.9797,1.0,0.9534
Red,NONPAYER,40-99,4,3,3,2,4344,1.0,1.0,1.0,1.0,1.0
Red,PAYER,40-99,4,1,3,5,1139,0.4905,0.5082,0.2334,0.7409,0.4899
Red,PAYER,40-99,4,2,3,5,1139,0.9533,1.0,0.9864,1.0,0.9535
Red,PAYER,40-99,4,3,3,2,1136,1.0,1.0,1.0,1.0,1.0
Red,NONPAYER,100+,5,1,3,5,689,0.4766,0.4954,0.295,0.6642,0.4794
Red,NONPAYER,100+,5,2,3,5,689,0.9448,1.0,0.9663,1.0,0.946
Red,NONPAYER,100+,5,3,3,2,684,1.0,1.0,1.0,1.0,1.0
Red,PAYER,100+,5,1,3,2,179,0.4731,0.4876,0.2893,0.6994,0.4748
Red,PAYER,100+,5,2,3,2,179,0.9424,1.0,0.9576,1.0,0.9439
Red,PAYER,100+,5,3,3,2,179,1.0,1.0,1.0,1.0,1.0
River Rush,NONPAYER,0-9,1,1,8,1,93,0.1979,0.0,0.0,0.1,0.1992
River Rush,NONPAYER,0-9,1,2,8,1,93,0.3563,0.1074,0.0,0.7619,0.3525
River Rush,NONPAYER,0-9,1,3,8,1,93,0.4498,0.3793,0.0,1.0,0.4479
River Rush,NONPAYER,0-9,1,4,8,1,93,0.5702,0.6806,0.1316,1.0,0.5703
River Rush,NONPAYER,0-9,1,5,8,1,93,0.6831,0.8717,0.375,1.0,0.6818
River Rush,NONPAYER,0-9,1,6,8,1,93,0.814,1.0,0.7778,1.0,0.8175
River Rush,NONPAYER,0-9,1,7,8,1,93,0.9822,1.0,1.0,1.0,0.9832
River Rush,NONPAYER,0-9,1,8,8,1,93,1.0,1.0,1.0,1.0,1.0
River Rush,PAYER,0-9,1,1,8,1,62,0.216,0.0,0.0,0.25,0.2152
River Rush,PAYER,0-9,1,2,8,1,62,0.3715,0.1538,0.0,1.0,0.3788
River Rush,PAYER,0-9,1,3,8,1,62,0.4966,0.4643,0.0833,1.0,0.5022
River Rush,PAYER,0-9,1,4,8,1,62,0.5848,0.6113,0.2,1.0,0.5914
River Rush,PAYER,0-9,1,5,8,1,62,0.7146,0.8571,0.5,1.0,0.7143
River Rush,PAYER,0-9,1,6,8,1,62,0.8561,1.0,0.8214,1.0,0.8533
River Rush,PAYER,0-9,1,7,8,1,62,0.9949,1.0,1.0,1.0,0.995
River Rush,PAYER,0-9,1,8,8,1,62,1.0,1.0,1.0,1.0,1.0
River Rush,NONPAYER,10-19,2,1,8,1,106,0.1986,0.0,0.0,0.199,0.1904
River Rush,NONPAYER,10-19,2,2,8,1,106,0.3106,0.069,0.0,0.6597,0.3083
River Rush,NONPAYER,10-19,2,3,8,1,106,0.4278,0.2648,0.0,0.9524,0.4128
River Rush,NONPAYER,10-19,2,4,8,1,106,0.5539,0.6028,0.1192,0.9926,0.5405
River Rush,NONPAYER,10-19,2,5,8,1,106,0.6995,0.9265,0.4626,1.0,0.6812
River Rush,NONPAYER,10-19,2,6,8,1,106,0.8435,1.0,0.8118,1.0,0.8335
River Rush,NONPAYER,10-19,2,7,8,1,106,0.9969,1.0,1.0,1.0,0.9972
River Rush,NONPAYER,10-19,2,8,8,1,106,1.0,1.0,1.0,1.0,1.0
River Rush,PAYER,10-19,2,1,8,1,40,0.3427,0.0882,0.0,1.0,0.3491
River Rush,PAYER,10-19,2,2,8,1,40,0.5152,0.4057,0.0,1.0,0.5214
River Rush,PAYER,10-19,2,3,8,1,40,0.6483,0.9655,0.2121,1.0,0.6379
River Rush,PAYER,10-19,2,4,8,1,40,0.6813,0.9655,0.379,1.0,0.6696
River Rush,PAYER,10-19,2,5,8,1,40,0.7721,0.9771,0.6667,1.0,0.7617
River Rush,PAYER,10-19,2,6,8,1,40,0.9057,1.0,0.912,1.0,0.9031
River Rush,PAYER,10-19,2,7,8,1,40,0.9994,1.0,1.0,1.0,0.9996
River Rush,PAYER,10-19,2,8,8,1,40,1.0,1.0,1.0,1.0,1.0
River Rush,NONPAYER,20-39,3,1,8,1,80,0.1664,0.0,0.0,0.1854,0.1649
River Rush,NONPAYER,20-39,3,2,8,1,80,0.255,0.1183,0.0,0.4293,0.2528
River Rush,NONPAYER,20-39,3,3,8,1,80,0.4196,0.3391,0.0,0.7528,0.4105
River Rush,NONPAYER,20-39,3,4,8,1,80,0.5489,0.5371,0.2344,0.9855,0.5436
River Rush,NONPAYER,20-39,3,5,8,1,80,0.6487,0.7417,0.375,1.0,0.6443
River Rush,NONPAYER,20-39,3,6,8,1,80,0.8067,0.9672,0.7628,1.0,0.8025
River Rush,NONPAYER,20-39,3,7,8,1,80,0.9742,1.0,1.0,1.0,0.9769
River Rush,NONPAYER,20-39,3,8,8,1,80,1.0,1.0,1.0,1.0,1.0
River Rush,PAYER,20-39,3,1,8,1,31,0.125,0.0,0.0,0.1255,0.1087
River Rush,PAYER,20-39,3,2,8,1,31,0.2799,0.0023,0.0,0.6525,0.26
River Rush,PAYER,20-39,3,3,8,1,31,0.4063,0.3236,0.0,0.8169,0.3783
River Rush,PAYER,20-39,3,4,8,1,31,0.557,0.5969,0.0,0.9974,0.5261
River Rush,PAYER,20-39,3,5,8,1,31,0.6288,0.8184,0.1376,1.0,0.5886
River Rush,PAYER,20-39,3,6,8,1,31,0.773,0.9433,0.6713,1.0,0.7468
River Rush,PAYER,20-39,3,7,8,1,31,0.9971,1.0,1.0,1.0,0.997
River Rush,PAYER,20-39,3,8,8,1,31,1.0,1.0,1.0,1.0,1.0
River Rush,NONPAYER,40-99,4,1,8,1,30,0.197,0.0121,0.0,0.2554,0.1888
River Rush,NONPAYER,40-99,4,2,8,1,30,0.3305,0.2078,0.0,0.6839,0.3192
River Rush,NONPAYER,40-99,4,3,8,1,30,0.4151,0.3218,0.0,0.8255,0.4039
River Rush,NONPAYER,40-99,4,4,8,1,30,0.5492,0.5916,0.0,1.0,0.535
River Rush,NONPAYER,40-99,4,5,8,1,30,0.646,0.8163,0.0,1.0,0.6211
River Rush,NONPAYER,40-99,4,6,8,1,30,0.8241,0.993,0.8197,1.0,0.8022
River Rush,NONPAYER,40-99,4,7,8,1,30,0.9996,1.0,1.0,1.0,0.9995
River Rush,NONPAYER,40-99,4,8,8,1,30,1.0,1.0,1.0,1.0,1.0
River Rush,PAYER,40-99,4,1,8,1,27,0.2415,0.0584,0.0,0.4169,0.2282
River Rush,PAYER,40-99,4,2,8,1,27,0.3603,0.1825,0.0,0.72,0.3248
River Rush,PAYER,40-99,4,3,8,1,27,0.5018,0.5959,0.0584,0.8413,0.4372
River Rush,PAYER,40-99,4,4,8,1,27,0.6596,0.8084,0.4578,0.9847,0.6002
River Rush,PAYER,40-99,4,5,8,1,27,0.7976,0.9479,0.7156,1.0,0.7635
River Rush,PAYER,40-99,4,6,8,1,27,0.933,0.9825,0.9121,1.0,0.899
River Rush,PAYER,40-99,4,7,8,1,27,0.9996,1.0,1.0,1.0,0.9992
River Rush,PAYER,40-99,4,8,8,1,27,1.0,1.0,1.0,1.0,1.0
River Rush,NONPAYER,100+,5,1,8,1,2,0.3224,0.6447,0.0,0.6447,0.3043
River Rush,NONPAYER,100+,5,2,8,1,2,0.8224,1.0,0.6447,1.0,0.8043
River Rush,NONPAYER,100+,5,3,8,1,2,0.8224,1.0,0.6447,1.0,0.8043
River Rush,NONPAYER,100+,5,4,8,1,2,0.8224,1.0,0.6447,1.0,0.8043
River Rush,NONPAYER,100+,5,5,8,1,2,0.8224,1.0,0.6447,1.0,0.8043
River Rush,NONPAYER,100+,5,6,8,1,2,0.8224,1.0,0.6447,1.0,0.8043
River Rush,NONPAYER,100+,5,7,8,1,2,1.0,1.0,1.0,1.0,1.0
River Rush,NONPAYER,100+,5,8,8,1,2,1.0,1.0,1.0,1.0,1.0
Target Day,NONPAYER,0-9,1,1,2,12,17718,0.8882,1.0,1.0,1.0,0.8882
Target Day,NONPAYER,0-9,1,2,2,12,17718,1.0,1.0,1.0,1.0,1.0
Target Day,PAYER,0-9,1,1,2,11,5840,0.8826,1.0,1.0,1.0,0.8826
Target Day,PAYER,0-9,1,2,2,11,5840,1.0,1.0,1.0,1.0,1.0
Target Day,NONPAYER,10-19,2,1,2,12,17546,0.8877,1.0,0.9842,1.0,0.8877
Target Day,NONPAYER,10-19,2,2,2,12,17546,1.0,1.0,1.0,1.0,1.0
Target Day,PAYER,10-19,2,1,2,10,4787,0.8852,1.0,0.9807,1.0,0.8851
Target Day,PAYER,10-19,2,2,2,10,4787,1.0,1.0,1.0,1.0,1.0
Target Day,NONPAYER,20-39,3,1,2,12,13818,0.8899,1.0,0.9501,1.0,0.8899
Target Day,NONPAYER,20-39,3,2,2,12,13818,1.0,1.0,1.0,1.0,1.0
Target Day,PAYER,20-39,3,1,2,11,3422,0.8933,1.0,0.9666,1.0,0.8933
Target Day,PAYER,20-39,3,2,2,11,3422,1.0,1.0,1.0,1.0,1.0
Target Day,NONPAYER,40-99,4,1,2,12,7954,0.9036,1.0,0.9316,1.0,0.9036
Target Day,NONPAYER,40-99,4,2,2,12,7954,1.0,1.0,1.0,1.0,1.0
Target Day,PAYER,40-99,4,1,2,11,1971,0.8965,1.0,0.9275,1.0,0.8965
Target Day,PAYER,40-99,4,2,2,11,1971,1.0,1.0,1.0,1.0,1.0
Target Day,NONPAYER,100+,5,1,2,10,1447,0.9102,0.9974,0.8913,1.0,0.9102
Target Day,NONPAYER,100+,5,2,2,10,1447,1.0,1.0,1.0,1.0,1.0
Target Day,PAYER,100+,5,1,2,9,365,0.9047,0.9984,0.8956,1.0,0.9047
Target Day,PAYER,100+,5,2,2,9,365,1.0,1.0,1.0,1.0,1.0
